Player,round,team,opponent,Disposals,Kicks,Handballs,Goals,Behinds,Marks,Clearances,Tackles,Contested Possessions,Uncontested Possessions,Hit Outs,Contested Marks,Marks Inside 50,Goal Assists,Frees,Frees Against,Inside 50s,Rebounds,% Played,Subs,Clangers,One Percenters,Bounces
"Noble, John",R2,collingwood,PA,19.0,14.0,5.0,0.0,0.0,5.0,1.0,2.0,6.0,12.0,0.0,0.0,0.0,1.0,2.0,0.0,4.0,6.0,79,-,1.0,2.0,1.0
"Pendlebury, Scott",R2,collingwood,PA,20.0,7.0,13.0,0.0,0.0,1.0,6.0,6.0,11.0,11.0,0.0,0.0,0.0,2.0,3.0,1.0,3.0,0.0,81,-,2.0,3.0,0.0
"Quaynor, Isaac",R2,collingwood,PA,15.0,7.0,8.0,0.0,0.0,5.0,0.0,1.0,3.0,12.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,82,-,1.0,1.0,0.0
"Ruscoe, Trey",R2,collingwood,PA,,,,,,,,,,,,,,,,,,,,,,,
"Sidebottom, Steele",R2,collingwood,PA,24.0,14.0,10.0,1.0,0.0,3.0,3.0,3.0,11.0,11.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,0.0,82,-,2.0,1.0,0.0
"Wilson, Tom",R2,collingwood,PA,,,,,,,,,,,,,,,,,,,,,,,
"de Goey, Jordan",R2,collingwood,PA,12.0,4.0,8.0,1.0,1.0,3.0,3.0,6.0,8.0,7.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,0.0,79,-,3.0,3.0,0.0
"Adams, Taylor",R3,collingwood,RI,20.0,10.0,10.0,0.0,0.0,3.0,0.0,1.0,3.0,14.0,0.0,0.0,1.0,0.0,2.0,2.0,5.0,0.0,78,-,7.0,0.0,0.0
"Cameron, Darcy",R3,collingwood,RI,10.0,5.0,5.0,0.0,0.0,1.0,2.0,2.0,5.0,5.0,24.0,1.0,0.0,0.0,1.0,3.0,1.0,1.0,58,Off,6.0,4.0,0.0
"Carmichael, Josh",R3,collingwood,RI,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,On,0.0,2.0,0.0
"Cox, Mason",R3,collingwood,RI,,,,,,,,,,,,,,,,,,,,,,,
"Crisp, Jack",R3,collingwood,RI,25.0,14.0,11.0,0.0,0.0,3.0,1.0,2.0,10.0,15.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,0.0,74,-,5.0,1.0,0.0
"Daicos, Josh",R3,collingwood,RI,28.0,19.0,9.0,1.0,0.0,3.0,7.0,1.0,14.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,82,-,2.0,3.0,1.0
"Daicos, Nick",R3,collingwood,RI,33.0,16.0,17.0,0.0,0.0,5.0,2.0,1.0,8.0,20.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,4.0,89,-,3.0,0.0,2.0
"Elliott, Jamie",R3,collingwood,RI,17.0,9.0,8.0,2.0,1.0,3.0,0.0,4.0,7.0,11.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,82,-,2.0,2.0,1.0
"Frampton, Billy",R3,collingwood,RI,13.0,8.0,5.0,0.0,0.0,6.0,0.0,2.0,5.0,8.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,5.0,100,-,3.0,11.0,0.0
"Ginnivan, Jack",R3,collingwood,RI,,,,,,,,,,,,,,,,,,,,,,,
"Harrison, Harvey",R3,collingwood,RI,,,,,,,,,,,,,,,,,,,,,,,
"Hill, Bobby",R3,collingwood,RI,9.0,6.0,3.0,1.0,1.0,2.0,0.0,2.0,3.0,6.0,0.0,0.0,2.0,1.0,0.0,1.0,3.0,1.0,73,-,4.0,1.0,0.0
"Hoskin-Elliott, Will",R3,collingwood,RI,5.0,3.0,2.0,0.0,0.0,1.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,73,-,0.0,2.0,0.0
"Howe, Jeremy",R3,collingwood,RI,,,,,,,,,,,,,,,,,,,,,,,
"Johnson, Ash",R3,collingwood,RI,15.0,9.0,6.0,1.0,3.0,3.0,0.0,2.0,8.0,6.0,3.0,0.0,2.0,2.0,1.0,3.0,1.0,0.0,65,-,5.0,3.0,0.0
"Kelly, Will",R3,collingwood,RI,,,,,,,,,,,,,,,,,,,,,,,
"Kreuger, Nathan",R3,collingwood,RI,,,,,,,,,,,,,,,,,,,,,,,
"Lipinski, Patrick",R3,collingwood,RI,,,,,,,,,,,,,,,,,,,,,,,
"Markov, Oleg",R3,collingwood,RI,,,,,,,,,,,,,,,,,,,,,,,
"Maynard, Brayden",R3,collingwood,RI,21.0,14.0,7.0,0.0,0.0,1.0,0.0,5.0,8.0,12.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,5.0,76,-,7.0,8.0,0.0
"McCreery, Beau",R3,collingwood,RI,13.0,8.0,5.0,0.0,0.0,2.0,0.0,7.0,4.0,7.0,0.0,1.0,0.0,0.0,1.0,2.0,4.0,1.0,73,-,3.0,1.0,0.0
"McInnes, Reef",R3,collingwood,RI,,,,,,,,,,,,,,,,,,,,,,,
"McStay, Daniel",R3,collingwood,RI,16.0,11.0,5.0,1.0,2.0,5.0,1.0,3.0,8.0,8.0,4.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,96,-,5.0,1.0,0.0
"Mihocek, Brody",R3,collingwood,RI,11.0,9.0,2.0,1.0,0.0,4.0,0.0,7.0,5.0,4.0,0.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,93,-,3.0,2.0,0.0
"Mitchell, Tom",R3,collingwood,RI,30.0,12.0,18.0,0.0,0.0,3.0,5.0,5.0,13.0,17.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,80,-,1.0,1.0,0.0
"Moore, Darcy",R3,collingwood,RI,7.0,5.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,98,-,2.0,7.0,0.0
"Murphy, Nathan",R3,collingwood,RI,10.0,7.0,3.0,0.0,0.0,1.0,0.0,3.0,6.0,5.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,84,-,3.0,12.0,0.0
"Noble, John",R3,collingwood,RI,16.0,10.0,6.0,0.0,0.0,3.0,0.0,1.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,74,-,3.0,1.0,0.0
"Pendlebury, Scott",R3,collingwood,RI,24.0,9.0,15.0,1.0,0.0,0.0,4.0,3.0,8.0,16.0,0.0,0.0,0.0,2.0,0.0,1.0,6.0,0.0,69,-,2.0,2.0,0.0
"Quaynor, Isaac",R3,collingwood,RI,16.0,7.0,9.0,0.0,0.0,5.0,1.0,1.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,82,-,2.0,4.0,0.0
"Ruscoe, Trey",R3,collingwood,RI,,,,,,,,,,,,,,,,,,,,,,,
"Sidebottom, Steele",R3,collingwood,RI,24.0,15.0,9.0,0.0,0.0,3.0,4.0,2.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,85,-,1.0,4.0,0.0
"Wilson, Tom",R3,collingwood,RI,,,,,,,,,,,,,,,,,,,,,,,
"de Goey, Jordan",R3,collingwood,RI,35.0,23.0,12.0,0.0,3.0,6.0,9.0,2.0,15.0,17.0,0.0,0.0,0.0,2.0,1.0,1.0,8.0,0.0,91,-,6.0,3.0,0.0
"Adams, Taylor",R4,collingwood,BL,17.0,10.0,7.0,1.0,1.0,1.0,3.0,4.0,6.0,11.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,72,-,2.0,1.0,0.0
"Cameron, Darcy",R4,collingwood,BL,,,,,,,,,,,,,,,,,,,,,,,
"Carmichael, Josh",R4,collingwood,BL,,,,,,,,,,,,,,,,,,,,,,,
"Cox, Mason",R4,collingwood,BL,,,,,,,,,,,,,,,,,,,,,,,
"Crisp, Jack",R4,collingwood,BL,15.0,9.0,6.0,1.0,0.0,5.0,0.0,3.0,6.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,72,-,4.0,2.0,0.0
"Daicos, Josh",R4,collingwood,BL,23.0,10.0,13.0,0.0,0.0,4.0,2.0,2.0,4.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,84,-,1.0,1.0,0.0
"Daicos, Nick",R4,collingwood,BL,38.0,18.0,20.0,2.0,2.0,4.0,5.0,2.0,16.0,20.0,0.0,0.0,2.0,0.0,1.0,1.0,4.0,3.0,86,-,3.0,0.0,0.0
"Elliott, Jamie",R4,collingwood,BL,13.0,7.0,6.0,0.0,3.0,4.0,0.0,3.0,8.0,7.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,89,-,3.0,3.0,0.0
"Frampton, Billy",R4,collingwood,BL,8.0,4.0,4.0,0.0,0.0,3.0,0.0,1.0,5.0,4.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,94,-,1.0,6.0,0.0
"Ginnivan, Jack",R4,collingwood,BL,,,,,,,,,,,,,,,,,,,,,,,
"Harrison, Harvey",R4,collingwood,BL,,,,,,,,,,,,,,,,,,,,,,,
"Hill, Bobby",R4,collingwood,BL,10.0,8.0,2.0,2.0,1.0,6.0,2.0,3.0,5.0,6.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,77,-,3.0,0.0,6.0
"Hoskin-Elliott, Will",R4,collingwood,BL,15.0,9.0,6.0,0.0,0.0,6.0,0.0,5.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,76,-,1.0,0.0,1.0
"Howe, Jeremy",R4,collingwood,BL,,,,,,,,,,,,,,,,,,,,,,,
"Johnson, Ash",R4,collingwood,BL,12.0,7.0,5.0,1.0,1.0,6.0,1.0,4.0,7.0,5.0,2.0,4.0,1.0,0.0,1.0,1.0,3.0,0.0,74,-,1.0,2.0,0.0
"Kelly, Will",R4,collingwood,BL,,,,,,,,,,,,,,,,,,,,,,,
"Kreuger, Nathan",R4,collingwood,BL,,,,,,,,,,,,,,,,,,,,,,,
"Lipinski, Patrick",R4,collingwood,BL,,,,,,,,,,,,,,,,,,,,,,,
"Markov, Oleg",R4,collingwood,BL,9.0,3.0,6.0,0.0,1.0,2.0,0.0,5.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,41,On,2.0,1.0,0.0
"Maynard, Brayden",R4,collingwood,BL,25.0,16.0,9.0,0.0,0.0,3.0,1.0,2.0,6.0,18.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,7.0,83,-,5.0,2.0,1.0
"McCreery, Beau",R4,collingwood,BL,12.0,4.0,8.0,0.0,1.0,3.0,1.0,3.0,1.0,11.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,83,-,5.0,0.0,0.0
"McInnes, Reef",R4,collingwood,BL,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,42,Off,2.0,1.0,0.0
"McStay, Daniel",R4,collingwood,BL,10.0,4.0,6.0,0.0,0.0,1.0,6.0,5.0,7.0,3.0,15.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,81,-,4.0,1.0,0.0
"Mihocek, Brody",R4,collingwood,BL,13.0,10.0,3.0,3.0,1.0,4.0,0.0,0.0,8.0,4.0,0.0,2.0,2.0,0.0,0.0,1.0,3.0,0.0,98,-,3.0,1.0,0.0
"Mitchell, Tom",R4,collingwood,BL,20.0,7.0,13.0,0.0,0.0,3.0,2.0,2.0,5.0,16.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,72,-,3.0,1.0,0.0
"Moore, Darcy",R4,collingwood,BL,13.0,8.0,5.0,0.0,0.0,4.0,0.0,1.0,5.0,6.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,97,-,2.0,7.0,0.0
"Murphy, Nathan",R4,collingwood,BL,14.0,11.0,3.0,0.0,0.0,6.0,1.0,3.0,4.0,10.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,5.0,75,-,3.0,3.0,0.0
"Noble, John",R4,collingwood,BL,19.0,16.0,3.0,0.0,1.0,4.0,0.0,2.0,5.0,13.0,0.0,0.0,0.0,1.0,4.0,0.0,3.0,7.0,82,-,0.0,3.0,0.0
"Pendlebury, Scott",R4,collingwood,BL,26.0,11.0,15.0,0.0,0.0,5.0,5.0,4.0,7.0,17.0,0.0,0.0,0.0,0.0,1.0,2.0,6.0,1.0,73,-,3.0,2.0,0.0
"Quaynor, Isaac",R4,collingwood,BL,20.0,8.0,12.0,0.0,0.0,6.0,2.0,2.0,8.0,13.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,77,-,2.0,5.0,0.0
"Ruscoe, Trey",R4,collingwood,BL,,,,,,,,,,,,,,,,,,,,,,,
"Sidebottom, Steele",R4,collingwood,BL,12.0,5.0,7.0,0.0,1.0,3.0,0.0,5.0,4.0,9.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,84,-,2.0,1.0,0.0
"Wilson, Tom",R4,collingwood,BL,,,,,,,,,,,,,,,,,,,,,,,
"de Goey, Jordan",R4,collingwood,BL,21.0,11.0,10.0,1.0,1.0,2.0,6.0,3.0,13.0,10.0,0.0,0.0,1.0,0.0,2.0,1.0,6.0,0.0,86,-,2.0,4.0,0.0
"Adams, Taylor",R5,collingwood,SK,18.0,8.0,10.0,0.0,1.0,2.0,8.0,4.0,11.0,7.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,89,-,5.0,0.0,0.0
"Cameron, Darcy",R5,collingwood,SK,,,,,,,,,,,,,,,,,,,,,,,
"Carmichael, Josh",R5,collingwood,SK,,,,,,,,,,,,,,,,,,,,,,,
"Cox, Mason",R5,collingwood,SK,,,,,,,,,,,,,,,,,,,,,,,
"Crisp, Jack",R5,collingwood,SK,22.0,11.0,11.0,0.0,0.0,3.0,1.0,5.0,6.0,16.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,82,-,1.0,1.0,0.0
"Daicos, Josh",R5,collingwood,SK,30.0,16.0,14.0,0.0,1.0,6.0,3.0,4.0,9.0,21.0,0.0,0.0,1.0,0.0,4.0,0.0,6.0,4.0,81,-,4.0,0.0,0.0
"Daicos, Nick",R5,collingwood,SK,42.0,27.0,15.0,0.0,0.0,7.0,0.0,1.0,6.0,31.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,8.0,88,-,1.0,0.0,4.0
"Elliott, Jamie",R5,collingwood,SK,11.0,5.0,6.0,1.0,0.0,3.0,0.0,4.0,4.0,8.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,86,-,3.0,3.0,0.0
"Frampton, Billy",R5,collingwood,SK,9.0,3.0,6.0,0.0,1.0,3.0,1.0,3.0,2.0,7.0,27.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,76,-,0.0,2.0,0.0
"Ginnivan, Jack",R5,collingwood,SK,13.0,10.0,3.0,1.0,1.0,4.0,0.0,3.0,2.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,77,-,1.0,3.0,0.0
"Harrison, Harvey",R5,collingwood,SK,,,,,,,,,,,,,,,,,,,,,,,
"Hill, Bobby",R5,collingwood,SK,12.0,10.0,2.0,3.0,0.0,3.0,0.0,1.0,4.0,8.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,83,-,1.0,1.0,0.0
"Hoskin-Elliott, Will",R5,collingwood,SK,12.0,8.0,4.0,0.0,0.0,3.0,0.0,4.0,5.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,81,-,3.0,1.0,0.0
"Howe, Jeremy",R5,collingwood,SK,,,,,,,,,,,,,,,,,,,,,,,
"Johnson, Ash",R5,collingwood,SK,9.0,7.0,2.0,1.0,2.0,5.0,1.0,1.0,3.0,6.0,4.0,2.0,2.0,1.0,0.0,1.0,3.0,0.0,70,-,1.0,2.0,0.0
"Kelly, Will",R5,collingwood,SK,,,,,,,,,,,,,,,,,,,,,,,
"Kreuger, Nathan",R5,collingwood,SK,,,,,,,,,,,,,,,,,,,,,,,
"Lipinski, Patrick",R5,collingwood,SK,,,,,,,,,,,,,,,,,,,,,,,
"Markov, Oleg",R5,collingwood,SK,15.0,7.0,8.0,0.0,0.0,1.0,1.0,4.0,8.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,2.0,79,-,3.0,1.0,0.0
