Player,round,team,opponent,Disposals,Kicks,Handballs,Goals,Behinds,Marks,Clearances,Tackles,Contested Possessions,Uncontested Possessions,Hit Outs,Contested Marks,Marks Inside 50,Goal Assists,Frees,Frees Against,Inside 50s,Rebounds,% Played,Subs,Clangers,One Percenters,Bounces
"Bergman, Miller",R1,kangaroos,WC,13.0,9.0,4.0,0.0,0.0,3.0,0.0,0.0,4.0,9.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,2.0,86,-,1.0,1.0,0.0
"Bonar, Aiden",R1,kangaroos,WC,15.0,5.0,10.0,0.0,0.0,5.0,0.0,2.0,6.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,85,-,1.0,5.0,1.0
"Coleman-Jones, Callum",R1,kangaroos,WC,,,,,,,,,,,,,,,,,,,,,,,
"Comben, Charlie",R1,kangaroos,WC,13.0,7.0,6.0,1.0,1.0,3.0,3.0,6.0,7.0,7.0,12.0,0.0,1.0,2.0,1.0,2.0,1.0,0.0,81,-,3.0,3.0,0.0
"Corr, Aidan",R1,kangaroos,WC,,,,,,,,,,,,,,,,,,,,,,,
"Cunnington, Ben",R1,kangaroos,WC,16.0,8.0,8.0,0.0,1.0,3.0,1.0,3.0,8.0,10.0,0.0,1.0,1.0,0.0,2.0,1.0,3.0,0.0,75,-,4.0,0.0,0.0
"Curtis, Paul",R1,kangaroos,WC,8.0,6.0,2.0,2.0,1.0,3.0,1.0,1.0,4.0,4.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,78,-,2.0,1.0,0.0
"Davies-Uniacke, Luke",R1,kangaroos,WC,32.0,12.0,20.0,1.0,1.0,1.0,10.0,5.0,19.0,13.0,0.0,0.0,0.0,1.0,2.0,0.0,7.0,0.0,87,-,1.0,1.0,0.0
"Drury, Blake",R1,kangaroos,WC,,,,,,,,,,,,,,,,,,,,,,,
"Ford, Eddie",R1,kangaroos,WC,,,,,,,,,,,,,,,,,,,,,,,
"Goater, Josh",R1,kangaroos,WC,15.0,8.0,7.0,0.0,1.0,3.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,81,-,1.0,5.0,0.0
"Goldstein, Todd",R1,kangaroos,WC,,,,,,,,,,,,,,,,,,,,,,,
"Greenwood, Hugh",R1,kangaroos,WC,15.0,8.0,7.0,0.0,0.0,1.0,4.0,5.0,11.0,5.0,11.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,76,-,1.0,2.0,0.0
"Hall, Aaron",R1,kangaroos,WC,,,,,,,,,,,,,,,,,,,,,,,
"Howe, Daniel",R1,kangaroos,WC,,,,,,,,,,,,,,,,,,,,,,,
"Larkey, Nick",R1,kangaroos,WC,9.0,7.0,2.0,6.0,0.0,3.0,0.0,1.0,5.0,4.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,95,-,0.0,1.0,0.0
"Lazzaro, Charlie",R1,kangaroos,WC,,,,,,,,,,,,,,,,,,,,,,,
"Logue, Griffin",R1,kangaroos,WC,10.0,6.0,4.0,0.0,0.0,4.0,0.0,0.0,5.0,6.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,96,-,3.0,7.0,1.0
"Mahony, Jack",R1,kangaroos,WC,,,,,,,,,,,,,,,,,,,,,,,
"McDonald, Luke",R1,kangaroos,WC,22.0,15.0,7.0,0.0,0.0,5.0,0.0,6.0,9.0,14.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,5.0,89,-,5.0,10.0,0.0
"McKay, Ben",R1,kangaroos,WC,,,,,,,,,,,,,,,,,,,,,,,
"Perez, Flynn",R1,kangaroos,WC,,,,,,,,,,,,,,,,,,,,,,,
"Phillips, Will",R1,kangaroos,WC,17.0,5.0,12.0,0.0,1.0,0.0,4.0,2.0,8.0,10.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,53,On,1.0,0.0,1.0
"Powell, Tom",R1,kangaroos,WC,24.0,8.0,16.0,0.0,1.0,3.0,4.0,4.0,11.0,13.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,78,-,6.0,0.0,1.0
"Scott, Bailey",R1,kangaroos,WC,17.0,10.0,7.0,0.0,1.0,5.0,1.0,4.0,5.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,84,-,2.0,1.0,0.0
"Sheezel, Harry",R1,kangaroos,WC,34.0,22.0,12.0,0.0,0.0,9.0,1.0,0.0,9.0,21.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,8.0,86,-,5.0,2.0,1.0
"Shiels, Liam",R1,kangaroos,WC,19.0,9.0,10.0,0.0,1.0,3.0,1.0,4.0,5.0,12.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,84,-,4.0,0.0,0.0
"Simpkin, Jy",R1,kangaroos,WC,25.0,13.0,12.0,0.0,0.0,3.0,7.0,5.0,12.0,14.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,2.0,86,-,6.0,2.0,0.0
"Spicer, Phoenix",R1,kangaroos,WC,,,,,,,,,,,,,,,,,,,,,,,
"Stephenson, Jaidyn",R1,kangaroos,WC,8.0,4.0,4.0,0.0,1.0,2.0,0.0,5.0,1.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,66,-,3.0,0.0,0.0
"Taylor, Curtis",R1,kangaroos,WC,17.0,12.0,5.0,0.0,1.0,6.0,1.0,3.0,3.0,12.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,84,-,3.0,0.0,0.0
"Thomas, Tarryn",R1,kangaroos,WC,,,,,,,,,,,,,,,,,,,,,,,
"Tucker, Darcy",R1,kangaroos,WC,,,,,,,,,,,,,,,,,,,,,,,
"Turner, Kayne",R1,kangaroos,WC,8.0,4.0,4.0,0.0,0.0,1.0,1.0,9.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,69,-,1.0,0.0,1.0
"Wardlaw, George",R1,kangaroos,WC,,,,,,,,,,,,,,,,,,,,,,,
"Xerri, Tristan",R1,kangaroos,WC,5.0,0.0,5.0,0.0,0.0,1.0,1.0,1.0,4.0,1.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15,Off,0.0,0.0,0.0
"Ziebell, Jack",R1,kangaroos,WC,26.0,22.0,4.0,0.0,0.0,9.0,0.0,2.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,84,-,0.0,3.0,0.0
"Zurhaar, Cameron",R1,kangaroos,WC,14.0,8.0,6.0,2.0,0.0,1.0,1.0,1.0,7.0,7.0,0.0,0.0,0.0,2.0,1.0,0.0,4.0,0.0,81,-,1.0,1.0,0.0
"Bergman, Miller",R2,kangaroos,FR,10.0,6.0,4.0,0.0,0.0,6.0,0.0,1.0,2.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,76,-,0.0,1.0,0.0
"Bonar, Aiden",R2,kangaroos,FR,,,,,,,,,,,,,,,,,,,,,,,
"Coleman-Jones, Callum",R2,kangaroos,FR,,,,,,,,,,,,,,,,,,,,,,,
"Comben, Charlie",R2,kangaroos,FR,6.0,6.0,0.0,0.0,1.0,1.0,0.0,2.0,3.0,3.0,1.0,0.0,0.0,0.0,3.0,5.0,1.0,0.0,84,-,9.0,2.0,0.0
"Corr, Aidan",R2,kangaroos,FR,22.0,17.0,5.0,0.0,0.0,10.0,0.0,3.0,5.0,17.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,4.0,84,-,4.0,6.0,0.0
"Cunnington, Ben",R2,kangaroos,FR,24.0,9.0,15.0,0.0,1.0,2.0,6.0,3.0,10.0,15.0,0.0,0.0,0.0,2.0,3.0,3.0,3.0,0.0,68,-,4.0,0.0,0.0
"Curtis, Paul",R2,kangaroos,FR,8.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,36,Off,3.0,1.0,0.0
"Davies-Uniacke, Luke",R2,kangaroos,FR,30.0,16.0,14.0,1.0,1.0,7.0,11.0,6.0,17.0,17.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,4.0,86,-,3.0,1.0,2.0
"Drury, Blake",R2,kangaroos,FR,,,,,,,,,,,,,,,,,,,,,,,
"Ford, Eddie",R2,kangaroos,FR,,,,,,,,,,,,,,,,,,,,,,,
"Goater, Josh",R2,kangaroos,FR,15.0,9.0,6.0,0.0,0.0,5.0,0.0,2.0,3.0,13.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,78,-,3.0,2.0,0.0
"Goldstein, Todd",R2,kangaroos,FR,7.0,2.0,5.0,0.0,0.0,0.0,3.0,2.0,8.0,1.0,27.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,81,-,4.0,3.0,0.0
"Greenwood, Hugh",R2,kangaroos,FR,14.0,6.0,8.0,0.0,0.0,3.0,1.0,2.0,7.0,8.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,72,-,5.0,1.0,0.0
"Hall, Aaron",R2,kangaroos,FR,,,,,,,,,,,,,,,,,,,,,,,
"Howe, Daniel",R2,kangaroos,FR,8.0,6.0,2.0,0.0,0.0,1.0,2.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,49,On,4.0,1.0,0.0
"Larkey, Nick",R2,kangaroos,FR,9.0,6.0,3.0,4.0,0.0,2.0,0.0,1.0,6.0,4.0,0.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,96,-,0.0,1.0,0.0
"Lazzaro, Charlie",R2,kangaroos,FR,,,,,,,,,,,,,,,,,,,,,,,
"Logue, Griffin",R2,kangaroos,FR,13.0,9.0,4.0,0.0,0.0,7.0,0.0,3.0,5.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,95,-,1.0,7.0,0.0
"Mahony, Jack",R2,kangaroos,FR,,,,,,,,,,,,,,,,,,,,,,,
"McDonald, Luke",R2,kangaroos,FR,15.0,12.0,3.0,0.0,0.0,5.0,0.0,2.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,90,-,3.0,4.0,0.0
"McKay, Ben",R2,kangaroos,FR,,,,,,,,,,,,,,,,,,,,,,,
"Perez, Flynn",R2,kangaroos,FR,,,,,,,,,,,,,,,,,,,,,,,
"Phillips, Will",R2,kangaroos,FR,,,,,,,,,,,,,,,,,,,,,,,
"Powell, Tom",R2,kangaroos,FR,19.0,9.0,10.0,1.0,0.0,3.0,2.0,1.0,7.0,14.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,72,-,3.0,1.0,3.0
"Scott, Bailey",R2,kangaroos,FR,12.0,9.0,3.0,0.0,0.0,6.0,2.0,4.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,81,-,3.0,0.0,0.0
"Sheezel, Harry",R2,kangaroos,FR,30.0,22.0,8.0,0.0,0.0,8.0,1.0,6.0,7.0,21.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,9.0,91,-,6.0,2.0,0.0
"Shiels, Liam",R2,kangaroos,FR,19.0,10.0,9.0,0.0,0.0,3.0,4.0,7.0,7.0,12.0,0.0,1.0,1.0,0.0,2.0,0.0,4.0,1.0,83,-,2.0,4.0,0.0
"Simpkin, Jy",R2,kangaroos,FR,25.0,17.0,8.0,1.0,0.0,2.0,4.0,4.0,10.0,14.0,0.0,1.0,0.0,1.0,0.0,2.0,10.0,1.0,82,-,5.0,1.0,1.0
"Spicer, Phoenix",R2,kangaroos,FR,,,,,,,,,,,,,,,,,,,,,,,
"Stephenson, Jaidyn",R2,kangaroos,FR,13.0,7.0,6.0,2.0,0.0,2.0,2.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,75,-,1.0,0.0,0.0
"Taylor, Curtis",R2,kangaroos,FR,11.0,6.0,5.0,2.0,0.0,4.0,1.0,1.0,4.0,8.0,0.0,0.0,2.0,0.0,1.0,3.0,2.0,1.0,85,-,4.0,0.0,0.0
"Thomas, Tarryn",R2,kangaroos,FR,,,,,,,,,,,,,,,,,,,,,,,
"Tucker, Darcy",R2,kangaroos,FR,,,,,,,,,,,,,,,,,,,,,,,
"Turner, Kayne",R2,kangaroos,FR,12.0,7.0,5.0,0.0,0.0,5.0,0.0,3.0,5.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,71,-,0.0,2.0,0.0
"Wardlaw, George",R2,kangaroos,FR,,,,,,,,,,,,,,,,,,,,,,,
"Xerri, Tristan",R2,kangaroos,FR,,,,,,,,,,,,,,,,,,,,,,,
"Ziebell, Jack",R2,kangaroos,FR,26.0,22.0,4.0,0.0,0.0,11.0,0.0,1.0,6.0,14.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,83,-,1.0,6.0,0.0
"Zurhaar, Cameron",R2,kangaroos,FR,26.0,14.0,12.0,0.0,2.0,1.0,6.0,2.0,9.0,16.0,0.0,0.0,1.0,3.0,0.0,1.0,5.0,1.0,80,-,5.0,0.0,0.0
"Bergman, Miller",R3,kangaroos,HW,14.0,9.0,5.0,0.0,0.0,3.0,0.0,1.0,4.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,80,-,1.0,2.0,0.0
"Bonar, Aiden",R3,kangaroos,HW,,,,,,,,,,,,,,,,,,,,,,,
"Coleman-Jones, Callum",R3,kangaroos,HW,,,,,,,,,,,,,,,,,,,,,,,
"Comben, Charlie",R3,kangaroos,HW,11.0,4.0,7.0,1.0,1.0,4.0,0.0,3.0,8.0,5.0,2.0,1.0,3.0,1.0,1.0,2.0,0.0,0.0,80,-,2.0,4.0,1.0
"Corr, Aidan",R3,kangaroos,HW,16.0,10.0,6.0,0.0,0.0,5.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,91,-,1.0,6.0,0.0
"Cunnington, Ben",R3,kangaroos,HW,21.0,4.0,17.0,0.0,0.0,2.0,7.0,4.0,13.0,8.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,72,-,3.0,0.0,0.0
"Curtis, Paul",R3,kangaroos,HW,9.0,6.0,3.0,1.0,1.0,4.0,0.0,3.0,4.0,7.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,74,-,5.0,3.0,0.0
"Davies-Uniacke, Luke",R3,kangaroos,HW,,,,,,,,,,,,,,,,,,,,,,,
"Drury, Blake",R3,kangaroos,HW,,,,,,,,,,,,,,,,,,,,,,,
"Ford, Eddie",R3,kangaroos,HW,,,,,,,,,,,,,,,,,,,,,,,
"Goater, Josh",R3,kangaroos,HW,9.0,6.0,3.0,0.0,0.0,3.0,0.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,74,-,1.0,1.0,1.0
"Goldstein, Todd",R3,kangaroos,HW,18.0,5.0,13.0,0.0,0.0,1.0,2.0,3.0,11.0,7.0,30.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,86,-,3.0,4.0,0.0
"Greenwood, Hugh",R3,kangaroos,HW,10.0,5.0,5.0,0.0,0.0,1.0,4.0,2.0,8.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,53,Off,2.0,2.0,0.0
"Hall, Aaron",R3,kangaroos,HW,,,,,,,,,,,,,,,,,,,,,,,
"Howe, Daniel",R3,kangaroos,HW,21.0,16.0,5.0,0.0,0.0,5.0,2.0,1.0,2.0,18.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,4.0,75,-,1.0,1.0,1.0
"Larkey, Nick",R3,kangaroos,HW,5.0,2.0,3.0,2.0,0.0,2.0,0.0,0.0,3.0,3.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,100,-,1.0,2.0,0.0
"Lazzaro, Charlie",R3,kangaroos,HW,,,,,,,,,,,,,,,,,,,,,,,
"Logue, Griffin",R3,kangaroos,HW,16.0,12.0,4.0,0.0,0.0,6.0,0.0,0.0,6.0,10.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,3.0,97,-,3.0,2.0,0.0
"Mahony, Jack",R3,kangaroos,HW,,,,,,,,,,,,,,,,,,,,,,,
"McDonald, Luke",R3,kangaroos,HW,20.0,18.0,2.0,0.0,0.0,8.0,0.0,2.0,3.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,93,-,4.0,3.0,0.0
"McKay, Ben",R3,kangaroos,HW,,,,,,,,,,,,,,,,,,,,,,,
"Perez, Flynn",R3,kangaroos,HW,,,,,,,,,,,,,,,,,,,,,,,
"Phillips, Will",R3,kangaroos,HW,16.0,6.0,10.0,0.0,0.0,2.0,2.0,5.0,9.0,8.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,76,-,2.0,0.0,2.0
"Powell, Tom",R3,kangaroos,HW,20.0,12.0,8.0,0.0,1.0,7.0,1.0,3.0,3.0,16.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,76,-,6.0,0.0,0.0
"Scott, Bailey",R3,kangaroos,HW,17.0,13.0,4.0,0.0,0.0,2.0,0.0,2.0,2.0,14.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,2.0,78,-,3.0,0.0,2.0
"Sheezel, Harry",R3,kangaroos,HW,26.0,14.0,12.0,0.0,0.0,7.0,1.0,6.0,8.0,15.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,6.0,81,-,6.0,2.0,0.0
"Shiels, Liam",R3,kangaroos,HW,14.0,8.0,6.0,0.0,0.0,4.0,1.0,4.0,7.0,8.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,79,-,4.0,0.0,0.0
"Simpkin, Jy",R3,kangaroos,HW,,,,,,,,,,,,,,,,,,,,,,,
"Spicer, Phoenix",R3,kangaroos,HW,,,,,,,,,,,,,,,,,,,,,,,
"Stephenson, Jaidyn",R3,kangaroos,HW,11.0,6.0,5.0,0.0,0.0,3.0,0.0,1.0,5.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,80,-,0.0,0.0,0.0
"Taylor, Curtis",R3,kangaroos,HW,14.0,10.0,4.0,1.0,1.0,5.0,1.0,1.0,4.0,9.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,85,-,2.0,1.0,0.0
"Thomas, Tarryn",R3,kangaroos,HW,,,,,,,,,,,,,,,,,,,,,,,
"Tucker, Darcy",R3,kangaroos,HW,6.0,2.0,4.0,1.0,0.0,1.0,1.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,26,On,1.0,0.0,0.0
"Turner, Kayne",R3,kangaroos,HW,9.0,4.0,5.0,1.0,1.0,4.0,0.0,1.0,4.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,77,-,0.0,2.0,0.0
"Wardlaw, George",R3,kangaroos,HW,,,,,,,,,,,,,,,,,,,,,,,
"Xerri, Tristan",R3,kangaroos,HW,,,,,,,,,,,,,,,,,,,,,,,
"Ziebell, Jack",R3,kangaroos,HW,19.0,16.0,3.0,0.0,0.0,6.0,0.0,1.0,5.0,9.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,6.0,83,-,2.0,1.0,0.0
"Zurhaar, Cameron",R3,kangaroos,HW,20.0,13.0,7.0,2.0,0.0,4.0,2.0,3.0,7.0,12.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,82,-,4.0,1.0,1.0
"Bergman, Miller",R4,kangaroos,CA,,,,,,,,,,,,,,,,,,,,,,,
"Bonar, Aiden",R4,kangaroos,CA,9.0,2.0,7.0,0.0,0.0,2.0,0.0,2.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,88,-,2.0,2.0,0.0
"Coleman-Jones, Callum",R4,kangaroos,CA,,,,,,,,,,,,,,,,,,,,,,,
"Comben, Charlie",R4,kangaroos,CA,5.0,0.0,5.0,0.0,0.0,1.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,83,-,2.0,1.0,0.0
"Corr, Aidan",R4,kangaroos,CA,13.0,7.0,6.0,0.0,0.0,2.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,96,-,1.0,8.0,0.0
"Cunnington, Ben",R4,kangaroos,CA,10.0,3.0,7.0,0.0,0.0,0.0,0.0,2.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,46,Off,1.0,2.0,0.0
"Curtis, Paul",R4,kangaroos,CA,9.0,5.0,4.0,1.0,1.0,3.0,0.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,70,-,2.0,1.0,0.0
"Davies-Uniacke, Luke",R4,kangaroos,CA,30.0,10.0,20.0,0.0,0.0,4.0,3.0,1.0,12.0,18.0,0.0,0.0,0.0,1.0,5.0,0.0,4.0,2.0,87,-,3.0,1.0,2.0
"Drury, Blake",R4,kangaroos,CA,,,,,,,,,,,,,,,,,,,,,,,
"Ford, Eddie",R4,kangaroos,CA,,,,,,,,,,,,,,,,,,,,,,,
"Goater, Josh",R4,kangaroos,CA,,,,,,,,,,,,,,,,,,,,,,,
"Goldstein, Todd",R4,kangaroos,CA,16.0,7.0,9.0,0.0,0.0,2.0,5.0,1.0,9.0,9.0,32.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,90,-,1.0,3.0,0.0
"Greenwood, Hugh",R4,kangaroos,CA,11.0,3.0,8.0,0.0,1.0,2.0,4.0,4.0,7.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,30,On,1.0,1.0,0.0
"Hall, Aaron",R4,kangaroos,CA,,,,,,,,,,,,,,,,,,,,,,,
"Howe, Daniel",R4,kangaroos,CA,18.0,11.0,7.0,0.0,0.0,3.0,1.0,1.0,5.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0,75,-,2.0,5.0,0.0
"Larkey, Nick",R4,kangaroos,CA,5.0,4.0,1.0,0.0,1.0,2.0,0.0,1.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,87,-,2.0,0.0,0.0
"Lazzaro, Charlie",R4,kangaroos,CA,,,,,,,,,,,,,,,,,,,,,,,
"Logue, Griffin",R4,kangaroos,CA,,,,,,,,,,,,,,,,,,,,,,,
"Mahony, Jack",R4,kangaroos,CA,,,,,,,,,,,,,,,,,,,,,,,
"McDonald, Luke",R4,kangaroos,CA,22.0,15.0,7.0,0.0,0.0,8.0,1.0,0.0,6.0,13.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,3.0,94,-,1.0,9.0,0.0
"McKay, Ben",R4,kangaroos,CA,,,,,,,,,,,,,,,,,,,,,,,
"Perez, Flynn",R4,kangaroos,CA,,,,,,,,,,,,,,,,,,,,,,,
"Phillips, Will",R4,kangaroos,CA,17.0,5.0,12.0,1.0,0.0,2.0,5.0,4.0,9.0,8.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,0.0,73,-,3.0,0.0,0.0
"Powell, Tom",R4,kangaroos,CA,15.0,7.0,8.0,1.0,1.0,0.0,2.0,1.0,4.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,74,-,4.0,0.0,0.0
"Scott, Bailey",R4,kangaroos,CA,22.0,11.0,11.0,0.0,0.0,3.0,1.0,0.0,3.0,19.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,83,-,2.0,4.0,1.0
"Sheezel, Harry",R4,kangaroos,CA,37.0,16.0,21.0,0.0,1.0,5.0,3.0,3.0,8.0,26.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,84,-,1.0,1.0,0.0
"Shiels, Liam",R4,kangaroos,CA,16.0,9.0,7.0,0.0,0.0,2.0,3.0,7.0,6.0,11.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,3.0,77,-,5.0,2.0,0.0
"Simpkin, Jy",R4,kangaroos,CA,29.0,13.0,16.0,1.0,0.0,2.0,6.0,4.0,16.0,13.0,0.0,0.0,1.0,1.0,1.0,2.0,5.0,0.0,90,-,5.0,1.0,0.0
"Spicer, Phoenix",R4,kangaroos,CA,,,,,,,,,,,,,,,,,,,,,,,
"Stephenson, Jaidyn",R4,kangaroos,CA,14.0,10.0,4.0,3.0,0.0,5.0,2.0,1.0,5.0,10.0,0.0,0.0,2.0,0.0,0.0,2.0,5.0,1.0,77,-,3.0,0.0,2.0
"Taylor, Curtis",R4,kangaroos,CA,18.0,14.0,4.0,1.0,2.0,8.0,0.0,1.0,1.0,17.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,77,-,3.0,2.0,0.0
