Player,year,round,team,opponent,Disposals,Kicks,Handballs,Goals,Behinds,Marks,Clearances,Tackles,Contested Possessions,Uncontested Possessions,Hit Outs,Contested Marks,Marks Inside 50,Goal Assists,Frees,Frees Against,Inside 50s,Rebounds,% Played,Subs,Clangers,One Percenters,Bounces,Brownlow Votes
"Alessio, Steven",1997,R1,essendon,CA,13.0,5.0,8.0,0.0,0.0,2.0,,0.0,,,11.0,,,,0.0,2.0,,,,,,,,0.0
"Banks, Matthew",1997,R1,essendon,CA,,,,,,,,,,,,,,,,,,,,,,,,
"Barnard, Paul",1997,R1,essendon,CA,13.0,9.0,4.0,0.0,1.0,4.0,,0.0,,,0.0,,,,1.0,4.0,,,,,,,,0.0
"Berbakov, Peter",1997,R1,essendon,CA,12.0,7.0,5.0,4.0,1.0,4.0,,0.0,,,0.0,,,,0.0,0.0,,,,,,,,0.0
"Bewick, Darren",1997,R1,essendon,CA,,,,,,,,,,,,,,,,,,,,,,,,
"Blumfield, Justin",1997,R1,essendon,CA,13.0,7.0,6.0,0.0,0.0,2.0,,1.0,,,0.0,,,,1.0,0.0,,,,,,,,0.0
"Bomford, Andrew",1997,R1,essendon,CA,,,,,,,,,,,,,,,,,,,,,,,,
"Calthorpe, David",1997,R1,essendon,CA,19.0,10.0,9.0,1.0,0.0,5.0,,3.0,,,0.0,,,,0.0,2.0,,,,,,,,0.0
"Caracella, Blake",1997,R1,essendon,CA,,,,,,,,,,,,,,,,,,,,,,,,
"Cockatoo-Collins, Che",1997,R1,essendon,CA,13.0,10.0,3.0,1.0,2.0,4.0,,0.0,,,0.0,,,,0.0,1.0,,,,,,,,0.0
"Cransberg, Peter",1997,R1,essendon,CA,,,,,,,,,,,,,,,,,,,,,,,,
"Daniher, Chris",1997,R1,essendon,CA,10.0,5.0,5.0,0.0,1.0,2.0,,0.0,,,0.0,,,,0.0,1.0,,,,,,,,0.0
"Denham, Sean",1997,R1,essendon,CA,17.0,8.0,9.0,0.0,0.0,3.0,,2.0,,,0.0,,,,1.0,2.0,,,,,,,,0.0
"Doolan, Ben",1997,R1,essendon,CA,,,,,,,,,,,,,,,,,,,,,,,,
"Fletcher, Dustin",1997,R1,essendon,CA,24.0,19.0,5.0,0.0,0.0,10.0,,0.0,,,1.0,,,,1.0,1.0,,,,,,,,3.0
"Fraser, Mark",1997,R1,essendon,CA,,,,,,,,,,,,,,,,,,,,,,,,
"Hardwick, Damien",1997,R1,essendon,CA,,,,,,,,,,,,,,,,,,,,,,,,
"Harvey, Mark",1997,R1,essendon,CA,,,,,,,,,,,,,,,,,,,,,,,,
"Heffernan, Chris",1997,R1,essendon,CA,,,,,,,,,,,,,,,,,,,,,,,,
"Hird, James",1997,R1,essendon,CA,25.0,19.0,6.0,4.0,0.0,10.0,,3.0,,,2.0,,,,0.0,1.0,,,,,,,,2.0
"Johnson, Jason",1997,R1,essendon,CA,,,,,,,,,,,,,,,,,,,,,,,,
"Lloyd, Matthew",1997,R1,essendon,CA,,,,,,,,,,,,,,,,,,,,,,,,
