Player,year,round,team,opponent,Disposals,Kicks,Handballs,Goals,Behinds,Marks,Clearances,Tackles,Contested Possessions,Uncontested Possessions,Hit Outs,Contested Marks,Marks Inside 50,Goal Assists,Frees,Frees Against,Inside 50s,Rebounds,% Played,Subs,Clangers,One Percenters,Bounces,Brownlow Votes
"Banfield, Drew",2002,R1,westcoast,FR,12.0,6.0,6.0,0.0,0.0,2.0,0.0,2.0,5.0,7.0,0.0,0.0,0.0,,1.0,0.0,0.0,2.0,,,0.0,3.0,0.0,0.0
"Braun, Michael",2002,R1,westcoast,FR,12.0,4.0,8.0,0.0,0.0,3.0,0.0,0.0,5.0,7.0,0.0,1.0,0.0,,0.0,0.0,2.0,0.0,,,1.0,3.0,0.0,0.0
"Carroll, Trent",2002,R1,westcoast,FR,,,,,,,,,,,,,,,,,,,,,,,,
"Chambers, Callum",2002,R1,westcoast,FR,17.0,12.0,5.0,2.0,1.0,4.0,1.0,0.0,5.0,12.0,0.0,0.0,1.0,,1.0,0.0,3.0,3.0,,,1.0,2.0,0.0,0.0
"Collica, Michael",2002,R1,westcoast,FR,13.0,6.0,7.0,0.0,0.0,5.0,1.0,1.0,6.0,7.0,0.0,0.0,0.0,,0.0,0.0,1.0,2.0,,,0.0,3.0,0.0,0.0
"Cousins, Ben",2002,R1,westcoast,FR,29.0,17.0,12.0,1.0,0.0,3.0,8.0,2.0,11.0,19.0,0.0,0.0,0.0,,3.0,0.0,5.0,1.0,,,4.0,3.0,1.0,1.0
"Cox, Dean",2002,R1,westcoast,FR,9.0,4.0,5.0,0.0,0.0,4.0,2.0,0.0,4.0,5.0,17.0,0.0,0.0,,1.0,2.0,0.0,3.0,,,2.0,2.0,0.0,0.0
"Embley, Andrew",2002,R1,westcoast,FR,20.0,7.0,13.0,3.0,1.0,4.0,1.0,2.0,11.0,10.0,0.0,1.0,0.0,,1.0,0.0,3.0,0.0,,,3.0,1.0,1.0,0.0
"Fletcher, Chad",2002,R1,westcoast,FR,34.0,18.0,16.0,0.0,1.0,7.0,4.0,0.0,8.0,24.0,0.0,0.0,0.0,,0.0,3.0,9.0,2.0,,,4.0,2.0,5.0,3.0
"Gardiner, Michael",2002,R1,westcoast,FR,20.0,15.0,5.0,0.0,1.0,8.0,3.0,0.0,9.0,10.0,22.0,1.0,1.0,,0.0,0.0,5.0,1.0,,,2.0,1.0,0.0,0.0
"Gaspar, Travis",2002,R1,westcoast,FR,,,,,,,,,,,,,,,,,,,,,,,,
"Glass, Darren",2002,R1,westcoast,FR,14.0,7.0,7.0,0.0,0.0,6.0,0.0,2.0,4.0,10.0,0.0,1.0,0.0,,0.0,0.0,1.0,0.0,,,2.0,1.0,2.0,0.0
"Green, Kasey",2002,R1,westcoast,FR,,,,,,,,,,,,,,,,,,,,,,,,
"Haynes, David",2002,R1,westcoast,FR,,,,,,,,,,,,,,,,,,,,,,,,
"Humm, Jeremy",2002,R1,westcoast,FR,,,,,,,,,,,,,,,,,,,,,,,,
"Hunter, Adam",2002,R1,westcoast,FR,,,,,,,,,,,,,,,,,,,,,,,,
"Jakovich, Glen",2002,R1,westcoast,FR,16.0,12.0,4.0,0.0,0.0,4.0,1.0,0.0,5.0,11.0,1.0,0.0,0.0,,0.0,3.0,0.0,3.0,,,4.0,2.0,0.0,0.0
"Jones, Rowan",2002,R1,westcoast,FR,16.0,7.0,9.0,1.0,0.0,2.0,1.0,1.0,7.0,9.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,3.0,1.0,0.0,0.0
