Player,round,team,opponent,Disposals,Kicks,Handballs,Goals,Behinds,Marks,Clearances,Tackles,Contested Possessions,Uncontested Possessions,Hit Outs,Contested Marks,Marks Inside 50,Goal Assists,Frees,Frees Against,Inside 50s,Rebounds,% Played,Subs,Clangers,One Percenters,Bounces
"Ah Chee, Callum",R1,brisbanel,PA,,,,,,,,,,,,,,,,,,,,,,,
"Andrews, Harris",R1,brisbanel,PA,11.0,5.0,6.0,0.0,0.0,6.0,0.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,100,-,0.0,9.0,0.0
"Answerth, Noah",R1,brisbanel,PA,,,,,,,,,,,,,,,,,,,,,,,
"Ashcroft, Will",R1,brisbanel,PA,13.0,10.0,3.0,1.0,0.0,0.0,4.0,4.0,8.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,81,-,3.0,0.0,0.0
"Bailey, Zac",R1,brisbanel,PA,16.0,11.0,5.0,2.0,0.0,4.0,2.0,2.0,6.0,9.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,82,-,1.0,2.0,0.0
"Berry, Jarrod",R1,brisbanel,PA,15.0,8.0,7.0,0.0,0.0,5.0,0.0,0.0,5.0,11.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,1.0,72,-,3.0,0.0,0.0
"Cameron, Charlie",R1,brisbanel,PA,6.0,5.0,1.0,0.0,2.0,2.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,83,-,2.0,0.0,0.0
"Coleman, Keidean",R1,brisbanel,PA,15.0,11.0,4.0,0.0,0.0,2.0,1.0,2.0,5.0,9.0,0.0,0.0,0.0,1.0,2.0,0.0,4.0,3.0,68,-,1.0,3.0,0.0
"Daniher, Joe",R1,brisbanel,PA,10.0,7.0,3.0,1.0,0.0,3.0,1.0,0.0,5.0,4.0,5.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,86,-,3.0,0.0,0.0
"Dunkley, Josh",R1,brisbanel,PA,19.0,3.0,16.0,0.0,0.0,0.0,7.0,9.0,14.0,5.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,82,-,2.0,5.0,0.0
"Fletcher, Jaspa",R1,brisbanel,PA,,,,,,,,,,,,,,,,,,,,,,,
"Fort, Darcy",R1,brisbanel,PA,,,,,,,,,,,,,,,,,,,,,,,
"Gardiner, Darcy",R1,brisbanel,PA,,,,,,,,,,,,,,,,,,,,,,,
"Gunston, Jack",R1,brisbanel,PA,9.0,7.0,2.0,2.0,0.0,4.0,0.0,0.0,2.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,81,-,5.0,0.0,0.0
"Hipwood, Eric",R1,brisbanel,PA,4.0,3.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,3.0,3.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,82,-,2.0,1.0,0.0
"Joyce, Darragh",R1,brisbanel,PA,,,,,,,,,,,,,,,,,,,,,,,
"Lester, Ryan",R1,brisbanel,PA,,,,,,,,,,,,,,,,,,,,,,,
"Lohmann, Kai",R1,brisbanel,PA,,,,,,,,,,,,,,,,,,,,,,,
"Lyons, Jarryd",R1,brisbanel,PA,,,,,,,,,,,,,,,,,,,,,,,
"Madden, James",R1,brisbanel,PA,,,,,,,,,,,,,,,,,,,,,,,
"McCarthy, Lincoln",R1,brisbanel,PA,8.0,4.0,4.0,1.0,0.0,2.0,3.0,4.0,4.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,84,-,0.0,0.0,0.0
"McCluggage, Hugh",R1,brisbanel,PA,13.0,7.0,6.0,0.0,0.0,3.0,3.0,4.0,7.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,79,-,3.0,0.0,0.0
"McInerney, Oscar",R1,brisbanel,PA,11.0,5.0,6.0,1.0,0.0,2.0,4.0,2.0,10.0,2.0,33.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,85,-,3.0,2.0,0.0
"McKenna, Conor",R1,brisbanel,PA,20.0,12.0,8.0,1.0,0.0,0.0,0.0,1.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,80,-,1.0,1.0,1.0
"Neale, Lachie",R1,brisbanel,PA,20.0,8.0,12.0,0.0,0.0,0.0,5.0,6.0,11.0,11.0,0.0,0.0,0.0,1.0,3.0,1.0,5.0,1.0,86,-,4.0,1.0,0.0
"Payne, Jack",R1,brisbanel,PA,4.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,95,-,2.0,5.0,0.0
"Prior, Jaxon",R1,brisbanel,PA,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,23,On,1.0,0.0,0.0
"Rayner, Cam",R1,brisbanel,PA,14.0,9.0,5.0,0.0,0.0,4.0,0.0,3.0,6.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,78,-,1.0,2.0,0.0
"Rich, Daniel",R1,brisbanel,PA,26.0,23.0,3.0,1.0,0.0,4.0,2.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,18.0,87,-,5.0,4.0,0.0
"Robertson, Deven",R1,brisbanel,PA,6.0,3.0,3.0,0.0,0.0,0.0,1.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,72,-,3.0,1.0,0.0
"Sharp, Harry",R1,brisbanel,PA,,,,,,,,,,,,,,,,,,,,,,,
"Starcevich, Brandon",R1,brisbanel,PA,4.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,86,-,2.0,8.0,0.0
"Tunstill, James",R1,brisbanel,PA,7.0,2.0,5.0,0.0,0.0,1.0,1.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,52,Off,0.0,0.0,0.0
"Wilmot, Darcy",R1,brisbanel,PA,11.0,10.0,1.0,0.0,1.0,4.0,1.0,1.0,4.0,7.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,3.0,77,-,1.0,1.0,0.0
"Zorko, Dayne",R1,brisbanel,PA,,,,,,,,,,,,,,,,,,,,,,,
"Ah Chee, Callum",R2,brisbanel,ME,,,,,,,,,,,,,,,,,,,,,,,
"Andrews, Harris",R2,brisbanel,ME,22.0,18.0,4.0,0.0,0.0,10.0,0.0,2.0,3.0,17.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,3.0,100,-,6.0,7.0,0.0
"Answerth, Noah",R2,brisbanel,ME,,,,,,,,,,,,,,,,,,,,,,,
"Ashcroft, Will",R2,brisbanel,ME,31.0,14.0,17.0,1.0,1.0,0.0,9.0,1.0,15.0,14.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,2.0,81,-,2.0,0.0,0.0
"Bailey, Zac",R2,brisbanel,ME,10.0,4.0,6.0,2.0,0.0,0.0,2.0,1.0,9.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,87,-,5.0,1.0,0.0
