Player,year,round,team,opponent,Disposals,Kicks,Handballs,Goals,Behinds,Marks,Clearances,Tackles,Contested Possessions,Uncontested Possessions,Hit Outs,Contested Marks,Marks Inside 50,Goal Assists,Frees,Frees Against,Inside 50s,Rebounds,% Played,Subs,Clangers,One Percenters,Bounces,Brownlow Votes
"Arnott, Simon",1999,R1,geelong,KA,19.0,10.0,9.0,3.0,0.0,2.0,3.0,0.0,6.0,12.0,0.0,0.0,1.0,,0.0,1.0,3.0,0.0,,,3.0,0.0,0.0,0.0
"Bamford, Scott",1999,R1,geelong,KA,9.0,6.0,3.0,0.0,0.0,3.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,,0.0,1.0,3.0,0.0,,,3.0,1.0,1.0,0.0
"Barnes, John",1999,R1,geelong,KA,8.0,5.0,3.0,1.0,0.0,3.0,3.0,1.0,4.0,5.0,17.0,1.0,0.0,,0.0,1.0,1.0,2.0,,,1.0,3.0,0.0,0.0
"Bizzell, Clint",1999,R1,geelong,KA,12.0,8.0,4.0,0.0,0.0,3.0,1.0,1.0,6.0,6.0,4.0,1.0,0.0,,1.0,0.0,2.0,3.0,,,1.0,0.0,0.0,0.0
"Burns, Ronnie",1999,R1,geelong,KA,19.0,13.0,6.0,2.0,2.0,6.0,0.0,0.0,4.0,16.0,0.0,0.0,1.0,,0.0,1.0,6.0,2.0,,,3.0,5.0,1.0,0.0
"Clarke, David",1999,R1,geelong,KA,,,,,,,,,,,,,,,,,,,,,,,,
"Corrigan, Paul",1999,R1,geelong,KA,,,,,,,,,,,,,,,,,,,,,,,,
"Finocchiaro, Tim",1999,R1,geelong,KA,,,,,,,,,,,,,,,,,,,,,,,,
"Graham, Ben",1999,R1,geelong,KA,15.0,13.0,2.0,1.0,0.0,3.0,3.0,1.0,7.0,6.0,1.0,0.0,1.0,,2.0,1.0,3.0,4.0,,,4.0,1.0,0.0,0.0
"Hall, Derek",1999,R1,geelong,KA,,,,,,,,,,,,,,,,,,,,,,,,
"Harley, Tom",1999,R1,geelong,KA,,,,,,,,,,,,,,,,,,,,,,,,
"Hocking, Garry",1999,R1,geelong,KA,28.0,19.0,9.0,1.0,0.0,8.0,9.0,2.0,10.0,18.0,0.0,2.0,2.0,,2.0,0.0,9.0,2.0,,,3.0,3.0,1.0,2.0
"Houlihan, Adam",1999,R1,geelong,KA,,,,,,,,,,,,,,,,,,,,,,,,
"Kilpatrick, Glenn",1999,R1,geelong,KA,24.0,17.0,7.0,1.0,1.0,4.0,6.0,0.0,8.0,12.0,0.0,0.0,0.0,,0.0,0.0,7.0,0.0,,,1.0,2.0,0.0,3.0
"King, Steven",1999,R1,geelong,KA,9.0,6.0,3.0,0.0,1.0,4.0,1.0,0.0,4.0,6.0,4.0,1.0,1.0,,0.0,3.0,1.0,1.0,,,1.0,0.0,0.0,0.0
"Lindsay, Paul",1999,R1,geelong,KA,,,,,,,,,,,,,,,,,,,,,,,,
"Lowther, Daniel",1999,R1,geelong,KA,7.0,5.0,2.0,0.0,1.0,2.0,2.0,0.0,3.0,5.0,0.0,1.0,0.0,,0.0,1.0,3.0,1.0,,,0.0,0.0,1.0,0.0
"Lynch, Paul",1999,R1,geelong,KA,,,,,,,,,,,,,,,,,,,,,,,,
"Lynch, Tristan",1999,R1,geelong,KA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
"Mansfield, Michael",1999,R1,geelong,KA,10.0,7.0,3.0,1.0,0.0,4.0,0.0,0.0,5.0,5.0,0.0,1.0,1.0,,0.0,1.0,2.0,0.0,,,1.0,0.0,0.0,0.0
"McGrath, Tim",1999,R1,geelong,KA,14.0,12.0,2.0,1.0,0.0,4.0,0.0,0.0,4.0,11.0,0.0,0.0,0.0,,2.0,0.0,1.0,1.0,,,3.0,1.0,0.0,0.0
"Mensch, David",1999,R1,geelong,KA,13.0,7.0,6.0,4.0,2.0,6.0,3.0,2.0,6.0,6.0,0.0,3.0,2.0,,0.0,0.0,0.0,0.0,,,0.0,2.0,0.0,0.0
"Milburn, Darren",1999,R1,geelong,KA,28.0,21.0,7.0,1.0,0.0,7.0,6.0,1.0,11.0,15.0,4.0,3.0,1.0,,1.0,1.0,5.0,3.0,,,0.0,4.0,2.0,0.0
"Mooney, Jason",1999,R1,geelong,KA,9.0,7.0,2.0,3.0,0.0,1.0,0.0,3.0,5.0,3.0,3.0,1.0,1.0,,1.0,1.0,2.0,0.0,,,2.0,4.0,0.0,0.0
"Pickering, Liam",1999,R1,geelong,KA,9.0,4.0,5.0,0.0,0.0,2.0,2.0,0.0,4.0,7.0,1.0,0.0,1.0,,0.0,1.0,1.0,1.0,,,1.0,2.0,0.0,0.0
"Rahilly, James",1999,R1,geelong,KA,,,,,,,,,,,,,,,,,,,,,,,,
"Riccardi, Peter",1999,R1,geelong,KA,16.0,9.0,7.0,0.0,0.0,2.0,3.0,1.0,11.0,6.0,0.0,1.0,0.0,,1.0,0.0,6.0,0.0,,,1.0,0.0,0.0,0.0
"Sanderson, Brenton",1999,R1,geelong,KA,28.0,16.0,12.0,0.0,0.0,7.0,4.0,0.0,14.0,15.0,0.0,3.0,0.0,,0.0,1.0,2.0,5.0,,,2.0,3.0,0.0,0.0
"Scarlett, Matthew",1999,R1,geelong,KA,,,,,,,,,,,,,,,,,,,,,,,,
"Sholl, Brad",1999,R1,geelong,KA,17.0,10.0,7.0,1.0,0.0,5.0,2.0,1.0,7.0,9.0,0.0,1.0,0.0,,2.0,0.0,5.0,1.0,,,0.0,1.0,0.0,0.0
"Simpson, Hamish",1999,R1,geelong,KA,,,,,,,,,,,,,,,,,,,,,,,,
"Snell, Jason",1999,R1,geelong,KA,17.0,10.0,7.0,0.0,0.0,8.0,0.0,2.0,4.0,12.0,0.0,0.0,0.0,,1.0,0.0,2.0,3.0,,,2.0,0.0,4.0,0.0
"Steinfort, Carl",1999,R1,geelong,KA,,,,,,,,,,,,,,,,,,,,,,,,
"Stoneham, Barry",1999,R1,geelong,KA,8.0,5.0,3.0,2.0,1.0,2.0,0.0,2.0,6.0,2.0,0.0,1.0,2.0,,0.0,0.0,0.0,1.0,,,0.0,1.0,0.0,0.0
