Player,year,round,team,opponent,Disposals,Kicks,Handballs,Goals,Behinds,Marks,Clearances,Tackles,Contested Possessions,Uncontested Possessions,Hit Outs,Contested Marks,Marks Inside 50,Goal Assists,Frees,Frees Against,Inside 50s,Rebounds,% Played,Subs,Clangers,One Percenters,Bounces,Brownlow Votes
"Arnott, Simon",1997,R1,swans,WC,,,,,,,,,,,,,,,,,,,,,,,,
"Barry, Leo",1997,R1,swans,WC,,,,,,,,,,,,,,,,,,,,,,,,
"Bayes, Mark",1997,R1,swans,WC,5.0,3.0,2.0,0.0,0.0,0.0,,2.0,,,0.0,,,,0.0,0.0,,,,,,,,0.0
"Carey, Stefan",1997,R1,swans,WC,7.0,3.0,4.0,1.0,0.0,2.0,,1.0,,,3.0,,,,0.0,2.0,,,,,,,,0.0
"Chapman, Wade",1997,R1,swans,WC,5.0,4.0,1.0,0.0,0.0,2.0,,0.0,,,0.0,,,,0.0,1.0,,,,,,,,0.0
"Cook, Troy",1997,R1,swans,WC,,,,,,,,,,,,,,,,,,,,,,,,
"Corcoran, Shannon",1997,R1,swans,WC,13.0,11.0,2.0,0.0,0.0,3.0,,1.0,,,0.0,,,,0.0,3.0,,,,,,,,0.0
"Cresswell, Daryn",1997,R1,swans,WC,27.0,20.0,7.0,0.0,1.0,6.0,,3.0,,,0.0,,,,0.0,3.0,,,,,,,,0.0
"Direen, Scott",1997,R1,swans,WC,,,,,,,,,,,,,,,,,,,,,,,,
"Dunkley, Andrew",1997,R1,swans,WC,,,,,,,,,,,,,,,,,,,,,,,,
"Dyson, Kevin",1997,R1,swans,WC,23.0,17.0,6.0,0.0,0.0,5.0,,2.0,,,0.0,,,,0.0,1.0,,,,,,,,0.0
"Filandia, Peter",1997,R1,swans,WC,14.0,9.0,5.0,1.0,0.0,2.0,,1.0,,,0.0,,,,2.0,0.0,,,,,,,,0.0
"Garlick, Simon",1997,R1,swans,WC,11.0,8.0,3.0,0.0,0.0,3.0,,2.0,,,0.0,,,,2.0,0.0,,,,,,,,0.0
"Grant, Shannon",1997,R1,swans,WC,16.0,12.0,4.0,0.0,1.0,3.0,,1.0,,,0.0,,,,3.0,0.0,,,,,,,,0.0
"Kelly, Paul",1997,R1,swans,WC,33.0,20.0,13.0,0.0,0.0,7.0,,1.0,,,1.0,,,,1.0,1.0,,,,,,,,0.0
"King, Clinton",1997,R1,swans,WC,,,,,,,,,,,,,,,,,,,,,,,,
"Kinnear, Mark",1997,R1,swans,WC,,,,,,,,,,,,,,,,,,,,,,,,
"Lewis, Dale",1997,R1,swans,WC,21.0,15.0,6.0,1.0,3.0,9.0,,1.0,,,0.0,,,,0.0,1.0,,,,,,,,0.0
"Licuria, Paul",1997,R1,swans,WC,12.0,6.0,6.0,0.0,0.0,1.0,,2.0,,,0.0,,,,1.0,0.0,,,,,,,,0.0
"Lockett, Tony",1997,R1,swans,WC,,,,,,,,,,,,,,,,,,,,,,,,
"Luff, Troy",1997,R1,swans,WC,11.0,9.0,2.0,0.0,0.0,4.0,,2.0,,,0.0,,,,0.0,4.0,,,,,,,,0.0
"Mathews, Ben",1997,R1,swans,WC,,,,,,,,,,,,,,,,,,,,,,,,
"Maxfield, Stuart",1997,R1,swans,WC,,,,,,,,,,,,,,,,,,,,,,,,
"McPherson, Daniel",1997,R1,swans,WC,,,,,,,,,,,,,,,,,,,,,,,,
"Mooney, Jason",1997,R1,swans,WC,8.0,6.0,2.0,0.0,0.0,5.0,,3.0,,,0.0,,,,0.0,1.0,,,,,,,,0.0
"Myles, Dion",1997,R1,swans,WC,,,,,,,,,,,,,,,,,,,,,,,,
"Nicks, Matthew",1997,R1,swans,WC,,,,,,,,,,,,,,,,,,,,,,,,
"OBrien, Craig",1997,R1,swans,WC,9.0,4.0,5.0,1.0,0.0,1.0,,0.0,,,0.0,,,,1.0,3.0,,,,,,,,0.0
"OLoughlin, Michael",1997,R1,swans,WC,24.0,12.0,12.0,1.0,0.0,3.0,,1.0,,,0.0,,,,0.0,1.0,,,,,,,,0.0
"Orchard, Mark",1997,R1,swans,WC,20.0,10.0,10.0,0.0,1.0,1.0,,2.0,,,0.0,,,,2.0,2.0,,,,,,,,0.0
"Roos, Paul",1997,R1,swans,WC,13.0,11.0,2.0,0.0,0.0,1.0,,1.0,,,0.0,,,,2.0,0.0,,,,,,,,0.0
"Seymour, Brad",1997,R1,swans,WC,16.0,10.0,6.0,0.0,0.0,8.0,,2.0,,,0.0,,,,0.0,1.0,,,,,,,,0.0
"Stafford, Greg",1997,R1,swans,WC,12.0,6.0,6.0,0.0,0.0,0.0,,0.0,,,9.0,,,,1.0,2.0,,,,,,,,0.0
"Stevens, John",1997,R1,swans,WC,,,,,,,,,,,,,,,,,,,,,,,,
"Warfe, Rowan",1997,R1,swans,WC,,,,,,,,,,,,,,,,,,,,,,,,
"Wilson, Ben",1997,R1,swans,WC,14.0,7.0,7.0,0.0,0.0,4.0,,0.0,,,1.0,,,,0.0,0.0,,,,,,,,0.0
"Arnott, Simon",1997,R2,swans,WB,,,,,,,,,,,,,,,,,,,,,,,,
"Barry, Leo",1997,R2,swans,WB,,,,,,,,,,,,,,,,,,,,,,,,
"Bayes, Mark",1997,R2,swans,WB,,,,,,,,,,,,,,,,,,,,,,,,
"Carey, Stefan",1997,R2,swans,WB,4.0,4.0,0.0,1.0,0.0,3.0,,1.0,,,3.0,,,,0.0,0.0,,,,,,,,0.0
"Chapman, Wade",1997,R2,swans,WB,16.0,13.0,3.0,1.0,0.0,0.0,,3.0,,,0.0,,,,0.0,0.0,,,,,,,,0.0
"Cook, Troy",1997,R2,swans,WB,,,,,,,,,,,,,,,,,,,,,,,,
