Player,round,team,opponent,Disposals,Kicks,Handballs,Goals,Behinds,Marks,Clearances,Tackles,Contested Possessions,Uncontested Possessions,Hit Outs,Contested Marks,Marks Inside 50,Goal Assists,Frees,Frees Against,Inside 50s,Rebounds,% Played,Subs,Clangers,One Percenters,Bounces
"Kelly, Tim",R2,westcoast,GW,32.0,14.0,18.0,1.0,0.0,6.0,5.0,0.0,12.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,78,-,4.0,1.0,3.0
"Long, Noah",R2,westcoast,GW,7.0,3.0,4.0,0.0,0.0,0.0,0.0,4.0,5.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,75,-,0.0,1.0,0.0
"Maric, Ryan",R2,westcoast,GW,,,,,,,,,,,,,,,,,,,,,,,
"McGovern, Jeremy",R2,westcoast,GW,21.0,14.0,7.0,0.0,0.0,7.0,1.0,0.0,9.0,9.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,6.0,79,-,3.0,8.0,0.0
"ONeill, Xavier",R2,westcoast,GW,,,,,,,,,,,,,,,,,,,,,,,
"Petrevski-Seton, Sam",R2,westcoast,GW,20.0,9.0,11.0,0.0,0.0,5.0,0.0,1.0,5.0,15.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,78,-,3.0,0.0,0.0
"Petruccelle, Jack",R2,westcoast,GW,,,,,,,,,,,,,,,,,,,,,,,
"Rotham, Josh",R2,westcoast,GW,,,,,,,,,,,,,,,,,,,,,,,
"Ryan, Liam",R2,westcoast,GW,17.0,13.0,4.0,1.0,1.0,6.0,0.0,4.0,3.0,14.0,0.0,0.0,1.0,1.0,2.0,2.0,4.0,0.0,84,-,3.0,1.0,0.0
"Sheed, Dom",R2,westcoast,GW,26.0,9.0,17.0,0.0,0.0,4.0,7.0,1.0,11.0,14.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,1.0,77,-,4.0,0.0,0.0
"Shuey, Luke",R2,westcoast,GW,20.0,5.0,15.0,0.0,1.0,1.0,9.0,3.0,9.0,9.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,0.0,71,-,2.0,2.0,1.0
"Trew, Zane",R2,westcoast,GW,,,,,,,,,,,,,,,,,,,,,,,
"Waterman, Jake",R2,westcoast,GW,16.0,11.0,5.0,4.0,2.0,8.0,0.0,2.0,4.0,11.0,8.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,84,-,1.0,1.0,0.0
"West, Connor",R2,westcoast,GW,,,,,,,,,,,,,,,,,,,,,,,
"Williams, Bailey",R2,westcoast,GW,10.0,3.0,7.0,0.0,0.0,1.0,2.0,2.0,5.0,6.0,20.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,78,-,4.0,2.0,0.0
"Witherden, Alex",R2,westcoast,GW,15.0,9.0,6.0,0.0,0.0,2.0,2.0,4.0,8.0,5.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,5.0,81,-,4.0,3.0,0.0
"Yeo, Elliot",R2,westcoast,GW,,,,,,,,,,,,,,,,,,,,,,,
"Allen, Oscar",R3,westcoast,FR,12.0,9.0,3.0,3.0,3.0,7.0,0.0,5.0,2.0,10.0,0.0,1.0,5.0,0.0,1.0,0.0,1.0,0.0,92,-,0.0,1.0,0.0
"Barrass, Tom",R3,westcoast,FR,21.0,17.0,4.0,0.0,0.0,9.0,0.0,0.0,6.0,16.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,9.0,96,-,2.0,5.0,0.0
"Bazzo, Rhett",R3,westcoast,FR,,,,,,,,,,,,,,,,,,,,,,,
"Chesser, Campbell",R3,westcoast,FR,12.0,8.0,4.0,0.0,1.0,4.0,1.0,3.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,88,-,4.0,2.0,0.0
"Clark, Greg",R3,westcoast,FR,,,,,,,,,,,,,,,,,,,,,,,
"Cole, Tom",R3,westcoast,FR,19.0,11.0,8.0,0.0,0.0,5.0,0.0,4.0,3.0,18.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,5.0,92,-,3.0,1.0,0.0
"Cripps, Jamie",R3,westcoast,FR,6.0,2.0,4.0,0.0,1.0,2.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,56,-,0.0,1.0,0.0
"Culley, Jai",R3,westcoast,FR,,,,,,,,,,,,,,,,,,,,,,,
"Darling, Jack",R3,westcoast,FR,9.0,5.0,4.0,3.0,2.0,3.0,1.0,2.0,6.0,3.0,1.0,3.0,3.0,0.0,2.0,0.0,1.0,0.0,93,-,0.0,1.0,0.0
"Duggan, Liam",R3,westcoast,FR,18.0,15.0,3.0,0.0,0.0,6.0,2.0,2.0,4.0,13.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,88,-,1.0,2.0,0.0
"Edwards, Harry",R3,westcoast,FR,,,,,,,,,,,,,,,,,,,,,,,
"Edwards, Luke",R3,westcoast,FR,,,,,,,,,,,,,,,,,,,,,,,
"Foley, Luke",R3,westcoast,FR,,,,,,,,,,,,,,,,,,,,,,,
"Gaff, Andrew",R3,westcoast,FR,28.0,12.0,16.0,0.0,0.0,3.0,0.0,5.0,9.0,20.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,1.0,85,-,4.0,1.0,1.0
"Ginbey, Reuben",R3,westcoast,FR,20.0,6.0,14.0,0.0,0.0,1.0,6.0,8.0,13.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,87,-,0.0,2.0,0.0
"Hewett, Elijah",R3,westcoast,FR,14.0,9.0,5.0,0.0,2.0,4.0,1.0,1.0,4.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,58,On,3.0,0.0,0.0
"Hough, Brady",R3,westcoast,FR,,,,,,,,,,,,,,,,,,,,,,,
"Hunt, Jayden",R3,westcoast,FR,22.0,14.0,8.0,1.0,0.0,5.0,0.0,1.0,7.0,16.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,91,-,3.0,5.0,0.0
"Hurn, Shannon",R3,westcoast,FR,27.0,17.0,10.0,0.0,0.0,3.0,0.0,0.0,7.0,12.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,8.0,86,-,5.0,2.0,0.0
"Jamieson, Callum",R3,westcoast,FR,,,,,,,,,,,,,,,,,,,,,,,
"Jones, Jamaine",R3,westcoast,FR,14.0,7.0,7.0,0.0,0.0,3.0,2.0,4.0,4.0,9.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,96,-,2.0,0.0,0.0
"Kelly, Tim",R3,westcoast,FR,33.0,14.0,19.0,0.0,2.0,5.0,5.0,4.0,13.0,19.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,88,-,6.0,2.0,0.0
"Long, Noah",R3,westcoast,FR,18.0,6.0,12.0,0.0,1.0,2.0,3.0,1.0,10.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,85,-,1.0,1.0,0.0
"Maric, Ryan",R3,westcoast,FR,,,,,,,,,,,,,,,,,,,,,,,
"McGovern, Jeremy",R3,westcoast,FR,10.0,7.0,3.0,0.0,0.0,5.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,37,-,1.0,2.0,0.0
"ONeill, Xavier",R3,westcoast,FR,,,,,,,,,,,,,,,,,,,,,,,
"Petrevski-Seton, Sam",R3,westcoast,FR,22.0,16.0,6.0,0.0,0.0,6.0,2.0,3.0,8.0,14.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,3.0,84,-,1.0,1.0,0.0
"Petruccelle, Jack",R3,westcoast,FR,,,,,,,,,,,,,,,,,,,,,,,
"Rotham, Josh",R3,westcoast,FR,,,,,,,,,,,,,,,,,,,,,,,
"Ryan, Liam",R3,westcoast,FR,9.0,6.0,3.0,0.0,0.0,2.0,0.0,2.0,4.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,76,-,3.0,0.0,2.0
"Sheed, Dom",R3,westcoast,FR,22.0,10.0,12.0,1.0,1.0,3.0,2.0,2.0,12.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,87,-,4.0,2.0,0.0
"Shuey, Luke",R3,westcoast,FR,9.0,5.0,4.0,0.0,0.0,0.0,4.0,3.0,8.0,3.0,0.0,0.0,0.0,2.0,2.0,3.0,3.0,0.0,21,Off,4.0,1.0,1.0
"Trew, Zane",R3,westcoast,FR,,,,,,,,,,,,,,,,,,,,,,,
"Waterman, Jake",R3,westcoast,FR,12.0,5.0,7.0,1.0,0.0,3.0,1.0,4.0,6.0,6.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,90,-,2.0,0.0,0.0
"West, Connor",R3,westcoast,FR,,,,,,,,,,,,,,,,,,,,,,,
"Williams, Bailey",R3,westcoast,FR,13.0,7.0,6.0,0.0,0.0,2.0,4.0,1.0,9.0,5.0,14.0,1.0,0.0,0.0,2.0,0.0,5.0,0.0,83,-,0.0,4.0,0.0
"Witherden, Alex",R3,westcoast,FR,7.0,5.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,44,-,1.0,1.0,0.0
"Yeo, Elliot",R3,westcoast,FR,,,,,,,,,,,,,,,,,,,,,,,
"Allen, Oscar",R4,westcoast,ME,14.0,10.0,4.0,3.0,1.0,7.0,0.0,2.0,4.0,10.0,0.0,0.0,2.0,0.0,3.0,0.0,6.0,0.0,86,-,2.0,0.0,0.0
"Barrass, Tom",R4,westcoast,ME,17.0,10.0,7.0,0.0,0.0,6.0,0.0,0.0,10.0,8.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,3.0,100,-,1.0,13.0,0.0
"Bazzo, Rhett",R4,westcoast,ME,,,,,,,,,,,,,,,,,,,,,,,
"Chesser, Campbell",R4,westcoast,ME,,,,,,,,,,,,,,,,,,,,,,,
"Clark, Greg",R4,westcoast,ME,15.0,4.0,11.0,0.0,1.0,2.0,0.0,4.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,89,-,2.0,3.0,0.0
"Cole, Tom",R4,westcoast,ME,14.0,6.0,8.0,0.0,0.0,3.0,0.0,3.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,76,-,4.0,1.0,0.0
"Cripps, Jamie",R4,westcoast,ME,,,,,,,,,,,,,,,,,,,,,,,
"Culley, Jai",R4,westcoast,ME,12.0,1.0,11.0,0.0,0.0,0.0,1.0,6.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,70,-,5.0,0.0,0.0
"Darling, Jack",R4,westcoast,ME,10.0,6.0,4.0,0.0,2.0,4.0,0.0,0.0,4.0,9.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,85,-,1.0,2.0,0.0
"Duggan, Liam",R4,westcoast,ME,19.0,12.0,7.0,0.0,0.0,8.0,0.0,5.0,5.0,13.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,2.0,87,-,5.0,4.0,1.0
"Edwards, Harry",R4,westcoast,ME,,,,,,,,,,,,,,,,,,,,,,,
"Edwards, Luke",R4,westcoast,ME,16.0,8.0,8.0,0.0,0.0,2.0,4.0,0.0,12.0,7.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,78,-,1.0,1.0,0.0
"Foley, Luke",R4,westcoast,ME,,,,,,,,,,,,,,,,,,,,,,,
"Gaff, Andrew",R4,westcoast,ME,24.0,13.0,11.0,0.0,0.0,2.0,6.0,9.0,10.0,12.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,2.0,81,-,4.0,2.0,0.0
"Ginbey, Reuben",R4,westcoast,ME,14.0,3.0,11.0,0.0,0.0,0.0,3.0,5.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,73,-,4.0,0.0,0.0
"Hewett, Elijah",R4,westcoast,ME,8.0,1.0,7.0,0.0,0.0,1.0,2.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,79,-,1.0,1.0,0.0
"Hough, Brady",R4,westcoast,ME,7.0,5.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,85,-,1.0,3.0,0.0
"Hunt, Jayden",R4,westcoast,ME,20.0,15.0,5.0,1.0,1.0,7.0,2.0,3.0,5.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,4.0,85,-,5.0,1.0,1.0
"Hurn, Shannon",R4,westcoast,ME,12.0,8.0,4.0,0.0,0.0,2.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,65,-,0.0,2.0,2.0
"Jamieson, Callum",R4,westcoast,ME,,,,,,,,,,,,,,,,,,,,,,,
"Jones, Jamaine",R4,westcoast,ME,22.0,13.0,9.0,0.0,0.0,3.0,1.0,5.0,8.0,14.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,81,-,3.0,0.0,0.0
"Kelly, Tim",R4,westcoast,ME,36.0,19.0,17.0,2.0,0.0,6.0,5.0,5.0,16.0,20.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,4.0,80,-,4.0,1.0,1.0
"Long, Noah",R4,westcoast,ME,11.0,3.0,8.0,1.0,0.0,3.0,1.0,2.0,5.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,80,-,1.0,0.0,0.0
"Maric, Ryan",R4,westcoast,ME,,,,,,,,,,,,,,,,,,,,,,,
"McGovern, Jeremy",R4,westcoast,ME,,,,,,,,,,,,,,,,,,,,,,,
"ONeill, Xavier",R4,westcoast,ME,,,,,,,,,,,,,,,,,,,,,,,
"Petrevski-Seton, Sam",R4,westcoast,ME,10.0,7.0,3.0,1.0,0.0,4.0,1.0,5.0,3.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,81,-,1.0,1.0,0.0
"Petruccelle, Jack",R4,westcoast,ME,,,,,,,,,,,,,,,,,,,,,,,
"Rotham, Josh",R4,westcoast,ME,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,24,On,1.0,0.0,0.0
"Ryan, Liam",R4,westcoast,ME,,,,,,,,,,,,,,,,,,,,,,,
"Sheed, Dom",R4,westcoast,ME,,,,,,,,,,,,,,,,,,,,,,,
"Shuey, Luke",R4,westcoast,ME,,,,,,,,,,,,,,,,,,,,,,,
"Trew, Zane",R4,westcoast,ME,,,,,,,,,,,,,,,,,,,,,,,
"Waterman, Jake",R4,westcoast,ME,13.0,10.0,3.0,0.0,1.0,4.0,0.0,5.0,4.0,11.0,6.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,86,-,3.0,1.0,0.0
"West, Connor",R4,westcoast,ME,11.0,5.0,6.0,1.0,1.0,2.0,0.0,3.0,7.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,93,-,5.0,1.0,0.0
"Williams, Bailey",R4,westcoast,ME,17.0,9.0,8.0,0.0,0.0,2.0,4.0,3.0,8.0,9.0,19.0,0.0,0.0,0.0,2.0,1.0,3.0,3.0,83,-,7.0,0.0,0.0
"Witherden, Alex",R4,westcoast,ME,,,,,,,,,,,,,,,,,,,,,,,
"Yeo, Elliot",R4,westcoast,ME,12.0,9.0,3.0,0.0,0.0,5.0,0.0,0.0,2.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,5.0,53,Off,2.0,2.0,0.0
"Allen, Oscar",R5,westcoast,GE,14.0,9.0,5.0,4.0,1.0,8.0,0.0,2.0,6.0,9.0,0.0,3.0,5.0,2.0,2.0,0.0,2.0,0.0,83,-,1.0,3.0,0.0
"Barrass, Tom",R5,westcoast,GE,11.0,7.0,4.0,0.0,0.0,7.0,0.0,2.0,4.0,6.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,100,-,3.0,6.0,1.0
"Bazzo, Rhett",R5,westcoast,GE,,,,,,,,,,,,,,,,,,,,,,,
"Chesser, Campbell",R5,westcoast,GE,,,,,,,,,,,,,,,,,,,,,,,
"Clark, Greg",R5,westcoast,GE,18.0,6.0,12.0,0.0,1.0,3.0,1.0,3.0,8.0,10.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,86,-,5.0,0.0,0.0
"Cole, Tom",R5,westcoast,GE,,,,,,,,,,,,,,,,,,,,,,,
"Cripps, Jamie",R5,westcoast,GE,,,,,,,,,,,,,,,,,,,,,,,
"Culley, Jai",R5,westcoast,GE,14.0,3.0,11.0,0.0,1.0,5.0,2.0,4.0,6.0,9.0,0.0,2.0,2.0,0.0,0.0,3.0,2.0,0.0,82,-,5.0,0.0,0.0
"Darling, Jack",R5,westcoast,GE,12.0,6.0,6.0,2.0,0.0,2.0,1.0,2.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,86,-,2.0,1.0,0.0
"Duggan, Liam",R5,westcoast,GE,23.0,16.0,7.0,0.0,0.0,8.0,0.0,4.0,5.0,13.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,6.0,88,-,2.0,2.0,2.0
"Edwards, Harry",R5,westcoast,GE,,,,,,,,,,,,,,,,,,,,,,,
"Edwards, Luke",R5,westcoast,GE,10.0,4.0,6.0,0.0,0.0,1.0,4.0,7.0,6.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,76,-,1.0,0.0,0.0
