Player,year,round,team,opponent,Disposals,Kicks,Handballs,Goals,Behinds,Marks,Clearances,Tackles,Contested Possessions,Uncontested Possessions,Hit Outs,Contested Marks,Marks Inside 50,Goal Assists,Frees,Frees Against,Inside 50s,Rebounds,% Played,Subs,Clangers,One Percenters,Bounces,Brownlow Votes
"Atkinson, Jarrod",2008,R1,essendon,NM,,,,,,,,,,,,,,,,,,,,,,,,
"Bellchambers, Tom",2008,R1,essendon,NM,,,,,,,,,,,,,,,,,,,,,,,,
"Daniher, Darcy",2008,R1,essendon,NM,,,,,,,,,,,,,,,,,,,,,,,,
"Davey, Alwyn",2008,R1,essendon,NM,14.0,8.0,6.0,1.0,0.0,2.0,4.0,2.0,8.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,81,,3.0,1.0,0.0,0.0
"Dempsey, Courtenay",2008,R1,essendon,NM,20.0,13.0,7.0,0.0,0.0,6.0,1.0,3.0,6.0,15.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,7.0,82,,2.0,1.0,3.0,0.0
"Dyson, Ricky",2008,R1,essendon,NM,8.0,5.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,1.0,88,,1.0,1.0,0.0,0.0
"Fletcher, Dustin",2008,R1,essendon,NM,18.0,15.0,3.0,1.0,0.0,9.0,1.0,0.0,5.0,12.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,7.0,93,,2.0,4.0,0.0,0.0
"Hille, David",2008,R1,essendon,NM,12.0,9.0,3.0,1.0,2.0,7.0,1.0,1.0,6.0,6.0,13.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,87,,1.0,2.0,0.0,0.0
"Hislop, Tom",2008,R1,essendon,NM,,,,,,,,,,,,,,,,,,,,,,,,
"Hocking, Heath",2008,R1,essendon,NM,,,,,,,,,,,,,,,,,,,,,,,,
"Hooker, Cale",2008,R1,essendon,NM,,,,,,,,,,,,,,,,,,,,,,,,
"Houli, Bachar",2008,R1,essendon,NM,26.0,13.0,13.0,0.0,0.0,4.0,3.0,0.0,7.0,17.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,80,,5.0,2.0,2.0,0.0
"Jetta, Leroy",2008,R1,essendon,NM,13.0,6.0,7.0,0.0,1.0,1.0,3.0,4.0,6.0,6.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0,2.0,68,,1.0,1.0,2.0,0.0
"Johns, Courtney",2008,R1,essendon,NM,,,,,,,,,,,,,,,,,,,,,,,,
"Johnson, Jason",2008,R1,essendon,NM,19.0,6.0,13.0,1.0,0.0,6.0,4.0,0.0,4.0,14.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,2.0,74,,2.0,0.0,4.0,0.0
"Laycock, Jason",2008,R1,essendon,NM,3.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,10.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,89,,1.0,1.0,0.0,0.0
