Player,year,round,team,opponent,Disposals,Kicks,Handballs,Goals,Behinds,Marks,Clearances,Tackles,Contested Possessions,Uncontested Possessions,Hit Outs,Contested Marks,Marks Inside 50,Goal Assists,Frees,Frees Against,Inside 50s,Rebounds,% Played,Subs,Clangers,One Percenters,Bounces,Brownlow Votes
"Allen, Oscar",2023,R1,westcoast,NM,9.0,7.0,2.0,2.0,2.0,4.0,0.0,1.0,5.0,5.0,0.0,2.0,1.0,1.0,3.0,0.0,2.0,0.0,89,-,0.0,1.0,0.0,
"Barnett, Harry",2023,R1,westcoast,NM,,,,,,,,,,,,,,,,,,,,,,,,
"Barrass, Tom",2023,R1,westcoast,NM,18.0,15.0,3.0,0.0,0.0,10.0,0.0,1.0,5.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,100,-,1.0,5.0,0.0,
"Bazzo, Rhett",2023,R1,westcoast,NM,,,,,,,,,,,,,,,,,,,,,,,,
"Chesser, Campbell",2023,R1,westcoast,NM,5.0,4.0,1.0,0.0,0.0,3.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,69,-,1.0,0.0,0.0,
"Clark, Greg",2023,R1,westcoast,NM,,,,,,,,,,,,,,,,,,,,,,,,
"Cole, Tom",2023,R1,westcoast,NM,20.0,8.0,12.0,0.0,0.0,8.0,0.0,1.0,7.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,77,-,2.0,4.0,0.0,
"Cripps, Jamie",2023,R1,westcoast,NM,12.0,5.0,7.0,1.0,2.0,6.0,0.0,3.0,0.0,13.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,88,-,1.0,0.0,0.0,
"Culley, Jai",2023,R1,westcoast,NM,,,,,,,,,,,,,,,,,,,,,,,,
"Darling, Jack",2023,R1,westcoast,NM,14.0,9.0,5.0,1.0,3.0,6.0,0.0,1.0,5.0,9.0,2.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,85,-,1.0,0.0,0.0,
