Player,year,round,team,opponent,Disposals,Kicks,Handballs,Goals,Behinds,Marks,Clearances,Tackles,Contested Possessions,Uncontested Possessions,Hit Outs,Contested Marks,Marks Inside 50,Goal Assists,Frees,Frees Against,Inside 50s,Rebounds,% Played,Subs,Clangers,One Percenters,Bounces,Brownlow Votes
"Biddiscombe, Craig",2003,R1,richmond,CW,,,,,,,,,,,,,,,,,,,,,,,,
"Blumfield, Justin",2003,R1,richmond,CW,11.0,7.0,4.0,1.0,0.0,1.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,90,,1.0,0.0,0.0,0.0
"Bowden, Joel",2003,R1,richmond,CW,24.0,16.0,8.0,0.0,1.0,3.0,4.0,4.0,10.0,13.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,4.0,100,,4.0,3.0,3.0,0.0
"Cameron, Leon",2003,R1,richmond,CW,7.0,7.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,81,,1.0,0.0,1.0,0.0
"Campbell, Wayne",2003,R1,richmond,CW,30.0,21.0,9.0,1.0,0.0,9.0,5.0,2.0,9.0,21.0,0.0,1.0,1.0,1.0,4.0,0.0,8.0,3.0,92,,1.0,2.0,0.0,1.0
"Chaffey, Mark",2003,R1,richmond,CW,,,,,,,,,,,,,,,,,,,,,,,,
"Coughlan, Mark",2003,R1,richmond,CW,21.0,10.0,11.0,1.0,1.0,2.0,5.0,4.0,14.0,7.0,1.0,1.0,0.0,0.0,4.0,1.0,3.0,1.0,91,,3.0,3.0,4.0,0.0
"Dragicevic, Marc",2003,R1,richmond,CW,,,,,,,,,,,,,,,,,,,,,,,,
"Fiora, Aaron",2003,R1,richmond,CW,14.0,7.0,7.0,0.0,0.0,6.0,0.0,1.0,4.0,11.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,1.0,100,,1.0,1.0,2.0,0.0
"Fleming, Tim",2003,R1,richmond,CW,,,,,,,,,,,,,,,,,,,,,,,,
"Gaspar, Darren",2003,R1,richmond,CW,9.0,4.0,5.0,1.0,0.0,3.0,0.0,1.0,4.0,5.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,100,,2.0,5.0,0.0,0.0
"Hall, Ray",2003,R1,richmond,CW,14.0,10.0,4.0,2.0,2.0,6.0,1.0,4.0,7.0,9.0,14.0,1.0,2.0,1.0,2.0,1.0,5.0,0.0,96,,2.0,2.0,0.0,0.0
"Hilton, Rory",2003,R1,richmond,CW,12.0,10.0,2.0,1.0,2.0,4.0,1.0,2.0,4.0,8.0,0.0,2.0,1.0,0.0,1.0,0.0,3.0,1.0,83,,2.0,1.0,2.0,0.0
"Holland, Ben",2003,R1,richmond,CW,,,,,,,,,,,,,,,,,,,,,,,,
