Player,year,round,team,opponent,Disposals,Kicks,Handballs,Goals,Behinds,Marks,Clearances,Tackles,Contested Possessions,Uncontested Possessions,Hit Outs,Contested Marks,Marks Inside 50,Goal Assists,Frees,Frees Against,Inside 50s,Rebounds,% Played,Subs,Clangers,One Percenters,Bounces,Brownlow Votes
"Addison, Dylan",2012,R1,bullldogs,WC,12.0,3.0,9.0,0.0,0.0,4.0,0.0,3.0,6.0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,89,-,0.0,6.0,0.0,0.0
"Austin, Mark",2012,R1,bullldogs,WC,,,,,,,,,,,,,,,,,,,,,,,,
"Boyd, Matthew",2012,R1,bullldogs,WC,38.0,20.0,18.0,0.0,0.0,6.0,10.0,1.0,17.0,22.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,89,-,4.0,2.0,0.0,0.0
"Campbell, Tom",2012,R1,bullldogs,WC,,,,,,,,,,,,,,,,,,,,,,,,
"Cooney, Adam",2012,R1,bullldogs,WC,19.0,12.0,7.0,1.0,0.0,1.0,5.0,5.0,7.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,80,-,2.0,0.0,2.0,0.0
"Cordy, Ayce",2012,R1,bullldogs,WC,,,,,,,,,,,,,,,,,,,,,,,,
"Cross, Daniel",2012,R1,bullldogs,WC,28.0,6.0,22.0,0.0,0.0,4.0,4.0,3.0,11.0,19.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,87,-,1.0,2.0,0.0,0.0
"Dahlhaus, Luke",2012,R1,bullldogs,WC,19.0,12.0,7.0,2.0,1.0,3.0,2.0,5.0,8.0,12.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,83,-,0.0,2.0,0.0,0.0
"Dickson, Tory",2012,R1,bullldogs,WC,12.0,6.0,6.0,0.0,1.0,3.0,0.0,0.0,3.0,9.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,1.0,82,-,2.0,1.0,0.0,0.0
"Djerrkura, Nathan",2012,R1,bullldogs,WC,,,,,,,,,,,,,,,,,,,,,,,,
