Player,year,round,team,opponent,Disposals,Kicks,Handballs,Goals,Behinds,Marks,Clearances,Tackles,Contested Possessions,Uncontested Possessions,Hit Outs,Contested Marks,Marks Inside 50,Goal Assists,Frees,Frees Against,Inside 50s,Rebounds,% Played,Subs,Clangers,One Percenters,Bounces,Brownlow Votes
"Ablett, Gary",2006,R1,geelong,BL,27.0,14.0,13.0,1.0,4.0,3.0,2.0,3.0,14.0,12.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,88,,2.0,3.0,0.0,0.0
"Ablett, Nathan",2006,R1,geelong,BL,,,,,,,,,,,,,,,,,,,,,,,,
"Bartel, Jimmy",2006,R1,geelong,BL,27.0,20.0,7.0,2.0,2.0,9.0,3.0,1.0,10.0,17.0,0.0,3.0,3.0,0.0,0.0,4.0,6.0,2.0,100,,4.0,1.0,0.0,1.0
"Blake, Mark",2006,R1,geelong,BL,10.0,0.0,10.0,0.0,0.0,3.0,0.0,0.0,1.0,9.0,7.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,59,,4.0,1.0,0.0,0.0
"Byrnes, Shannon",2006,R1,geelong,BL,19.0,16.0,3.0,1.0,1.0,10.0,1.0,2.0,8.0,12.0,0.0,1.0,0.0,2.0,2.0,1.0,7.0,2.0,68,,2.0,1.0,3.0,0.0
"Callan, Tim",2006,R1,geelong,BL,,,,,,,,,,,,,,,,,,,,,,,,
"Chapman, Paul",2006,R1,geelong,BL,23.0,16.0,7.0,3.0,1.0,6.0,4.0,4.0,10.0,11.0,0.0,1.0,3.0,1.0,3.0,1.0,4.0,0.0,98,,1.0,0.0,0.0,3.0
"Corey, Joel",2006,R1,geelong,BL,31.0,18.0,13.0,0.0,0.0,6.0,6.0,1.0,14.0,16.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,4.0,92,,2.0,3.0,2.0,2.0
"Egan, Matthew",2006,R1,geelong,BL,12.0,6.0,6.0,0.0,0.0,3.0,1.0,0.0,7.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,91,,1.0,4.0,0.0,0.0
"Enright, Corey",2006,R1,geelong,BL,25.0,21.0,4.0,0.0,0.0,8.0,3.0,2.0,9.0,15.0,1.0,0.0,0.0,0.0,1.0,2.0,4.0,2.0,81,,3.0,0.0,0.0,0.0
"Gamble, Ryan",2006,R1,geelong,BL,,,,,,,,,,,,,,,,,,,,,,,,
