Player,year,round,team,opponent,Disposals,Kicks,Handballs,Goals,Behinds,Marks,Clearances,Tackles,Contested Possessions,Uncontested Possessions,Hit Outs,Contested Marks,Marks Inside 50,Goal Assists,Frees,Frees Against,Inside 50s,Rebounds,% Played,Subs,Clangers,One Percenters,Bounces,Brownlow Votes
"Ah Chee, Brendon",2016,R1,padelaide,SK,12.0,4.0,8.0,1.0,0.0,2.0,3.0,5.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,67,,2.0,1.0,0.0,0.0
"Amon, Karl",2016,R1,padelaide,SK,,,,,,,,,,,,,,,,,,,,,,,,
"Austin, Logan",2016,R1,padelaide,SK,,,,,,,,,,,,,,,,,,,,,,,,
"Boak, Travis",2016,R1,padelaide,SK,17.0,8.0,9.0,1.0,0.0,2.0,2.0,3.0,7.0,8.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,84,,2.0,1.0,0.0,0.0
"Bonner, Riley",2016,R1,padelaide,SK,,,,,,,,,,,,,,,,,,,,,,,,
"Broadbent, Matthew",2016,R1,padelaide,SK,26.0,14.0,12.0,1.0,0.0,1.0,1.0,4.0,9.0,13.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,6.0,91,,3.0,1.0,1.0,0.0
"Butcher, John",2016,R1,padelaide,SK,,,,,,,,,,,,,,,,,,,,,,,,
"Byrne-Jones, Darcy",2016,R1,padelaide,SK,,,,,,,,,,,,,,,,,,,,,,,,
"Carlile, Alipate",2016,R1,padelaide,SK,10.0,5.0,5.0,0.0,0.0,2.0,1.0,3.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,86,,0.0,4.0,0.0,0.0
"Clurey, Tom",2016,R1,padelaide,SK,,,,,,,,,,,,,,,,,,,,,,,,
"Dixon, Charlie",2016,R1,padelaide,SK,11.0,8.0,3.0,3.0,3.0,3.0,0.0,5.0,9.0,2.0,0.0,2.0,2.0,1.0,4.0,1.0,3.0,0.0,95,,2.0,2.0,0.0,0.0
