Player,round,team,opponent,Disposals,Kicks,Handballs,Goals,Behinds,Marks,Clearances,Tackles,Contested Possessions,Uncontested Possessions,Hit Outs,Contested Marks,Marks Inside 50,Goal Assists,Frees,Frees Against,Inside 50s,Rebounds,% Played,Subs,Clangers,One Percenters,Bounces
"Bowey, Jake",R1,melbourne,WB,17.0,10.0,7.0,0.0,0.0,3.0,1.0,2.0,4.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,73,-,0.0,1.0,0.0
"Brayshaw, Angus",R1,melbourne,WB,22.0,14.0,8.0,0.0,0.0,10.0,0.0,3.0,5.0,18.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,86,-,3.0,0.0,0.0
"Brown, Ben",R1,melbourne,WB,15.0,12.0,3.0,4.0,1.0,7.0,0.0,1.0,4.0,12.0,1.0,0.0,4.0,1.0,1.0,0.0,2.0,1.0,81,-,2.0,1.0,0.0
"Chandler, Kade",R1,melbourne,WB,16.0,11.0,5.0,1.0,2.0,8.0,1.0,7.0,4.0,11.0,0.0,0.0,2.0,2.0,1.0,0.0,4.0,0.0,81,-,1.0,0.0,0.0
"Fritsch, Bayley",R1,melbourne,WB,,,,,,,,,,,,,,,,,,,,,,,
"Gawn, Max",R1,melbourne,WB,21.0,14.0,7.0,2.0,0.0,6.0,5.0,1.0,15.0,5.0,21.0,2.0,2.0,0.0,2.0,0.0,5.0,3.0,87,-,5.0,6.0,0.0
"Grundy, Brodie",R1,melbourne,WB,17.0,7.0,10.0,1.0,1.0,1.0,0.0,3.0,8.0,7.0,12.0,0.0,0.0,0.0,4.0,0.0,6.0,1.0,69,-,3.0,2.0,0.0
"Harmes, James",R1,melbourne,WB,15.0,6.0,9.0,0.0,0.0,3.0,1.0,4.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,74,-,0.0,0.0,0.0
"Hibberd, Michael",R1,melbourne,WB,,,,,,,,,,,,,,,,,,,,,,,
"Hunter, Lachie",R1,melbourne,WB,12.0,8.0,4.0,0.0,0.0,5.0,0.0,3.0,2.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,87,-,1.0,3.0,0.0
"Jordon, James",R1,melbourne,WB,,,,,,,,,,,,,,,,,,,,,,,
"Langdon, Ed",R1,melbourne,WB,14.0,12.0,2.0,0.0,1.0,4.0,0.0,1.0,2.0,13.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,89,-,3.0,1.0,0.0
"Laurie, Bailey",R1,melbourne,WB,4.0,2.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,47,Off,0.0,0.0,0.0
"Lever, Jake",R1,melbourne,WB,21.0,17.0,4.0,0.0,0.0,9.0,0.0,0.0,7.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,100,-,2.0,4.0,0.0
"May, Steven",R1,melbourne,WB,,,,,,,,,,,,,,,,,,,,,,,
"McDonald, Tom",R1,melbourne,WB,13.0,8.0,5.0,0.0,1.0,4.0,0.0,3.0,4.0,9.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,80,-,2.0,1.0,0.0
"McVee, Judd",R1,melbourne,WB,14.0,11.0,3.0,0.0,0.0,3.0,0.0,1.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,73,-,2.0,3.0,0.0
"Melksham, Jake",R1,melbourne,WB,2.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,17,On,1.0,1.0,0.0
"Neal-Bullen, Alex",R1,melbourne,WB,17.0,11.0,6.0,1.0,0.0,6.0,0.0,2.0,5.0,11.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,85,-,2.0,1.0,0.0
"Oliver, Clayton",R1,melbourne,WB,33.0,15.0,18.0,0.0,0.0,6.0,8.0,7.0,15.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,84,-,5.0,4.0,0.0
"Petracca, Christian",R1,melbourne,WB,30.0,18.0,12.0,0.0,2.0,3.0,8.0,5.0,14.0,17.0,0.0,0.0,0.0,1.0,3.0,1.0,6.0,1.0,84,-,6.0,1.0,0.0
"Petty, Harry",R1,melbourne,WB,14.0,9.0,5.0,0.0,0.0,6.0,0.0,3.0,6.0,8.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,5.0,100,-,4.0,6.0,0.0
"Pickett, Kysaiah",R1,melbourne,WB,19.0,15.0,4.0,4.0,1.0,7.0,3.0,8.0,7.0,14.0,0.0,0.0,4.0,2.0,1.0,4.0,1.0,1.0,79,-,5.0,2.0,0.0
"Rivers, Trent",R1,melbourne,WB,24.0,15.0,9.0,0.0,0.0,9.0,0.0,1.0,4.0,17.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,4.0,75,-,1.0,0.0,0.0
"Salem, Christian",R1,melbourne,WB,,,,,,,,,,,,,,,,,,,,,,,
"Schache, Josh",R1,melbourne,WB,,,,,,,,,,,,,,,,,,,,,,,
"Smith, Joel",R1,melbourne,WB,,,,,,,,,,,,,,,,,,,,,,,
"Spargo, Charlie",R1,melbourne,WB,15.0,12.0,3.0,2.0,0.0,5.0,0.0,1.0,4.0,12.0,0.0,0.0,1.0,3.0,2.0,0.0,6.0,0.0,72,-,3.0,1.0,1.0
"Sparrow, Tom",R1,melbourne,WB,12.0,7.0,5.0,1.0,0.0,2.0,1.0,6.0,1.0,11.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,76,-,4.0,1.0,0.0
"Tomlinson, Adam",R1,melbourne,WB,19.0,15.0,4.0,0.0,0.0,7.0,0.0,2.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,100,-,0.0,6.0,0.0
"Turner, Daniel",R1,melbourne,WB,,,,,,,,,,,,,,,,,,,,,,,
"Viney, Jack",R1,melbourne,WB,,,,,,,,,,,,,,,,,,,,,,,
"van Rooyen, Jacob",R1,melbourne,WB,,,,,,,,,,,,,,,,,,,,,,,
"Bowey, Jake",R2,melbourne,BL,15.0,12.0,3.0,0.0,0.0,2.0,1.0,2.0,4.0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,4.0,67,-,1.0,1.0,0.0
"Brayshaw, Angus",R2,melbourne,BL,27.0,18.0,9.0,0.0,0.0,6.0,2.0,2.0,12.0,13.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,5.0,88,-,7.0,3.0,0.0
"Brown, Ben",R2,melbourne,BL,15.0,12.0,3.0,4.0,0.0,6.0,0.0,1.0,6.0,8.0,4.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,91,-,0.0,2.0,0.0
"Chandler, Kade",R2,melbourne,BL,12.0,8.0,4.0,1.0,0.0,6.0,0.0,2.0,3.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,63,-,2.0,2.0,0.0
"Fritsch, Bayley",R2,melbourne,BL,13.0,10.0,3.0,3.0,1.0,6.0,0.0,3.0,4.0,9.0,0.0,0.0,3.0,1.0,2.0,0.0,2.0,0.0,87,-,2.0,1.0,0.0
"Gawn, Max",R2,melbourne,BL,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Off,1.0,0.0,0.0
"Grundy, Brodie",R2,melbourne,BL,12.0,3.0,9.0,0.0,0.0,0.0,3.0,5.0,8.0,5.0,45.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,86,-,3.0,4.0,2.0
"Harmes, James",R2,melbourne,BL,10.0,3.0,7.0,0.0,0.0,0.0,2.0,2.0,5.0,5.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,57,-,5.0,0.0,0.0
"Hibberd, Michael",R2,melbourne,BL,,,,,,,,,,,,,,,,,,,,,,,
"Hunter, Lachie",R2,melbourne,BL,22.0,15.0,7.0,1.0,0.0,6.0,1.0,4.0,8.0,14.0,0.0,0.0,0.0,2.0,1.0,0.0,5.0,1.0,94,-,1.0,1.0,0.0
"Jordon, James",R2,melbourne,BL,,,,,,,,,,,,,,,,,,,,,,,
"Langdon, Ed",R2,melbourne,BL,18.0,9.0,9.0,0.0,0.0,3.0,2.0,2.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,93,-,1.0,0.0,0.0
"Laurie, Bailey",R2,melbourne,BL,,,,,,,,,,,,,,,,,,,,,,,
"Lever, Jake",R2,melbourne,BL,20.0,14.0,6.0,0.0,0.0,8.0,0.0,1.0,6.0,12.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,5.0,100,-,2.0,7.0,0.0
"May, Steven",R2,melbourne,BL,,,,,,,,,,,,,,,,,,,,,,,
"McDonald, Tom",R2,melbourne,BL,10.0,5.0,5.0,1.0,0.0,2.0,2.0,2.0,6.0,5.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,58,-,0.0,0.0,0.0
"McVee, Judd",R2,melbourne,BL,8.0,4.0,4.0,0.0,0.0,2.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,79,-,2.0,1.0,0.0
