Player,round,team,opponent,Disposals,Kicks,Handballs,Goals,Behinds,Marks,Clearances,Tackles,Contested Possessions,Uncontested Possessions,Hit Outs,Contested Marks,Marks Inside 50,Goal Assists,Frees,Frees Against,Inside 50s,Rebounds,% Played,Subs,Clangers,One Percenters,Bounces
"Baker, Liam",R1,richmond,CA,15.0,10.0,5.0,0.0,0.0,5.0,0.0,1.0,4.0,10.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,84,-,2.0,0.0,1.0
"Balta, Noah",R1,richmond,CA,8.0,6.0,2.0,0.0,0.0,3.0,0.0,1.0,5.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0,87,-,2.0,2.0,0.0
"Bolton, Shai",R1,richmond,CA,18.0,15.0,3.0,1.0,1.0,6.0,3.0,4.0,8.0,12.0,0.0,1.0,2.0,1.0,2.0,2.0,7.0,0.0,88,-,5.0,1.0,1.0
"Broad, Nathan",R1,richmond,CA,13.0,11.0,2.0,0.0,0.0,7.0,1.0,3.0,2.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,90,-,2.0,3.0,0.0
"Clarke, Judson",R1,richmond,CA,,,,,,,,,,,,,,,,,,,,,,,
"Cotchin, Trent",R1,richmond,CA,18.0,9.0,9.0,0.0,0.0,3.0,4.0,3.0,11.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,67,-,5.0,2.0,0.0
"Cumberland, Noah",R1,richmond,CA,,,,,,,,,,,,,,,,,,,,,,,
"Dow, Thomson",R1,richmond,CA,,,,,,,,,,,,,,,,,,,,,,,
"Graham, Jack",R1,richmond,CA,20.0,11.0,9.0,0.0,2.0,1.0,2.0,9.0,9.0,11.0,0.0,0.0,0.0,0.0,3.0,2.0,5.0,0.0,88,-,6.0,1.0,0.0
"Grimes, Dylan",R1,richmond,CA,12.0,8.0,4.0,0.0,0.0,5.0,0.0,2.0,4.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,82,-,0.0,4.0,0.0
"Hopper, Jacob",R1,richmond,CA,18.0,12.0,6.0,0.0,0.0,3.0,1.0,3.0,7.0,12.0,0.0,0.0,0.0,1.0,2.0,0.0,6.0,1.0,72,-,3.0,1.0,0.0
"Lynch, Tom",R1,richmond,CA,10.0,9.0,1.0,3.0,3.0,6.0,2.0,0.0,9.0,3.0,1.0,4.0,5.0,0.0,0.0,2.0,1.0,0.0,89,-,3.0,5.0,0.0
"Mansell, Rhyan",R1,richmond,CA,7.0,5.0,2.0,0.0,0.0,4.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,67,-,2.0,1.0,0.0
"Martin, Dustin",R1,richmond,CA,23.0,15.0,8.0,1.0,0.0,6.0,1.0,0.0,10.0,13.0,0.0,2.0,0.0,1.0,0.0,3.0,8.0,1.0,82,-,5.0,1.0,1.0
"McIntosh, Kamdyn",R1,richmond,CA,17.0,11.0,6.0,0.0,0.0,5.0,1.0,3.0,4.0,15.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,82,-,2.0,2.0,0.0
"Miller, Ben",R1,richmond,CA,9.0,5.0,4.0,0.0,0.0,4.0,3.0,1.0,5.0,5.0,5.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,80,-,1.0,4.0,0.0
