Player,year,round,team,opponent,Disposals,Kicks,Handballs,Goals,Behinds,Marks,Clearances,Tackles,Contested Possessions,Uncontested Possessions,Hit Outs,Contested Marks,Marks Inside 50,Goal Assists,Frees,Frees Against,Inside 50s,Rebounds,% Played,Subs,Clangers,One Percenters,Bounces,Brownlow Votes
"Bassett, Nathan",2008,R1,adelaide,WB,14.0,7.0,7.0,0.0,0.0,3.0,0.0,3.0,9.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,3.0,89,,1.0,4.0,0.0,0.0
"Bock, Nathan",2008,R1,adelaide,WB,17.0,14.0,3.0,0.0,1.0,8.0,0.0,0.0,2.0,14.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,6.0,100,,2.0,1.0,3.0,0.0
"Burton, Brett",2008,R1,adelaide,WB,15.0,12.0,3.0,5.0,0.0,8.0,0.0,1.0,7.0,8.0,0.0,2.0,6.0,1.0,3.0,1.0,2.0,1.0,90,,4.0,0.0,0.0,2.0
"Campbell, Bryce",2008,R1,adelaide,WB,,,,,,,,,,,,,,,,,,,,,,,,
"Dangerfield, Patrick",2008,R1,adelaide,WB,,,,,,,,,,,,,,,,,,,,,,,,
"Doughty, Michael",2008,R1,adelaide,WB,16.0,4.0,12.0,0.0,0.0,3.0,0.0,4.0,7.0,9.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,94,,6.0,0.0,0.0,0.0
"Douglas, Richard",2008,R1,adelaide,WB,15.0,7.0,8.0,2.0,0.0,3.0,1.0,4.0,5.0,10.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,74,,1.0,0.0,0.0,0.0
"Edwards, Tyson",2008,R1,adelaide,WB,17.0,11.0,6.0,2.0,0.0,4.0,2.0,2.0,3.0,13.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,86,,1.0,0.0,4.0,0.0
"Gill, Nick",2008,R1,adelaide,WB,,,,,,,,,,,,,,,,,,,,,,,,
"Goodwin, Simon",2008,R1,adelaide,WB,22.0,15.0,7.0,2.0,3.0,8.0,0.0,0.0,3.0,19.0,0.0,0.0,3.0,0.0,0.0,1.0,8.0,1.0,100,,1.0,0.0,2.0,0.0
"Griffin, Jonathon",2008,R1,adelaide,WB,10.0,6.0,4.0,0.0,1.0,4.0,2.0,1.0,4.0,6.0,18.0,0.0,1.0,1.0,1.0,3.0,2.0,0.0,72,,3.0,1.0,0.0,0.0
"Jacky, Jarrhan",2008,R1,adelaide,WB,,,,,,,,,,,,,,,,,,,,,,,,
"Jericho, Luke",2008,R1,adelaide,WB,,,,,,,,,,,,,,,,,,,,,,,,
"Johncock, Graham",2008,R1,adelaide,WB,17.0,9.0,8.0,0.0,0.0,3.0,0.0,4.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,100,,2.0,3.0,0.0,0.0
"Knights, Chris",2008,R1,adelaide,WB,,,,,,,,,,,,,,,,,,,,,,,,
"Mackay, David",2008,R1,adelaide,WB,10.0,5.0,5.0,0.0,0.0,5.0,1.0,1.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,59,,0.0,0.0,3.0,0.0
"Maric, Ivan",2008,R1,adelaide,WB,,,,,,,,,,,,,,,,,,,,,,,,
"Massie, Kris",2008,R1,adelaide,WB,,,,,,,,,,,,,,,,,,,,,,,,
"McGregor, Ken",2008,R1,adelaide,WB,11.0,7.0,4.0,2.0,1.0,5.0,0.0,0.0,5.0,6.0,0.0,2.0,4.0,1.0,0.0,1.0,2.0,0.0,63,,4.0,1.0,0.0,0.0
"McLeod, Andrew",2008,R1,adelaide,WB,15.0,8.0,7.0,1.0,0.0,3.0,2.0,2.0,9.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,100,,1.0,1.0,0.0,0.0
"Moran, Brad",2008,R1,adelaide,WB,,,,,,,,,,,,,,,,,,,,,,,,
"Otten, Andy",2008,R1,adelaide,WB,,,,,,,,,,,,,,,,,,,,,,,,
"Porplyzia, Jason",2008,R1,adelaide,WB,25.0,12.0,13.0,0.0,1.0,2.0,5.0,2.0,14.0,13.0,1.0,0.0,1.0,1.0,2.0,1.0,3.0,2.0,80,,5.0,1.0,0.0,0.0
"Reilly, Brent",2008,R1,adelaide,WB,21.0,11.0,10.0,1.0,0.0,4.0,2.0,3.0,4.0,16.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,58,,3.0,1.0,0.0,0.0
"Rutten, Ben",2008,R1,adelaide,WB,16.0,8.0,8.0,0.0,0.0,5.0,0.0,1.0,6.0,10.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,100,,5.0,1.0,0.0,0.0
"Sellar, James",2008,R1,adelaide,WB,,,,,,,,,,,,,,,,,,,,,,,,
"Shirley, Robert",2008,R1,adelaide,WB,9.0,3.0,6.0,0.0,0.0,5.0,1.0,2.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66,,2.0,1.0,0.0,0.0
"Stevens, Scott",2008,R1,adelaide,WB,21.0,17.0,4.0,1.0,2.0,7.0,1.0,2.0,10.0,10.0,0.0,0.0,1.0,3.0,3.0,0.0,10.0,0.0,87,,3.0,4.0,0.0,0.0
