Player,year,round,team,opponent,Disposals,Kicks,Handballs,Goals,Behinds,Marks,Clearances,Tackles,Contested Possessions,Uncontested Possessions,Hit Outs,Contested Marks,Marks Inside 50,Goal Assists,Frees,Frees Against,Inside 50s,Rebounds,% Played,Subs,Clangers,One Percenters,Bounces,Brownlow Votes
"Adams, Taylor",2023,R1,collingwood,GE,16.0,8.0,8.0,1.0,1.0,3.0,3.0,3.0,5.0,12.0,0.0,0.0,0.0,3.0,0.0,2.0,4.0,0.0,71,-,5.0,0.0,0.0,
"Cameron, Darcy",2023,R1,collingwood,GE,11.0,8.0,3.0,0.0,1.0,4.0,3.0,2.0,9.0,4.0,29.0,2.0,0.0,0.0,4.0,3.0,0.0,0.0,77,-,4.0,3.0,0.0,
"Carmichael, Josh",2023,R1,collingwood,GE,,,,,,,,,,,,,,,,,,,,,,,,
"Cox, Mason",2023,R1,collingwood,GE,6.0,6.0,0.0,2.0,0.0,5.0,1.0,1.0,5.0,2.0,16.0,3.0,2.0,1.0,0.0,2.0,4.0,0.0,52,-,2.0,1.0,0.0,
"Crisp, Jack",2023,R1,collingwood,GE,22.0,11.0,11.0,0.0,1.0,4.0,3.0,4.0,9.0,13.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,1.0,78,-,3.0,0.0,2.0,
"Daicos, Josh",2023,R1,collingwood,GE,27.0,16.0,11.0,0.0,0.0,3.0,5.0,3.0,9.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,92,-,0.0,1.0,0.0,
"Daicos, Nick",2023,R1,collingwood,GE,35.0,21.0,14.0,0.0,0.0,7.0,3.0,0.0,10.0,21.0,0.0,0.0,0.0,1.0,2.0,0.0,5.0,3.0,86,-,2.0,1.0,1.0,
"Elliott, Jamie",2023,R1,collingwood,GE,13.0,8.0,5.0,0.0,2.0,6.0,0.0,1.0,1.0,12.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,89,-,2.0,0.0,0.0,
"Frampton, Billy",2023,R1,collingwood,GE,,,,,,,,,,,,,,,,,,,,,,,,
"Ginnivan, Jack",2023,R1,collingwood,GE,,,,,,,,,,,,,,,,,,,,,,,,
"Harrison, Harvey",2023,R1,collingwood,GE,,,,,,,,,,,,,,,,,,,,,,,,
"Hill, Bobby",2023,R1,collingwood,GE,10.0,8.0,2.0,3.0,0.0,7.0,1.0,3.0,2.0,10.0,0.0,0.0,2.0,1.0,2.0,0.0,5.0,0.0,81,-,1.0,0.0,0.0,
"Hoskin-Elliott, Will",2023,R1,collingwood,GE,18.0,12.0,6.0,0.0,0.0,5.0,3.0,2.0,7.0,9.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,71,-,6.0,4.0,0.0,
"Howe, Jeremy",2023,R1,collingwood,GE,8.0,6.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,46,Off,0.0,3.0,0.0,
"Johnson, Ash",2023,R1,collingwood,GE,,,,,,,,,,,,,,,,,,,,,,,,
"Kelly, Will",2023,R1,collingwood,GE,,,,,,,,,,,,,,,,,,,,,,,,
