Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R13,R14,Tot
"Aish, James",1,-,-,-,-,-,-,1,-,-,-,-,,2.0
"Amiss, Jye",,-,1,2,2,-,-,1,1,-,-,-,-,7.0
"Banfield, Bailey",-,-,,1,1,1,1,-,1,3,-,-,-,8.0
"Brayshaw, Andrew",-,-,-,-,-,-,-,-,-,-,1,-,1,2.0
"Brodie, Will",1,-,,,-,-,-,,,,,,,1.0
"Chapman, Heath",-,-,-,,,,,,,,,,,
"Clark, Jordan",1,-,-,-,-,-,-,-,-,-,-,-,-,1.0
"Corbett, Josh",,,,,,-,,,,,,,,
"Cox, Brennan",-,-,-,-,-,-,-,-,-,-,-,-,-,
"Darcy, Sean",-,-,2,-,1,1,-,-,-,-,-,,,4.0
"Erasmus, Neil",,,,,,,-,-,-,,,,-,
"Frederick, Michael",-,2,1,,1,1,,-,-,1,-,1,,7.0
"Fyfe, Nat",1,,,,,,,-,-,1,-,-,-,2.0
"Henry, Liam",-,1,1,-,,,,,,,,-,-,2.0
"Hughes, Ethan",-,-,-,-,-,-,-,-,-,-,-,1,-,1.0
"Jackson, Luke",2,-,-,1,-,1,2,1,-,2,1,2,-,12.0
"Johnson, Matthew",,,-,-,-,1,-,,,-,-,1,-,2.0
"ODriscoll, Nathan",,,2,-,,,-,-,-,-,-,-,-,2.0
"OMeara, Jaeger",-,1,-,-,-,-,-,-,-,-,-,,-,1.0
"Pearce, Alex",-,-,-,-,-,-,-,-,-,-,-,-,-,
"Ryan, Luke",-,-,-,-,-,-,-,-,-,-,-,-,-,
"Schultz, Lachie",-,1,-,-,2,1,-,2,1,-,1,-,1,9.0
"Serong, Caleb",-,1,-,1,-,-,-,1,2,-,-,1,1,7.0
"Sturt, Sam",,,,,1,-,2,,,,-,-,2,5.0
"Switkowski, Sam",2,1,-,-,-,,-,1,-,1,3,-,-,8.0
"Taberner, Matthew",-,-,-,-,,,,,,,,,,
"Treacy, Josh",-,,,,,,,1,-,-,-,1,-,2.0
"Wagner, Corey",,,,,-,-,,,,,,,,
"Walker, Brandon",,,,-,-,-,-,-,-,-,-,-,-,
"Walters, Michael",,1,1,2,1,1,-,-,-,-,,-,-,6.0
"Wilson, Nathan",-,-,-,-,,,,,,,,,,
"Young, Hayden",-,-,-,-,-,-,1,-,-,-,-,-,-,1.0
Totals,8,8,8,7,9,7,6,8,5,8,6,7,5,92.0
Opponent,SK,NM,WC,AD,GC,WB,BL,HW,SY,GE,ME,RI,GW,
