Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,Tot
"Aitken, Ian",,6,18,15,14,7,10,,,,,18,4,13,15,19,9,10,9,-,,,167.0
"Alvin, Tom",17,,,18,9,21,18,28,14,23,,,,13,15,3,19,19,16,22,16,,271.0
"Blackwell, Wayne",17,,,22,9,,,,29,30,20,18,14,11,,,,,,,,,170.0
"Bradley, Craig",21,15,,21,23,27,25,23,35,14,13,20,13,34,23,17,20,18,19,22,23,22,448.0
"Brown, Fraser",12,9,,,16,14,11,7,,,,,,,,,,,,,,25,94.0
"Butts, Gerard",,,,,,9,9,,,,,,,,,,,,,,,,18.0
"Da Rui, Steven",11,,,,,,,,,,13,14,13,11,9,10,21,10,27,25,13,,177.0
"Dean, Peter",,,,,,,,,13,20,9,10,17,12,7,15,13,5,3,,,,124.0
"Dennis, Richard",,,,19,14,16,14,2,,22,8,8,3,11,,,8,,,,11,,136.0
"Dorotich, Jon",10,11,23,6,7,,13,4,11,10,12,8,,,,15,11,8,9,7,17,,182.0
"Dunlop, Jamie",11,,,,,,,,,,,,,,,,,,,,,,11.0
"Fotia, Dominic",,,,,,14,3,,,,,,,,,,,,,,4,,21.0
"Gallagher, Michael",2,,,7,7,7,7,,,,,,,,9,1,,,,,,,40.0
"Garvey, Michael",,,,,,,,8,,,,,,,,,,,,,,,8.0
"Glascott, David",24,32,23,,,,,,,,,,,,,,,,,,,,79.0
"Gleeson, Adrian",20,31,17,16,,22,26,18,16,16,14,16,16,6,10,24,17,24,23,40,18,20,410.0
"Hanna, Mil",,17,16,10,14,20,18,23,17,15,20,14,18,12,20,32,20,22,15,16,,16,355.0
"Hawker, Glenn",-,,,,,,,,,,,,,,,26,23,29,25,16,15,27,161.0
"Herman, Ian",,,20,16,11,16,29,22,15,24,18,12,9,24,22,19,,,21,17,22,15,332.0
"Hunter, Ken",20,11,7,10,5,,,,,,,,,,,,,,,,,,53.0
"Johnston, Wayne",13,15,7,,,,,14,29,11,9,15,12,11,12,,,,,,,,148.0
"Kennedy, Michael",,11,7,18,8,12,14,,,,,3,15,13,12,13,8,11,8,8,16,15,192.0
"Kernahan, David",,,,,,,,,,,,,,,,,,,,,,19,19.0
"Kernahan, Stephen",14,16,16,26,12,19,12,17,22,19,11,8,15,16,20,14,21,11,21,20,14,18,362.0
"Madden, Justin",7,12,9,7,,,,11,18,13,10,14,19,12,5,11,11,10,11,21,8,29,238.0
"Majerczak, Mark",,,,,,,,12,12,4,,,,,,,,,,,,,28.0
"Matthews, Ashley",,,,,,,,,,,,,,,,,,7,12,19,12,6,56.0
"McKenzie, Warren",,,,,6,6,10,8,12,11,6,6,7,9,13,15,15,15,7,12,11,12,181.0
"McKinnon, Andrew",20,10,6,,,,,,,,15,10,8,,,,,,,,9,12,90.0
"Meldrum, Paul",,,,,,,,,,,12,29,11,18,19,22,24,30,5,18,8,,196.0
"Minton-Connell, Simon",,,,,,,,,,,,,,,1,,,,,,,,1.0
"Murphy, Fraser",12,11,15,,,,,,,,14,8,3,3,,,,17,3,12,,,98.0
"Naley, Mark",22,18,13,28,12,25,24,,,24,13,23,28,19,16,26,19,7,,,,,317.0
"OSullivan, Luke",,,17,11,10,12,18,21,11,15,5,,,,,,,,,,,,120.0
"Payne, Paul",,,7,4,,,,2,5,,,,,,,,,,,,,12,30.0
"Phillips, Andrew",,,,,11,10,10,14,10,5,,,,,8,10,4,,19,13,3,,117.0
"Poursanidis, Phillip",,,,,,,,,,,,,,,,,,,,,,1,1.0
"Rhys-Jones, David",,23,18,27,19,22,11,26,14,23,7,,,,,,13,18,17,15,10,9,272.0
"Robertson, Shane",,,17,13,15,27,21,22,14,15,10,7,18,15,20,20,-,,,,,12,246.0
"Sartori, Peter",,11,7,,,,,,,,,,,,,,,,,5,12,8,43.0
"Silvagni, Stephen",16,13,11,13,6,,,,,,,,,,,,,9,,,,,68.0
"Strauch, Dean",,6,,,,,,,,,,,,,,,,,,,,6,12.0
"Verbeek, Simon",11,3,,,,10,,,15,2,,,8,6,18,17,8,28,20,17,17,10,190.0
"White, Peter",,,,,,,,12,5,,,,,,,,,,,,,,17.0
Totals,280,281,274,307,228,316,303,294,317,316,239,261,251,269,274,329,284,308,290,325,259,294,6299.0
Opponent,FO,SK,GE,ES,HW,RI,ME,CW,FI,BB,SY,NM,WC,ES,CW,FO,ME,HW,RI,SK,WC,BB,
