Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R13,R14,R15,R16,Tot
"Ah Chee, Callum",,,,,,,,,,25,,,11,,70,35.0/135:54
"Andrews, Harris",100,100,94,98,100,96,93,98,100,96,100,94,96,97,98,97.4/1852:10
"Answerth, Noah",,,28,,,,21,69,11,,,,,,,32.5/160:14
"Ashcroft, Will",81,81,78,79,67,76,83,73,71,73,70,77,80,70,79,75.9/1444:01
"Bailey, Zac",82,87,83,80,81,78,84,80,80,80,82,80,77,78,83,81.0/1541:06
"Berry, Jarrod",72,81,81,84,60,76,77,77,81,72,74,86,77,73,79,76.6/1458:55
"Cameron, Charlie",83,67,84,84,80,75,82,87,76,87,80,86,83,83,71,80.5/1531:12
"Coleman, Keidean",68,,75,76,80,79,80,62,82,67,74,9,80,79,83,71.0/1258:49
"Daniher, Joe",86,88,81,81,88,89,89,88,84,93,92,90,91,88,87,87.7/1669:35
"Dunkley, Josh",82,69,82,80,86,83,85,86,81,86,80,79,85,80,56,80.0/1521:30
"Fletcher, Jaspa",,,,,,,,,,,,,63,68,77,69.3/259:48
"Fort, Darcy",,82,47,,81,,,,,,,,70,32,25,56.8/425:34
"Gardiner, Darcy",,,,,,,,,,,88,86,,,,87.0/227:45
"Gunston, Jack",81,68,87,75,,83,81,79,84,74,62,80,,,,77.4/1087:58
"Hipwood, Eric",82,95,85,76,74,74,87,91,86,83,82,85,83,89,84,83.7/1592:51
"Joyce, Darragh",,93,93,90,86,60,,,,,,,,,,84.3/533:24
"Lester, Ryan",,,,,,,80,82,79,86,93,,89,90,91,86.3/874:40
"Lohmann, Kai",,,,,,,,,,,,,71,51,,61.5/152:08
"Lyons, Jarryd",,,,,22,24,,18,,,,,,,,21.3/81:09
"Madden, James",,,,,,,,,,,14,,,,,14.0/19:05
"McCarthy, Lincoln",84,84,75,80,83,81,73,76,80,85,79,77,82,76,82,79.9/1519:22
"McCluggage, Hugh",79,83,75,88,80,77,82,77,76,79,81,65,,86,81,79.3/1404:12
"McInerney, Oscar",85,75,79,82,81,78,85,82,79,91,84,88,81,84,75,81.9/1559:43
"McKenna, Conor",80,84,87,73,85,82,85,82,84,87,88,75,79,85,82,82.5/1569:30
"Neale, Lachie",86,84,88,84,88,82,87,84,87,85,89,87,90,91,89,86.7/1649:13
"Payne, Jack",95,94,91,91,89,88,96,95,93,88,,96,83,88,83,90.7/1602:52
"Prior, Jaxon",23,,,83,,,,,,,,69,,,,57.8/224:44
"Rayner, Cam",78,73,72,81,86,80,76,72,78,75,85,85,88,80,83,79.5/1512:27
"Rich, Daniel",87,67,,,70,82,68,,,,70,61,,,,72.3/653:17
"Robertson, Deven",72,31,,9,,,,,,,,67,71,72,79,57.0/508:47
"Sharp, Harry",,,,,,,,78,73,52,,,,,,67.5/254:12
"Starcevich, Brandon",86,89,84,89,90,98,88,86,82,82,88,87,88,89,78,87.0/1654:15
"Tunstill, James",52,,,,,,,,,,,,,,,52.0/69:17
"Wilmot, Darcy",77,70,73,64,65,72,70,76,80,81,70,77,81,74,84,74.2/1412:15
"Zorko, Dayne",,54,79,74,78,85,49,,70,71,77,,,,,70.8/810:06
Totals,,,,,,,,,,,,,,,,
Opponent,PA,ME,WB,CW,NM,GW,FR,CA,ES,GC,AD,HW,SY,SK,RI,
