Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,EF,Tot
"Aitken, Michael",,,,,,,,,,,,2,,,,,,,,,,,,2.0
"Alvin, Tom",2,1,1,-,4,4,2,-,1,1,1,4,3,-,2,5,2,2,2,4,2,2,2,47.0
"Ashman, Rodney",1,5,4,3,1,1,2,4,2,-,,,,1,-,-,2,1,3,2,-,-,,32.0
"Austin, Rod",,,-,3,-,,,1,-,1,1,3,,,,,,,,,,,,9.0
"Baynes, Rhett",1,-,-,1,3,2,2,2,1,3,-,,,,,,,,,,,,,15.0
"Blackwell, Wayne",1,-,-,2,5,3,1,-,1,,,-,3,1,1,2,,,1,1,4,,-,26.0
"Buckley, Jim",1,-,-,2,1,,,,,,,,,,,,,3,1,-,3,,-,11.0
"Buckley, Mark",,,,,,,,-,,,,,,,,,,,,,,,,
"Dean, Peter",,,,,2,1,3,1,1,-,1,1,-,1,1,-,2,3,1,1,2,-,-,21.0
"Doull, Bruce",3,1,,,,,,,,,,,,,,,,,,,,2,,6.0
"English, Des",,,,,,,-,,,,,,-,1,-,-,-,2,3,1,3,2,1,13.0
"Gaghan, Neil",,,,,,,,,,,2,-,-,,,,,,,,,,,2.0
"Glascott, David",-,3,1,1,4,4,,1,2,1,3,-,3,3,2,,,,,3,1,-,,32.0
"Harmes, Wayne",3,-,6,-,,4,2,1,,2,1,,,-,1,-,2,2,-,2,5,1,1,33.0
"Hartney, Brendan",2,2,1,2,1,2,,,,,,,,,,,,-,,,,,,10.0
"Howell, Scott",,,,,,1,,,,,,,,,,,,,,,,,,1.0
"Hunter, Ken",,6,3,,,,2,3,1,1,1,1,2,2,,2,4,2,2,1,1,1,-,35.0
"Johnston, Wayne",1,3,1,3,,2,3,1,2,2,2,,,,,1,1,-,1,-,1,1,3,28.0
"Jones, Warren",2,1,1,,,,,,,,,,,,,,,,,,,,,4.0
"Kennedy, Michael",,2,1,,,,,,,,,,,,,,,,,,,,,3.0
"Kourkoumelis, Spiro",,,,,,,,4,2,1,4,2,4,3,1,2,4,4,-,,1,,6,38.0
"Maclure, Mark",2,2,1,2,2,1,1,,-,1,1,1,1,2,1,3,1,2,,,-,1,3,28.0
"Madden, Justin",,,,6,5,4,1,4,1,1,6,4,8,3,5,2,4,3,4,4,3,7,5,80.0
"Marchesani, Frank",1,,,,,,2,,,,,,,,,,,,,,,,1,4.0
"Marcou, Alex",-,,,,,,,,,-,-,,1,,,,,,,,,,-,1.0
"McConville, Peter",,1,1,3,1,,,,,,,,3,-,3,-,-,1,1,2,-,3,1,20.0
"McKenzie, Warren",,,,,,,,,,,,-,-,,1,-,-,-,-,-,-,,-,1.0
"Meldrum, Paul",1,2,3,1,-,2,4,-,-,1,-,3,-,3,-,-,1,2,-,-,-,5,3,31.0
"Montgomery, Allan",3,2,3,1,-,-,,,,,,3,-,,,,,,,,,,,12.0
"Muller, Ian",,,,,-,,,,,,,,,,,,,,-,,,1,,1.0
"Murphy, Fraser",,-,3,1,-,2,-,3,1,2,2,4,1,1,1,1,4,2,1,2,,2,2,35.0
"Nixon, Ricky",,,,,,,,,,,,,,,,,,,,-,,,,
"Ogier, Darren",,,,,,,1,3,1,,,,,,,,,,,,,,,5.0
"Perovic, Val",,,,,,,,,-,-,,,,,,,,,,,,,,
"Ralph, Warren",1,,,,,,,,,,,,,,,,,,,,,1,,2.0
"Reid, Bruce",4,-,3,2,2,1,1,1,,,,,3,1,-,-,1,1,,,,,,20.0
"Rhys-Jones, David",3,1,4,1,,3,3,,2,1,-,3,,1,4,1,4,,3,4,2,4,2,46.0
"Robertson, Shane",,,,-,2,1,,,,,2,-,-,-,,,,,-,,,-,,5.0
"Rohde, Peter",,,,2,-,2,-,3,3,-,1,2,6,-,1,4,2,1,1,2,2,1,-,33.0
"Sheldon, Ken",,,,,,1,1,2,-,1,-,3,,2,-,,-,,,-,3,,,13.0
"Shine, Brad",-,,,,,,,,,,,,,,,,,,,,,,,
"Silvagni, Stephen",,,,,,,1,2,1,-,1,1,1,2,-,1,1,3,2,1,3,5,2,27.0
"Williams, Mark",,,,,-,,,,,,,,,,-,-,-,1,,,,,,1.0
Totals,32,32,37,36,33,41,32,36,22,19,29,37,39,27,24,24,35,35,26,30,36,39,32,733.0
Opponent,FO,SK,NM,GE,ME,ES,SY,RI,FI,HW,CW,FO,SK,NM,GE,ME,ES,SY,RI,FI,HW,CW,NM,
