Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,Tot
"Barker, Syd",,,,,,,,1,,-,,,,,,,,,1.0
"Bourke, Bill",1,2,2,3,-,2,2,-,-,,2,3,2,1,2,1,1,1,25.0
"Bowden, Bob",-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,-,,
"Burns, Bill",-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1.0
"Chapman, Doug",,,-,-,-,-,-,,,,-,-,-,-,,,-,-,
"Condon, Dick",1,1,1,-,1,1,1,-,2,,2,-,2,1,-,-,1,2,16.0
"Gibson, George",,,-,,,,,-,-,,1,-,-,2,-,-,-,-,3.0
"Hannaford, Vin",,-,,,,,,,,,,,,,,,,,
"Hardiman, Jack",-,1,-,,1,1,-,,,-,1,-,-,-,-,1,-,-,5.0
"Heaney, Tom",1,1,,,-,,,,,,,,,-,1,,-,-,3.0
"Hill, Herbert",-,-,-,-,1,-,-,-,,1,,,,-,-,,,-,2.0
"Incigneri, Len",-,-,,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,
"Johnston, Alex",,-,,,,,,,,,,,,,,,,,
"Johnston, Walter",,,,,,,,-,,,,,,,,,,,
"Lang, Bill",-,1,-,,-,1,1,-,-,,,,,,,,,,3.0
"Larkin, Fred",,,,,,,,,,,,,,,-,-,,,
"Lawson, Ivor",,,-,-,1,-,-,,-,-,-,-,-,-,-,-,-,-,1.0
"Luff, Bill",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Mahoney, Bill",-,1,2,-,1,1,-,-,-,-,,-,1,-,-,1,-,2,9.0
"McDonald, Ernie",-,-,-,-,,,,,,,,,,,,,,,
"Megson, Jack",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2.0
"Neil, Harry",,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"OConnell, Stan",,,-,1,2,,,,-,-,,,,,,,,,3.0
"Ohlson, Ted",-,-,-,-,-,,2,1,-,-,1,-,-,,1,-,,1,6.0
"Pannam, Charlie",1,3,1,,1,,,,1,-,2,-,1,1,3,-,2,6,22.0
"Pemberton, Jack",,,,-,,,,-,,-,,,,,,,,,
"Rankine, George",,,,,,,,,,,-,-,,,,,,,
"Ryan, Ted",-,,,1,,1,-,-,-,-,-,,-,-,,-,,-,2.0
"Sanguinetti, Frank",,,,,,,,,,,,,,,,,-,,
"Schmidt, Billy",4,2,1,1,,2,3,-,-,-,2,2,1,-,1,-,-,1,20.0
"Speakman, Percy",,,,,,,,,,,,-,-,,3,1,,,4.0
"St John, George",,,,,,,,,,,,,,,,-,-,,
"Stainer, Percy",,,,-,,-,-,-,-,-,-,,,,,,,,
"Williams, Charles",-,,-,,,-,,,,,,,,,,,,,
Totals,8,12,7,6,8,9,9,2,3,1,11,5,7,5,11,4,4,16,128.0
Opponent,ME,UN,FI,ES,GE,CW,SM,CA,SK,ME,UN,FI,ES,GE,CW,SM,CA,SK,
