Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R13,R14,R15,Tot
"Ah Chee, Callum",,,,,,,,,,1,,,-,,1.0
"Andrews, Harris",2,-,1,1,3,-,-,1,-,1,2,3,1,-,15.0
"Answerth, Noah",,,1,,,,-,2,-,,,,,,3.0
"Ashcroft, Will",1,3,2,1,-,1,1,1,1,5,1,-,-,-,17.0
"Bailey, Zac",3,1,-,1,-,1,-,-,1,-,1,2,1,-,11.0
"Berry, Jarrod",1,1,4,-,-,-,-,-,-,-,1,-,2,1,10.0
"Cameron, Charlie",1,-,1,1,2,1,1,1,1,1,-,1,-,-,11.0
"Coleman, Keidean",2,,1,-,1,2,-,1,-,-,-,1,1,1,10.0
"Daniher, Joe",1,3,1,2,1,-,1,-,1,-,-,1,2,-,13.0
"Dunkley, Josh",3,1,-,-,1,3,1,4,-,1,3,5,4,3,29.0
"Fletcher, Jaspa",,,,,,,,,,,,,-,-,
"Fort, Darcy",,-,1,,1,,,,,,,,-,1,3.0
"Gardiner, Darcy",,,,,,,,,,,2,1,,,3.0
"Gunston, Jack",-,1,2,-,,-,-,-,-,1,1,-,,,5.0
"Hipwood, Eric",1,-,1,-,-,-,1,3,1,-,-,-,-,1,8.0
"Joyce, Darragh",,-,2,-,1,1,,,,,,,,,4.0
"Lester, Ryan",,,,,,,3,-,2,-,1,,1,1,8.0
"Lohmann, Kai",,,,,,,,,,,,,-,-,
"Lyons, Jarryd",,,,,1,1,,-,,,,,,,2.0
"Madden, James",,,,,,,,,,,-,,,,
"McCarthy, Lincoln",2,-,1,1,1,1,-,-,-,1,1,-,1,1,10.0
"McCluggage, Hugh",-,-,1,-,-,2,1,1,-,2,-,2,,1,10.0
"McInerney, Oscar",-,-,-,5,1,-,1,5,1,1,-,-,3,-,17.0
"McKenna, Conor",-,2,-,-,-,-,-,-,1,-,-,-,-,-,3.0
"Neale, Lachie",3,1,4,3,-,1,-,2,2,1,4,-,3,1,25.0
"Payne, Jack",1,-,-,-,1,1,-,1,1,1,,1,1,-,8.0
"Prior, Jaxon",-,,,1,,,,,,,,-,,,1.0
"Rayner, Cam",2,-,1,2,-,-,1,1,-,1,1,-,1,2,12.0
"Rich, Daniel",2,1,,,1,1,-,,,,-,1,,,6.0
"Robertson, Deven",-,1,,-,,,,,,,,1,1,-,3.0
"Sharp, Harry",,,,,,,,1,1,-,,,,,2.0
"Starcevich, Brandon",-,-,2,-,1,1,1,-,1,-,2,1,1,1,11.0
"Tunstill, James",-,,,,,,,,,,,,,,
"Wilmot, Darcy",-,2,-,1,3,-,-,-,2,3,1,-,-,-,12.0
"Zorko, Dayne",,1,-,-,2,-,1,,2,-,-,,,,6.0
Totals,25,18,26,19,21,17,13,24,18,20,21,20,23,14,279.0
Opponent,PA,ME,WB,CW,NM,GW,FR,CA,ES,GC,AD,HW,SY,SK,
