Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R13,R14,R15,R16,R17,Tot
"Ah Chee, Callum",,,,,,,,,,3,,,-,,5,,8.0
"Andrews, Harris",7,17,15,8,6,4,14,9,17,11,1,9,5,11,6,12,152.0
"Answerth, Noah",,,4,,,,3,9,4,,,,,,,,20.0
"Ashcroft, Will",5,14,14,13,21,10,21,11,22,18,8,15,7,13,16,17,225.0
"Bailey, Zac",9,4,10,14,13,8,15,9,9,7,14,9,17,8,10,12,168.0
"Berry, Jarrod",11,8,12,19,13,7,7,23,7,12,8,7,9,12,13,,168.0
"Cameron, Charlie",3,5,4,10,11,7,4,3,9,5,4,4,4,5,7,3,88.0
"Coleman, Keidean",9,,6,11,7,10,12,7,19,8,11,5,14,10,16,11,156.0
"Daniher, Joe",4,4,4,8,16,8,7,12,9,9,3,4,4,14,7,11,124.0
"Dunkley, Josh",5,10,14,12,13,9,15,19,9,15,12,14,16,17,12,,192.0
"Fletcher, Jaspa",,,,,,,,,,,,,8,7,13,7,35.0
"Fort, Darcy",,6,4,,3,,,,,,,,2,1,1,,17.0
"Gardiner, Darcy",,,,,,,,,,,2,2,,,,,4.0
"Gunston, Jack",6,8,6,4,,6,3,10,6,15,1,5,,,,14,84.0
"Hipwood, Eric",3,5,4,7,12,1,6,7,9,9,-,7,7,7,7,9,100.0
"Joyce, Darragh",,6,4,4,10,4,,,,,,,,,,,28.0
"Lester, Ryan",,,,,,,8,7,12,9,4,,8,11,8,10,77.0
"Lohmann, Kai",,,,,,,,,,,,,8,5,,4,17.0
"Lyons, Jarryd",,,,,6,1,,2,,,,,,,,17,26.0
"Madden, James",,,,,,,,,,,-,,,,,5,5.0
"McCarthy, Lincoln",3,5,4,8,10,4,5,3,4,3,10,9,4,7,11,,90.0
"McCluggage, Hugh",7,11,8,11,15,13,15,17,19,18,7,11,,13,22,12,199.0
"McInerney, Oscar",2,1,1,1,2,3,1,3,4,5,3,4,5,1,4,6,46.0
"McKenna, Conor",10,8,13,9,12,10,12,9,9,10,9,11,10,14,16,13,175.0
"Neale, Lachie",11,16,17,9,20,7,12,10,18,19,6,20,13,14,20,21,233.0
"Payne, Jack",2,10,11,6,7,4,10,7,6,8,,6,6,10,3,5,101.0
"Prior, Jaxon",3,,,7,,,,,,,,5,,,,,15.0
"Rayner, Cam",8,9,10,9,12,11,7,5,7,7,8,8,11,7,7,17,143.0
"Rich, Daniel",7,8,,,6,17,15,,,,12,10,,,,,75.0
"Robertson, Deven",4,-,,1,,,,,,,,5,9,4,7,5,35.0
"Sharp, Harry",,,,,,,,8,12,9,,,,,,,29.0
"Starcevich, Brandon",2,6,11,6,8,2,2,10,6,7,3,7,3,5,10,7,95.0
"Tunstill, James",2,,,,,,,,,,,,,,,,2.0
"Wilmot, Darcy",7,7,11,3,4,6,11,3,6,11,10,13,9,13,16,12,142.0
"Zorko, Dayne",,16,12,10,15,12,11,,18,10,9,,,,,12,125.0
Totals,130,184,199,190,242,164,216,203,241,228,145,190,179,209,237,242,3199.0
Opponent,PA,ME,WB,CW,NM,GW,FR,CA,ES,GC,AD,HW,SY,SK,RI,WC,
