Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R13,R14,R15,R16,Tot
"Ah Chee, Callum",,,,,,,,,,2,,,-,,5,7.0
"Andrews, Harris",5,3,6,5,8,6,5,4,2,3,4,4,1,9,6,71.0
"Answerth, Noah",,,1,,,,4,7,-,,,,,,,12.0
"Ashcroft, Will",8,15,10,11,2,8,7,2,6,12,9,5,16,3,11,125.0
"Bailey, Zac",6,9,4,6,9,8,4,5,4,5,10,9,9,7,3,98.0
"Berry, Jarrod",5,11,6,2,2,5,9,6,3,7,5,7,9,9,4,90.0
"Cameron, Charlie",3,4,4,3,3,7,9,10,1,3,3,5,2,5,3,65.0
"Coleman, Keidean",5,,7,3,6,5,3,4,1,2,5,1,8,1,5,56.0
"Daniher, Joe",5,7,2,9,4,7,8,4,6,7,5,6,8,6,11,95.0
"Dunkley, Josh",14,15,10,14,13,14,12,14,13,16,19,15,15,9,9,202.0
"Fletcher, Jaspa",,,,,,,,,,,,,5,6,4,15.0
"Fort, Darcy",,5,5,,10,,,,,,,,6,4,2,32.0
"Gardiner, Darcy",,,,,,,,,,,6,4,,,,10.0
"Gunston, Jack",2,6,5,2,,7,4,5,1,1,4,2,,,,39.0
"Hipwood, Eric",1,2,2,1,3,5,2,8,6,1,3,3,4,5,4,50.0
"Joyce, Darragh",,3,5,1,4,3,,,,,,,,,,16.0
"Lester, Ryan",,,,,,,5,1,9,2,3,,4,7,7,38.0
"Lohmann, Kai",,,,,,,,,,,,,6,1,,7.0
"Lyons, Jarryd",,,,,2,7,,-,,,,,,,,9.0
"Madden, James",,,,,,,,,,,-,,,,,
"McCarthy, Lincoln",4,4,3,4,5,5,6,5,7,5,8,5,6,6,3,76.0
"McCluggage, Hugh",7,11,11,10,6,8,7,10,7,13,9,8,,9,14,130.0
"McInerney, Oscar",10,10,11,16,9,8,12,14,9,9,11,7,13,8,6,153.0
"McKenna, Conor",6,7,4,4,4,4,2,1,3,4,5,1,7,2,1,55.0
"Neale, Lachie",11,10,14,15,17,14,24,9,15,17,18,9,16,15,15,219.0
"Payne, Jack",2,2,2,1,5,7,3,5,3,6,,6,2,3,1,48.0
"Prior, Jaxon",-,,,2,,,,,,,,-,,,,2.0
"Rayner, Cam",6,8,3,7,4,5,6,3,14,7,7,5,4,4,8,91.0
"Rich, Daniel",5,5,,,5,4,2,,,,3,1,,,,25.0
"Robertson, Deven",1,1,,-,,,,,,,,12,7,3,9,33.0
"Sharp, Harry",,,,,,,,7,5,-,,,,,,12.0
"Starcevich, Brandon",1,2,7,7,7,4,10,1,4,5,7,3,1,5,4,68.0
"Tunstill, James",5,,,,,,,,,,,,,,,5.0
"Wilmot, Darcy",4,6,5,7,6,3,4,5,8,10,3,6,7,-,3,77.0
"Zorko, Dayne",,5,6,7,7,5,9,,6,3,10,,,,,58.0
Totals,116,151,133,137,141,149,157,130,133,140,157,124,156,127,138,2089.0
Opponent,PA,ME,WB,CW,NM,GW,FR,CA,ES,GC,AD,HW,SY,SK,RI,
