Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R13,R14,R15,Tot
"Ah Chee, Callum",,,,,,,,,,1,,,-,,1.0
"Andrews, Harris",-,2,1,1,-,-,1,-,2,1,-,1,1,2,12.0
"Answerth, Noah",,,1,,,,1,4,1,,,,,,7.0
"Ashcroft, Will",1,2,2,6,3,2,3,-,2,4,1,-,2,3,31.0
"Bailey, Zac",2,2,1,5,5,3,3,1,5,4,5,5,7,5,53.0
"Berry, Jarrod",5,4,7,5,6,1,3,3,1,1,4,-,4,3,47.0
"Cameron, Charlie",1,5,2,4,5,-,2,1,-,2,1,5,1,1,30.0
"Coleman, Keidean",4,,-,5,1,4,-,2,6,-,1,1,3,2,29.0
"Daniher, Joe",2,1,1,6,6,9,1,5,3,7,1,3,4,5,54.0
"Dunkley, Josh",1,3,4,-,-,2,1,3,2,1,4,1,4,4,30.0
"Fletcher, Jaspa",,,,,,,,,,,,,3,2,5.0
"Fort, Darcy",,2,4,,4,,,,,,,,1,-,11.0
"Gardiner, Darcy",,,,,,,,,,,2,1,,,3.0
"Gunston, Jack",2,5,-,1,,3,-,1,4,3,-,1,,,20.0
"Hipwood, Eric",2,3,1,1,1,2,1,5,2,2,-,1,1,2,24.0
"Joyce, Darragh",,-,-,-,1,-,,,,,,,,,1.0
"Lester, Ryan",,,,,,,-,1,1,1,2,,2,1,8.0
"Lohmann, Kai",,,,,,,,,,,,,4,1,5.0
"Lyons, Jarryd",,,,,2,1,,-,,,,,,,3.0
"Madden, James",,,,,,,,,,,-,,,,
"McCarthy, Lincoln",1,1,3,-,5,1,2,1,2,2,8,4,5,2,37.0
"McCluggage, Hugh",3,2,6,6,6,7,8,3,6,4,4,3,,4,62.0
"McInerney, Oscar",2,3,2,5,1,3,3,4,3,4,4,3,5,3,45.0
"McKenna, Conor",3,1,5,-,5,3,6,1,3,-,2,4,5,2,40.0
"Neale, Lachie",5,5,3,1,6,4,8,2,8,2,4,4,3,3,58.0
"Payne, Jack",-,1,-,-,1,2,-,-,1,1,,3,1,1,11.0
"Prior, Jaxon",-,,,1,,,,,,,,-,,,1.0
"Rayner, Cam",-,3,1,4,1,1,4,3,5,4,5,3,5,2,41.0
"Rich, Daniel",2,1,,,2,4,3,,,,6,-,,,18.0
"Robertson, Deven",1,1,,1,,,,,,,,-,2,2,7.0
"Sharp, Harry",,,,,,,,4,2,4,,,,,10.0
"Starcevich, Brandon",-,1,1,-,1,1,2,1,2,4,2,-,1,2,18.0
"Tunstill, James",2,,,,,,,,,,,,,,2.0
"Wilmot, Darcy",1,3,2,-,2,-,2,2,2,3,3,2,2,2,26.0
"Zorko, Dayne",,8,1,2,2,6,8,,6,5,7,,,,45.0
Totals,40,59,48,54,66,59,62,47,69,60,66,45,66,54,795.0
Opponent,PA,ME,WB,CW,NM,GW,FR,CA,ES,GC,AD,HW,SY,SK,
