Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R13,R14,R15,R16,R17,Tot
"Ah Chee, Callum",,,,,,,,,,1,,,-,,4,,5.0
"Andrews, Harris",6,10,16,7,5,4,11,6,12,8,2,7,2,14,7,13,130.0
"Answerth, Noah",,,-,,,,2,6,2,,,,,,,,10.0
"Ashcroft, Will",-,-,2,2,7,2,7,4,7,7,-,1,1,5,3,5,53.0
"Bailey, Zac",4,-,4,2,6,3,6,3,4,1,4,1,3,4,6,4,55.0
"Berry, Jarrod",5,3,3,7,5,3,3,9,3,8,2,3,4,8,6,,72.0
"Cameron, Charlie",2,1,2,6,5,6,2,1,4,2,1,2,1,2,4,1,42.0
"Coleman, Keidean",2,,1,4,6,2,6,4,7,4,4,-,3,6,10,6,65.0
"Daniher, Joe",3,4,3,6,13,9,5,6,9,8,2,5,3,8,10,4,98.0
"Dunkley, Josh",-,3,9,6,5,6,7,11,7,7,2,7,3,6,3,,82.0
"Fletcher, Jaspa",,,,,,,,,,,,,4,4,7,3,18.0
"Fort, Darcy",,2,3,,6,,,,,,,,1,-,-,,12.0
"Gardiner, Darcy",,,,,,,,,,,2,2,,,,,4.0
"Gunston, Jack",4,7,6,4,,4,3,5,5,13,1,5,,,,8,65.0
"Hipwood, Eric",2,6,3,5,10,2,4,4,4,6,1,8,10,5,5,8,83.0
"Joyce, Darragh",,6,4,4,6,5,,,,,,,,,,,25.0
"Lester, Ryan",,,,,,,4,7,7,8,2,,5,8,4,4,49.0
"Lohmann, Kai",,,,,,,,,,,,,4,1,,4,9.0
"Lyons, Jarryd",,,,,1,-,,-,,,,,,,,5,6.0
"Madden, James",,,,,,,,,,,-,,,,,-,
"McCarthy, Lincoln",2,3,2,2,4,1,2,-,3,1,2,2,1,5,2,,32.0
"McCluggage, Hugh",3,3,3,4,2,5,4,3,5,6,-,2,,5,6,8,59.0
"McInerney, Oscar",2,2,3,1,2,-,1,-,6,4,1,1,3,2,2,4,34.0
"McKenna, Conor",-,3,2,3,4,4,7,5,5,5,4,2,2,7,6,6,65.0
"Neale, Lachie",-,8,2,3,3,3,2,2,4,8,1,14,3,5,8,7,73.0
"Payne, Jack",2,8,7,4,7,6,8,9,7,5,,7,3,7,1,3,84.0
"Prior, Jaxon",1,,,4,,,,,,,,3,,,,,8.0
"Rayner, Cam",4,4,6,5,5,6,3,1,4,5,3,5,5,5,3,6,70.0
"Rich, Daniel",4,3,,,4,5,11,,,,6,5,,,,,38.0
"Robertson, Deven",-,-,,-,,,,,,,,3,2,3,5,3,16.0
"Sharp, Harry",,,,,,,,3,6,4,,,,,,,13.0
"Starcevich, Brandon",1,5,5,2,3,2,3,7,4,6,3,2,1,5,4,2,55.0
"Tunstill, James",1,,,,,,,,,,,,,,,,1.0
"Wilmot, Darcy",4,2,7,1,1,-,7,1,4,6,2,3,4,9,6,5,62.0
"Zorko, Dayne",,9,4,5,8,6,4,,9,4,2,,,,,2,53.0
Totals,52,92,97,87,118,84,112,97,128,127,47,90,68,124,112,111,1546.0
Opponent,PA,ME,WB,CW,NM,GW,FR,CA,ES,GC,AD,HW,SY,SK,RI,WC,
