Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,SF,PF,Tot
"Bamblett, Les",6,2,4,-,3,2,-,5,4,3,3,6,3,2,,1,5,5,4,1,3,-,-,3,1,66.0
"Baxter, Darren",,,,,1,2,-,2,,,,,,,,,,,,,,,,,,5.0
"Baxter, Peter",,,,,,,,,-,,,,,,,,,,,,,,,,,
"Beasley, Simon",10,5,9,2,8,2,5,2,4,6,2,3,4,9,14,3,-,13,2,4,5,2,2,7,4,127.0
"Buhagiar, Tony",5,4,3,4,1,5,3,3,6,2,5,2,3,2,3,4,3,6,2,1,3,2,2,2,2,78.0
"Cordy, Brian",8,2,-,3,5,5,3,1,1,2,3,5,6,2,2,2,2,4,2,6,3,-,-,4,-,71.0
"Cordy, Graeme",,,,,,,4,,2,,,,,,2,,,,,,,,,,,8.0
"Cordy, Neil",8,1,2,1,2,5,2,-,4,1,2,1,2,5,4,1,4,1,,,,-,,,1,47.0
"Daniels, Allen",3,3,3,-,2,1,3,3,5,2,3,6,4,2,5,3,7,6,1,2,2,,4,10,6,86.0
"Dunne, Emmett",,,,,,,,,,1,,,,,,,,,,,,,,,,1.0
"Edmond, Jim",,8,7,3,8,10,9,,,1,7,3,7,2,12,7,1,5,6,1,5,2,10,5,3,122.0
"Egan, Mick",3,3,1,1,,,,-,,,,,,,,,,,,,,,,,,8.0
"Ford, Alister",,,,,,,,,,,5,,,,,,,,,,,,,,,5.0
"Ford, Michael",2,2,1,-,,,,,,,,,1,-,1,,6,1,3,3,3,1,-,-,,24.0
"Foster, Peter",4,-,1,2,,,,,,5,2,4,4,3,6,4,3,3,5,2,3,1,-,2,3,57.0
"Groenewegen, Robert",7,2,6,-,-,1,,4,1,,-,4,,1,-,-,,,,2,-,,,3,1,32.0
"Hardie, Brad",9,3,2,1,4,3,5,2,3,2,6,9,3,6,6,4,9,3,5,6,7,3,3,5,4,113.0
"Hawkins, Doug",8,1,12,5,4,11,8,6,7,2,,4,10,8,4,5,12,9,11,5,5,2,13,11,9,172.0
"Kellett, Mark",,,,,,,,,,,,,,,,,3,-,-,9,3,7,4,-,,26.0
"Kennedy, Rick",5,4,2,1,3,-,5,-,3,1,2,4,2,,,,,,,,,1,-,4,-,37.0
"MacPherson, Rod",,,,,5,3,,,9,-,1,3,,,2,2,,,3,4,,,,,,32.0
"Macpherson, Stephen",4,4,7,3,-,-,5,4,5,3,4,4,5,6,5,2,4,5,3,4,2,2,1,1,2,85.0
"Maylin, Phil",,,,,4,6,2,2,,,4,1,1,4,4,2,,,4,5,1,3,2,4,2,51.0
"McLean, Michael",4,1,2,-,3,-,2,1,1,-,1,,1,2,2,1,1,4,1,,2,2,3,-,2,36.0
"Peart, Neil",,,,,,,,,,,,,,,,5,1,2,6,2,3,6,3,,1,29.0
"Petraglia, Angelo",,,,,,,,,,,,,,,,,-,-,,,,,,,,
"Purser, Andrew",2,2,3,7,6,5,7,5,4,3,,9,3,7,6,5,5,3,3,3,7,2,2,3,3,105.0
"Royal, Brian",5,5,6,4,4,4,10,2,4,5,5,6,9,6,6,5,2,2,3,4,1,4,4,6,3,115.0
"Sewell, Jim",1,1,1,2,10,6,4,2,5,5,7,5,4,8,3,3,3,5,1,1,4,8,3,7,7,106.0
"Tzatzaris, Zeno",,,,,,,,,1,1,3,1,3,1,,,,,,,,,,,,10.0
"Wallis, Stephen",8,8,8,7,8,5,11,6,6,6,8,5,6,10,7,4,5,10,10,3,9,10,7,10,1,178.0
"Williams, Ian",1,,,,,,4,2,,,,,,,,,,,,,,,,,,7.0
Totals,103,61,80,46,81,76,92,52,75,51,73,85,81,86,94,63,76,87,75,68,71,58,63,87,55,1839.0
Opponent,CA,NM,GE,ME,ES,SY,RI,FI,HW,CW,SK,CA,NM,GE,ME,ES,SY,RI,FI,HW,CW,SK,HW,NM,HW,
