Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R13,R14,R15,R16,Tot
"Aish, James",1,-,-,-,-,-,-,-,-,1,1,-,,,-,3.0
"Amiss, Jye",,-,2,1,3,1,1,3,2,3,3,4,-,2,4,29.0
"Banfield, Bailey",-,1,,2,1,-,-,2,1,1,2,-,-,,,10.0
"Brayshaw, Andrew",-,-,1,-,1,-,2,2,-,1,-,1,-,1,-,9.0
"Brodie, Will",-,1,,,-,-,-,,,,,,,,,1.0
"Chapman, Heath",-,-,-,,,,,,,,,,,,,
"Clark, Jordan",-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,1.0
"Corbett, Josh",,,,,,-,,,,,,,,,,
"Cox, Brennan",-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0
"Darcy, Sean",-,-,1,-,-,1,-,-,-,1,-,,,-,1,4.0
"Erasmus, Neil",,,,,,,-,-,-,,,,-,-,-,
"Frederick, Michael",1,1,2,,-,2,,3,2,2,1,-,,2,1,17.0
"Fyfe, Nat",-,,,,,,,1,-,-,-,1,1,-,-,3.0
"Henry, Liam",-,-,-,1,,,,,,,,-,-,-,-,1.0
"Hughes, Ethan",-,-,-,1,-,-,-,-,1,-,-,-,-,-,-,2.0
"Jackson, Luke",-,-,2,1,2,1,1,2,3,-,1,-,-,3,-,16.0
"Johnson, Matthew",,,-,-,1,-,-,,,-,-,-,-,1,-,2.0
"ODriscoll, Nathan",,,-,-,,,1,-,-,-,-,-,-,,,1.0
"OMeara, Jaeger",-,2,-,-,-,1,2,-,-,-,-,,-,-,-,5.0
"Pearce, Alex",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Ryan, Luke",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Schultz, Lachie",2,1,1,2,3,1,-,1,4,1,1,-,-,1,1,19.0
"Serong, Caleb",-,-,-,-,-,-,-,-,-,1,1,-,1,1,-,4.0
"Sturt, Sam",,,,,-,2,-,,,,-,1,2,-,,5.0
"Switkowski, Sam",1,1,2,-,-,,2,1,1,1,-,-,-,1,-,10.0
"Taberner, Matthew",1,-,-,2,,,,,,,,,,,,3.0
"Treacy, Josh",1,,,,,,,1,2,1,2,1,-,-,-,8.0
"Wagner, Corey",,,,,-,-,,,,,,,,,,
"Walker, Brandon",,,,-,-,-,-,-,-,-,-,-,-,-,-,
"Walters, Michael",,2,4,-,4,1,1,1,-,3,,2,1,2,4,25.0
"Wilson, Nathan",-,-,-,-,,,,,,,,,,,,
"Young, Hayden",-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1.0
Totals,7,10,16,10,15,10,10,18,16,16,12,10,5,14,11,180.0
Opponent,SK,NM,WC,AD,GC,WB,BL,HW,SY,GE,ME,RI,GW,ES,WB,
