Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R13,R14,R15,R16,Tot
"Aish, James",-,-,2,1,-,-,-,-,1,1,-,-,,,-,5.0
"Amiss, Jye",,1,1,-,1,-,-,-,1,-,1,-,1,-,-,6.0
"Banfield, Bailey",-,-,,-,-,-,1,-,1,1,-,-,-,,,3.0
"Brayshaw, Andrew",-,-,2,1,2,2,2,1,2,-,-,-,1,1,2,16.0
"Brodie, Will",-,3,,,-,-,-,,,,,,,,,3.0
"Chapman, Heath",1,-,-,,,,,,,,,,,,,1.0
"Clark, Jordan",2,2,1,2,1,2,-,1,-,-,1,1,-,1,-,14.0
"Corbett, Josh",,,,,,-,,,,,,,,,,
"Cox, Brennan",1,1,1,1,-,1,-,-,-,-,-,-,-,3,-,8.0
"Darcy, Sean",3,3,3,2,1,2,-,1,1,2,-,,,1,1,20.0
"Erasmus, Neil",,,,,,,-,-,2,,,,1,1,2,6.0
"Frederick, Michael",-,2,2,,2,1,,-,1,-,-,-,,-,-,8.0
"Fyfe, Nat",3,,,,,,,1,2,2,1,-,3,-,1,13.0
"Henry, Liam",1,-,3,2,,,,,,,,1,-,-,-,7.0
"Hughes, Ethan",-,-,-,-,-,1,-,1,-,-,1,-,-,-,1,4.0
"Jackson, Luke",1,1,-,-,1,-,1,2,1,1,1,1,-,-,-,10.0
"Johnson, Matthew",,,-,-,1,2,2,,,-,1,-,-,1,-,7.0
"ODriscoll, Nathan",,,1,-,,,-,-,2,1,1,-,2,,,7.0
"OMeara, Jaeger",1,1,2,1,-,1,-,1,1,2,1,,1,1,-,13.0
"Pearce, Alex",3,2,1,-,-,3,1,2,-,-,-,1,-,-,1,14.0
"Ryan, Luke",1,2,-,1,2,-,-,-,-,1,-,1,1,1,4,14.0
"Schultz, Lachie",1,1,-,1,1,-,3,-,3,-,1,-,-,-,1,12.0
"Serong, Caleb",-,1,1,1,-,-,1,-,-,-,1,1,-,-,-,6.0
"Sturt, Sam",,,,,-,-,-,,,,-,-,1,-,,1.0
"Switkowski, Sam",-,-,-,-,-,,-,-,-,1,1,-,-,-,-,2.0
"Taberner, Matthew",1,1,-,3,,,,,,,,,,,,5.0
"Treacy, Josh",2,,,,,,,-,2,-,-,-,1,2,-,7.0
"Wagner, Corey",,,,,2,1,,,,,,,,,,3.0
"Walker, Brandon",,,,2,1,1,1,-,2,2,4,-,-,1,1,15.0
"Walters, Michael",,-,1,3,-,-,1,-,1,1,,-,3,2,1,13.0
"Wilson, Nathan",1,-,-,-,,,,,,,,,,,,1.0
"Young, Hayden",1,2,-,-,-,1,-,-,-,-,-,1,1,-,-,6.0
Totals,23,23,21,21,15,18,13,10,23,15,15,7,16,15,15,250.0
Opponent,SK,NM,WC,AD,GC,WB,BL,HW,SY,GE,ME,RI,GW,ES,WB,
