Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R13,R14,R15,R16,Tot
"Aish, James",81,89,83,88,81,80,83,79,76,87,82,70,,,90,82.2/1348:57
"Amiss, Jye",,70,80,72,81,51,75,73,78,72,78,83,82,83,82,75.7/1330:20
"Banfield, Bailey",18,75,,83,83,88,80,78,79,80,80,45,85,,,73.0/1094:06
"Brayshaw, Andrew",78,83,75,82,85,76,84,86,86,70,85,86,88,85,85,82.2/1543:33
"Brodie, Will",68,64,,,48,67,73,,,,,,,,,64.0/398:35
"Chapman, Heath",79,79,54,,,,,,,,,,,,,70.2/262:42
"Clark, Jordan",82,89,90,82,85,83,83,82,91,84,87,87,86,83,83,85.2/1598:24
"Corbett, Josh",,,,,,33,,,,,,,,,,33.0/43:31
"Cox, Brennan",90,93,85,93,96,93,87,86,87,80,98,90,97,91,94,90.6/1700:10
"Darcy, Sean",82,78,78,84,82,82,85,78,84,81,25,,,72,82,76.5/1246:19
"Erasmus, Neil",,,,,,,25,75,58,,,,29,74,23,47.2/349:24
"Frederick, Michael",83,83,85,,82,82,,73,75,86,83,87,,77,64,80.0/1207:06
"Fyfe, Nat",79,,,,,,,32,25,53,80,83,78,78,57,62.5/697:17
"Henry, Liam",86,75,83,82,,,,,,,,83,71,84,85,81.2/806:54
"Hughes, Ethan",83,81,82,84,88,80,76,80,75,73,77,79,79,86,80,80.2/1504:21
"Jackson, Luke",85,88,83,82,83,82,81,84,80,83,88,82,80,86,81,83.2/1561:54
"Johnson, Matthew",,,28,29,66,76,75,,,30,73,62,51,74,64,56.9/787:21
"ODriscoll, Nathan",,,82,52,,,82,86,80,74,83,78,89,,,78.3/889:43
"OMeara, Jaeger",68,73,80,61,65,75,81,77,83,80,74,,77,79,77,75.0/1311:40
"Pearce, Alex",97,93,96,95,96,100,100,91,91,100,94,92,88,71,92,93.2/1749:43
"Ryan, Luke",84,84,80,84,84,84,87,92,87,96,75,76,91,91,85,85.3/1601:35
"Schultz, Lachie",82,85,81,77,87,71,76,75,80,86,85,88,83,86,82,81.6/1531:09
"Serong, Caleb",82,85,80,82,85,88,83,82,84,84,83,87,85,80,82,83.5/1567:48
"Sturt, Sam",,,,,77,80,54,,,,43,73,67,16,,59.0/513:27
"Switkowski, Sam",84,80,72,76,20,,76,79,67,75,77,71,78,78,78,72.1/1260:54
"Taberner, Matthew",66,52,76,83,,,,,,,,,,,,69.5/346:27
"Treacy, Josh",79,,,,,,,57,79,77,81,84,80,81,80,77.6/866:12
"Wagner, Corey",,,,,74,74,,,,,,,,,,74.0/188:22
"Walker, Brandon",,,,75,86,80,86,82,89,86,90,86,76,79,80,83.0/1248:59
"Walters, Michael",,37,78,85,87,87,88,86,87,83,,38,76,85,87,77.2/1263:35
"Wilson, Nathan",80,81,80,82,,,,,,,,,,,,80.8/403:42
"Young, Hayden",87,81,88,88,80,86,81,88,79,82,79,91,84,82,87,84.2/1581:37
Totals,,,,,,,,,,,,,,,,
Opponent,SK,NM,WC,AD,GC,WB,BL,HW,SY,GE,ME,RI,GW,ES,WB,
