Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R13,R14,R15,R16,Tot
"Aish, James",5,5,2,1,3,3,2,6,3,4,6,5,,,4,49.0
"Amiss, Jye",,2,3,2,8,-,4,7,5,5,1,6,4,-,3,50.0
"Banfield, Bailey",1,3,,2,3,4,2,5,3,8,4,-,1,,,36.0
"Brayshaw, Andrew",4,5,3,2,2,-,5,9,3,3,3,3,6,7,3,58.0
"Brodie, Will",1,1,,,-,-,3,,,,,,,,,5.0
"Chapman, Heath",8,5,2,,,,,,,,,,,,,15.0
"Clark, Jordan",11,6,6,3,3,5,3,9,6,7,4,4,8,3,6,84.0
"Corbett, Josh",,,,,,3,,,,,,,,,,3.0
"Cox, Brennan",20,5,2,7,6,5,5,7,7,5,12,2,8,7,13,111.0
"Darcy, Sean",5,1,5,3,4,5,3,2,4,1,1,,,5,6,45.0
"Erasmus, Neil",,,,,,,1,4,5,,,,2,3,-,15.0
"Frederick, Michael",5,6,2,,3,3,,5,3,7,5,2,,5,5,51.0
"Fyfe, Nat",7,,,,,,,2,-,1,2,2,2,4,3,23.0
"Henry, Liam",4,5,4,4,,,,,,,,3,6,8,6,40.0
"Hughes, Ethan",5,5,-,1,1,3,6,8,4,7,8,2,4,6,2,62.0
"Jackson, Luke",-,1,3,3,3,2,2,6,7,2,4,4,5,7,2,51.0
"Johnson, Matthew",,,1,-,2,5,3,,,4,1,1,3,8,6,34.0
"ODriscoll, Nathan",,,2,-,,,4,8,5,10,4,3,6,,,42.0
"OMeara, Jaeger",2,5,1,2,-,3,3,7,3,2,2,,2,5,6,43.0
"Pearce, Alex",8,4,3,3,3,5,5,6,3,8,4,1,1,-,4,58.0
"Ryan, Luke",13,10,7,6,5,10,5,9,10,6,11,9,5,18,7,131.0
"Schultz, Lachie",4,4,5,5,8,1,2,2,3,8,3,3,7,5,6,66.0
"Serong, Caleb",3,5,2,2,2,3,5,2,2,3,5,3,4,2,5,48.0
"Sturt, Sam",,,,,4,3,2,,,,-,3,5,2,,19.0
"Switkowski, Sam",5,5,4,-,-,,3,1,-,3,1,4,3,4,-,33.0
"Taberner, Matthew",4,4,6,5,,,,,,,,,,,,19.0
"Treacy, Josh",-,,,,,,,1,6,2,2,6,3,4,5,29.0
"Wagner, Corey",,,,,4,5,,,,,,,,,,9.0
"Walker, Brandon",,,,2,4,3,3,5,3,3,5,1,4,4,3,40.0
"Walters, Michael",,2,3,-,4,2,4,3,2,2,,1,1,2,6,32.0
"Wilson, Nathan",8,5,7,2,,,,,,,,,,,,22.0
"Young, Hayden",13,7,7,6,5,3,3,8,7,4,4,6,5,4,3,85.0
Totals,136,101,80,61,77,76,78,122,94,105,92,74,95,113,104,1408.0
Opponent,SK,NM,WC,AD,GC,WB,BL,HW,SY,GE,ME,RI,GW,ES,WB,
