Player,R1,R2,R3,R4,R5,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,Tot
"Albiston, Alec",1,1,,1,2,1,2,4,3,5,4,2,4,-,2,32.0
"Alvin, Norm",-,-,,,,,,,,,,,,,,
"Angwin, Andrew",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Austen, Bob",,,-,-,,,,,-,-,,1,-,,,1.0
"Austen, Cec",2,4,-,-,-,,,,,,,,,,,6.0
"Barelli, Alan",,,,,-,-,,,,,,,,,,
"Barker, Jack",-,-,1,1,-,1,-,-,-,-,-,,1,-,,4.0
"Bennett, George",-,-,-,-,-,-,-,-,-,-,-,-,-,1,5,6.0
"Bohan, Jim",4,-,1,,-,-,-,1,-,-,-,-,1,4,5,16.0
"Boyle, Terry",,,-,,,,,-,,,,,,,,
"Brain, Jack",-,-,1,,,,,,,,,,,-,1,2.0
"Bristowe, Wally",,,,,,3,1,-,,,,,-,,,4.0
"Burke, Jack",-,2,-,-,-,1,-,-,3,-,-,1,-,-,-,7.0
"Carmody, Jack",-,-,-,-,3,5,-,-,2,1,1,-,,,,12.0
"Connors, Leo",,,,,-,,,,,,-,,,,,
"Culpitt, Wally",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Curran, Frank",,,,,,,,,,,,,,,-,
"Daly, Harold",,,,,,,,-,,,,-,-,-,-,
"Elliott, Russ",,,,-,,,-,,-,,,,,,,
"Goss, Norm",,,,,,,-,-,,,,,-,-,-,
"Graham, Bert",,,,-,1,-,-,1,-,1,1,-,,,,4.0
"Harris, Ron",1,-,-,,,,,,2,1,-,,1,-,-,5.0
"Herbert, Bob",-,-,-,,,,,,,,,,,,,
"Horkings, Reg",,,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Jones, Fred",,,,,5,-,1,2,-,-,,,,,,8.0
"Jorgensen, Barney",,2,1,-,,,,,,,-,,,,,3.0
"King, Jack",-,,,,,,,,,,,1,-,-,1,2.0
"Lahiff, Tommy",,,,,,,,,,1,-,-,,1,1,3.0
"Logan, Jim",,,,-,,,,,,,,,,,,
"Mathisen, Jack",,,,,,,,,,,,-,-,,,
"Mills, Bert",,,,,,,,,,1,,,,,,1.0
"Naismith, Albert",,,,,,,,,,,,,,,-,
"Nash, Alex",,,,,,,,,,,,,,,-,
"ODonohue, Peter",,,,,,,,,,,,2,,1,,3.0
"Pavey, Bill",-,-,-,-,-,,,,,,,1,,,,1.0
"Peters, Laurie",,,,,,-,-,-,,,-,,,,,
"Rowe, Tom",,,,,,-,-,-,-,,,,,,,
"Ryan, Phil",-,-,-,4,-,2,-,-,2,1,-,-,-,-,-,9.0
"Story, Alan",,,,,,,,,,,,,-,-,,
"Taylor, Laurie",-,-,-,-,-,-,-,,-,-,-,-,-,-,-,
"Walsh, Len",,,,-,-,-,,,,,,,,,,
"White, Jim",-,-,,,,,,,,,,,,,,
"Williams, Bob",5,-,1,2,2,1,1,-,-,-,-,-,2,-,-,14.0
"Zucker, Harold",,,,,,,,,1,2,-,,,,,3.0
Totals,13,9,5,8,13,14,5,8,13,13,6,8,9,7,15,146.0
Opponent,NM,SK,FO,ME,CW,FI,ES,CA,SM,RI,NM,SK,FO,ME,CW,
