Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,SF,Tot
"Armstrong, Lou",-,1,2,,1,,1,1,-,2,-,3,1,1,2,2,1,1,2,21.0
"Barker, George",,,,,,,,,,1,2,2,-,,,,,,,5.0
"Beckley, Charlie",,,,,,,,,,,,1,1,3,-,-,2,1,1,9.0
"Belcher, Allan",-,-,-,-,,,-,-,,,-,-,-,-,-,-,-,,-,
"Bowe, Artie",-,,,,-,,,,,,,,,,,,,,,
"Bowe, Len",-,-,-,-,1,-,-,-,,-,-,-,-,-,-,-,-,-,-,1.0
"Busbridge, Bill",-,,,,-,-,-,-,-,-,-,,1,-,1,-,1,-,-,3.0
"Cameron, Ernie",-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1.0
"Cooper, Rupert",,,,,,,,,,-,,,,,,,,,,
"Davies, Bill",-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,
"Daykin, Bert",1,-,1,-,1,-,,,-,-,-,-,-,-,-,-,-,-,-,3.0
"Farnsworth, Harry",,-,,,-,,,-,-,2,-,,,2,,,-,-,,4.0
"French, Bill",,,,,,,-,,,,,,,,,,,,,
"George, Alf",-,-,-,,,-,,,-,,,,,,,,,,,
"Griffith, Billy",-,-,-,-,,-,-,-,-,,,-,-,-,-,-,-,-,-,
"Harrison, Billy",,-,-,,-,-,-,-,-,-,-,,,,,,-,-,-,
"Heaphy, Bill",,,,,,,1,-,-,,,,,,,,,,,1.0
"Irwin, Alan",,,,-,,,,,,,,,,,,,,,,
"Jackson, Alf",,,-,,,,,,,,,,,,,,,,,
"Kennedy, Alby",,,,1,,1,,,,,,,,,,,,,,2.0
"Landmann, Otto",-,,,1,,,,,,,,,,,,,,,,1.0
"Legge, Arthur",,-,,-,,,,,,,,,,,,,,,,
"Londerigan, Mike",-,1,2,2,-,1,2,-,-,2,-,1,-,,1,-,,,-,12.0
"Martin, Jim",,-,-,-,1,-,-,1,2,-,1,-,-,,-,-,-,-,1,6.0
"Minto, Les",-,,,-,2,,-,-,,,,,,,,,-,,,2.0
"Parkinson, Fred",,,-,1,-,-,-,1,-,-,,-,,1,2,-,-,-,-,5.0
"Prout, Harry",3,2,-,1,,,,,,,1,5,3,1,4,1,2,2,2,27.0
"Rice, Hurtle",-,,,,,,,,,,,,,,,,,,,
"Roach, Wally",,,,,,-,-,-,-,,,,,,,,,,,
"Ryan, Gerald",,1,-,-,-,-,,,1,-,-,-,1,-,-,-,-,-,-,3.0
"Sewart, Bill",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,
"Shea, Mark",,,,,-,-,,,,,,-,,-,,,,,,
"Shea, Paddy",1,3,3,2,2,1,4,4,1,2,1,,1,2,4,2,4,-,3,40.0
"Smith, Dave",1,1,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,4.0
"Whelpton, Fred",,,,,,,,,,-,-,-,3,-,-,-,2,-,,5.0
Totals,6,9,8,8,8,4,9,8,4,9,5,12,11,10,14,5,12,4,9,155.0
Opponent,SK,ME,GE,UN,FI,CW,SM,RI,CA,SK,ME,GE,UN,FI,CW,SM,RI,CA,CA,
