Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,EF,SF,PF,Tot
"Abernethy, Bruce",3,5,2,2,2,5,5,3,4,6,,3,4,5,2,3,1,7,1,,,,5,7,2,77.0
"Allan, Graeme",5,5,1,1,,2,3,2,7,5,-,2,1,,,-,,,2,5,2,,,,,43.0
"Andrews, Ron",,,1,,,,,,,,,1,,,,,,,,,,2,2,-,6,12.0
"Banks, Denis",2,4,,,,,,10,3,7,4,9,6,7,3,2,1,2,-,6,10,6,4,12,7,105.0
"Barham, Ricky",7,7,8,6,9,3,3,,8,11,5,4,,8,3,,,,3,9,2,6,4,,6,112.0
"Beers, Mark",2,6,3,7,2,5,2,1,,,,,,,,,,,,2,4,,,,,34.0
"Browne, Murray",,6,,8,11,3,3,2,6,3,6,3,3,2,-,6,1,-,,1,,,,3,3,70.0
"Cloke, David",7,6,4,11,6,14,5,6,2,4,,6,3,7,4,13,9,3,3,3,1,9,1,,,127.0
"Daicos, Peter",5,3,,,4,5,1,1,,,1,3,3,3,3,3,-,,2,7,5,,2,6,-,57.0
"Eade, Allen",,,,,,,,,,,,,4,1,,,3,,,,,,,,,8.0
"Erwin, Michael",,,,,,,,,,,,,,,,,,1,,,,,,,,1.0
"Fellowes, Wes",11,7,1,,,,,,,,,,,,,,-,3,5,3,9,2,9,3,2,55.0
"Keenan, Tony",,,,,,,,,,,1,,,,,,,,,,,,,,,1.0
"Kelly, Tony",,,,,,,,,,,9,5,3,2,,,,,,,,,,,,19.0
"Knight, Scott",,,,,,,,,2,2,5,-,-,,,,,,,,,,,,,9.0
"Lawson, Mark",,,,,,,,,,,-,,,,,,,,,,,,,,,
"Lovell, Noel",,,,,,,,,,,,,2,,,,,,,,,,,,,2.0
"McAllester, Jim",2,4,1,,2,8,2,-,,,,,,3,4,,,,,-,,,,,,26.0
"McCormack, Peter",3,2,1,1,1,3,3,3,2,2,4,1,4,2,4,6,1,2,2,4,4,-,2,3,2,62.0
"McKeown, Ron",,,,,,,,,,,,,,,-,,,,,3,1,4,,3,4,15.0
"McLaine, Darren",,1,-,,,,,,,,,,,,,,,,,,,,,,,1.0
"McLean, Glenn",,,,,,,,,,,,,,,3,-,,,,,,,,,,3.0
"McMullin, Ian",,,,,,,,,,,,,,,,,,,,,,3,6,4,3,16.0
"Miles, Geoff",5,2,1,2,1,-,1,2,,,,,,,,,,,,,,,,,,14.0
"Millane, Darren",,,,,,,,,,,,,,,,,,4,1,4,1,3,4,1,6,24.0
"Morwood, Shane",3,5,6,1,7,4,5,2,1,2,5,5,4,6,1,3,1,6,-,6,-,2,,,1,76.0
"Phillips, Greg",11,3,5,6,9,1,4,6,5,4,,,,4,1,3,1,6,3,2,5,1,8,5,4,97.0
"Raines, Geoff",,,1,2,1,5,5,7,7,8,4,1,7,9,,7,2,4,,,3,6,6,7,,92.0
"Richardson, Michael",6,,,,,,,,,3,9,3,8,9,-,9,2,7,3,10,8,4,8,10,4,103.0
"Russell, Anthony",,,-,,,,,3,,,,,,,,,,,,,,,,,,3.0
"Shaw, Derek",,,,5,2,-,4,2,10,6,5,4,5,2,,,,,,,,,,8,3,56.0
"Shaw, Gary",3,2,,,,,,,4,4,5,3,4,6,1,5,-,3,1,7,6,7,2,7,1,71.0
"Shaw, Neville",,,5,5,4,4,7,6,6,3,3,,,,2,3,2,3,2,9,1,7,1,6,2,81.0
"Shaw, Tony",6,4,6,4,3,4,7,7,6,7,,,4,4,4,10,7,6,3,3,4,3,5,5,7,119.0
"Smith, Andrew",,,,-,-,,,,,,,,,,,,,,,,,,,,,
"Taylor, Michael",2,,3,5,5,6,5,7,1,3,-,1,4,3,5,5,3,5,3,8,5,4,5,8,5,101.0
"Turner, Jamie",,,,,,,,,-,,-,2,5,4,4,2,2,3,2,1,5,1,-,,,31.0
"Twomey, David",5,7,5,2,5,4,4,1,4,3,7,-,,,-,7,4,3,1,,,4,7,4,4,81.0
"Weideman, Mark",,,,1,,,,,,,,,,,,,,,,,,,,,,1.0
"Williams, Mark",2,4,4,2,7,1,1,5,1,5,8,2,4,7,1,3,1,8,-,,3,1,6,1,,77.0
"Woodhall, Dale",4,3,,4,-,7,4,,2,5,,,,,,5,1,2,1,,,,,,,38.0
Totals,94,86,58,75,81,84,74,76,81,93,81,58,78,94,45,95,42,78,38,93,79,75,87,103,72,1920.0
Opponent,ME,SK,ES,SY,CA,NM,GE,RI,FI,FO,HW,SK,ES,SY,CA,NM,GE,RI,FI,ME,HW,FO,FI,CA,ES,
