Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,EF,SF,PF,Tot
"Abernethy, Bruce",-,1,1,-,1,-,1,1,1,-,,1,-,-,-,-,-,-,-,,,,2,-,-,9.0
"Allan, Graeme",-,-,-,-,,-,-,-,-,-,-,-,1,,,-,,,-,-,-,,,,,1.0
"Andrews, Ron",,,1,,,,,,,,,-,,,,,,,,,,2,1,1,3,8.0
"Banks, Denis",-,-,,,,,,-,1,2,1,1,1,1,2,-,-,3,-,-,2,2,-,1,-,17.0
"Barham, Ricky",2,3,-,1,-,-,2,,1,1,4,-,,2,1,,,,3,-,-,1,-,,-,21.0
"Beers, Mark",-,4,1,1,1,1,2,-,,,,,,,,,,,,1,1,,,,,12.0
"Browne, Murray",,-,,-,-,-,-,-,1,-,-,-,-,1,-,1,-,-,,-,,,,-,-,3.0
"Cloke, David",3,2,-,-,-,-,-,-,1,1,,-,1,-,-,1,-,-,-,2,1,-,2,,,14.0
"Daicos, Peter",2,2,,,-,2,5,-,,,-,3,-,2,-,2,1,,1,1,1,,1,7,-,30.0
"Eade, Allen",,,,,,,,,,,,,-,-,,,-,,,,,,,,,
"Erwin, Michael",,,,,,,,,,,,,,,,,,-,,,,,,,,
"Fellowes, Wes",2,-,-,,,,,,,,,,,,,,2,1,-,2,1,1,-,-,-,9.0
"Keenan, Tony",,,,,,,,,,,-,,,,,,,,,,,,,,,
"Kelly, Tony",,,,,,,,,,,-,-,-,-,,,,,,,,,,,,
"Knight, Scott",,,,,,,,,2,-,-,-,-,,,,,,,,,,,,,2.0
"Lawson, Mark",,,,,,,,,,,-,,,,,,,,,,,,,,,
"Lovell, Noel",,,,,,,,,,,,,-,,,,,,,,,,,,,
"McAllester, Jim",2,1,1,,2,3,-,-,,,,,,7,2,,,,,-,,,,,,18.0
"McCormack, Peter",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"McKeown, Ron",,,,,,,,,,,,,,,-,,,,,-,-,-,,-,-,
"McLaine, Darren",,-,1,,,,,,,,,,,,,,,,,,,,,,,1.0
"McLean, Glenn",,,,,,,,,,,,,,,-,-,,,,,,,,,,
"McMullin, Ian",,,,,,,,,,,,,,,,,,,,,,1,5,2,-,8.0
"Miles, Geoff",-,2,-,-,-,-,1,-,,,,,,,,,,,,,,,,,,3.0
"Millane, Darren",,,,,,,,,,,,,,,,,,-,-,1,-,2,1,-,-,4.0
"Morwood, Shane",-,-,2,1,1,2,2,5,-,1,-,-,-,-,-,3,-,-,-,4,1,1,,,-,23.0
"Phillips, Greg",-,-,-,-,-,-,-,1,-,1,,,,-,-,-,-,-,-,-,-,-,-,-,-,2.0
"Raines, Geoff",,,-,-,-,-,-,1,-,-,-,-,2,-,,-,-,1,,,-,-,-,-,,4.0
"Richardson, Michael",2,,,,,,,,,1,-,2,1,-,-,3,-,3,1,1,2,-,3,4,-,23.0
"Russell, Anthony",,,2,,,,,1,,,,,,,,,,,,,,,,,,3.0
"Shaw, Derek",,,,1,-,-,1,1,-,1,-,-,1,-,,,,,,,,,,-,-,5.0
"Shaw, Gary",-,-,,,,,,,-,2,1,1,1,3,-,5,-,1,-,-,2,3,1,-,1,21.0
"Shaw, Neville",,,1,-,-,2,2,2,3,-,1,,,,-,-,1,2,1,1,-,-,1,1,-,18.0
"Shaw, Tony",1,2,4,-,-,-,-,-,-,-,,,-,-,1,2,1,-,-,2,1,-,-,-,1,15.0
"Smith, Andrew",,,,1,-,,,,,,,,,,,,,,,,,,,,,1.0
"Taylor, Michael",-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Turner, Jamie",,,,,,,,,1,,-,-,-,-,1,1,-,-,-,-,-,-,-,,,3.0
"Twomey, David",1,-,-,-,-,-,-,-,-,-,-,-,,,-,1,-,1,-,,,-,-,-,-,3.0
"Weideman, Mark",,,,1,,,,,,,,,,,,,,,,,,,,,,1.0
"Williams, Mark",1,3,2,2,5,2,1,1,1,-,7,3,4,3,2,-,-,3,-,,3,3,6,1,,53.0
"Woodhall, Dale",2,2,,7,-,3,2,,3,3,,,,,,2,1,4,3,,,,,,,32.0
Totals,18,22,16,15,10,15,19,13,15,13,14,11,12,19,9,21,6,19,9,15,15,16,23,17,5,367.0
Opponent,ME,SK,ES,SY,CA,NM,GE,RI,FI,FO,HW,SK,ES,SY,CA,NM,GE,RI,FI,ME,HW,FO,FI,CA,ES,
