Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R15,Tot
"Allen, Oscar",5,5,2,4,6,4,4,5,3,2,3,7,3,3,56.0
"Barrass, Tom",5,-,6,10,4,10,3,3,3,,4,,,7,55.0
"Bazzo, Rhett",,,,,,2,3,,,3,4,4,6,-,22.0
"Chesser, Campbell",1,1,3,,,,,,,2,,,4,1,12.0
"Clark, Greg",,,,3,8,4,5,1,2,2,-,1,2,,28.0
"Cole, Tom",7,4,3,5,,,,,,,,,,,19.0
"Cripps, Jamie",-,6,1,,,,,,,,,,,,7.0
"Culley, Jai",,,,5,6,6,2,1,,,,,,,20.0
"Darling, Jack",5,7,6,4,6,2,4,3,2,,,,5,2,46.0
"Duggan, Liam",4,-,4,5,5,4,8,5,8,4,4,5,,1,57.0
"Edwards, Harry",,,,,,,,,3,6,,,,,9.0
"Edwards, Luke",,,,12,6,5,6,3,3,,-,,1,-,36.0
"Foley, Luke",,,,,,1,2,1,6,6,2,4,3,,25.0
"Gaff, Andrew",6,4,9,10,7,8,5,3,5,2,4,7,3,4,77.0
"Ginbey, Reuben",7,10,13,7,4,4,5,8,9,6,11,2,9,6,101.0
"Hewett, Elijah",,2,4,4,,,,,,,,3,,4,17.0
"Hough, Brady",,,,2,6,,,,2,5,5,3,4,4,31.0
"Hunt, Jayden",4,5,7,5,4,6,8,9,3,3,5,4,3,5,71.0
"Hurn, Shannon",5,2,7,3,,,4,3,,,4,1,,,29.0
"Jamieson, Callum",-,,,,,,,,3,12,,11,,,26.0
"Jones, Jamaine",6,8,4,8,10,8,3,12,3,1,,,,,63.0
"Kelly, Tim",11,12,13,16,11,15,12,19,17,14,12,14,8,13,187.0
"Long, Noah",7,5,10,5,3,,,,,5,1,7,3,6,52.0
"Maric, Ryan",,,,,,,,,,,,,5,2,7.0
"McGovern, Jeremy",5,9,3,,,,,,,,,,,,17.0
"ONeill, Xavier",7,,,,4,,8,6,3,5,4,2,6,,45.0
"Petrevski-Seton, Sam",,5,8,3,3,5,2,,,,,,6,5,37.0
"Petruccelle, Jack",-,,,,6,5,4,2,9,6,4,4,7,8,55.0
"Rotham, Josh",,,,-,-,1,2,2,5,3,1,4,,,18.0
"Ryan, Liam",5,3,4,,,,,,,,,,,,12.0
"Sheed, Dom",10,11,12,,,,,11,7,9,3,14,6,6,89.0
"Shuey, Luke",7,9,8,,,6,,,,,,,6,11,47.0
"Trew, Zane",,,,,,6,,7,,,,,7,,20.0
"Waterman, Jake",,4,6,4,6,3,2,6,3,3,4,4,,,45.0
"West, Connor",,,,7,1,6,9,7,5,6,6,-,,,47.0
"Williams, Bailey",5,5,9,8,9,16,9,6,8,10,9,11,14,5,124.0
"Williams, Jack",,,,,,,,,,,,,,1,1.0
"Witherden, Alex",3,8,-,,4,4,5,7,4,5,5,4,2,7,58.0
"Yeo, Elliot",,,,2,4,,,,,,9,16,12,6,49.0
Totals,115,125,142,132,123,131,115,130,116,120,104,132,125,107,1717.0
Opponent,NM,GW,FR,ME,GE,PA,CA,RI,GC,HW,ES,CW,AD,SY,
