Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R15,Tot
"Allen, Oscar",4,4,7,7,8,6,2,7,5,3,7,5,3,1,69.0
"Barrass, Tom",10,1,9,6,7,10,2,4,8,,5,,,6,68.0
"Bazzo, Rhett",,,,,,2,-,,,1,5,3,6,1,18.0
"Chesser, Campbell",3,1,4,,,,,,,-,,,1,1,10.0
"Clark, Greg",,,,2,3,3,4,2,5,-,5,5,1,,30.0
"Cole, Tom",8,3,5,3,,,,,,,,,,,19.0
"Cripps, Jamie",6,4,2,,,,,,,,,,,,12.0
"Culley, Jai",,,,-,5,3,-,-,,,,,,,8.0
"Darling, Jack",6,4,3,4,2,5,2,3,5,,,,2,3,39.0
"Duggan, Liam",4,8,6,8,8,6,8,9,4,5,12,13,,7,98.0
"Edwards, Harry",,,,,,,,,3,4,,,,,7.0
"Edwards, Luke",,,,2,1,1,4,5,3,,2,,2,2,22.0
"Foley, Luke",,,,,,4,2,2,5,7,8,5,2,,35.0
"Gaff, Andrew",5,6,3,2,1,4,1,4,6,3,3,5,-,2,45.0
"Ginbey, Reuben",4,2,1,-,-,-,1,2,1,1,1,3,2,2,20.0
"Hewett, Elijah",,-,4,1,,,,,,,,-,,3,8.0
"Hough, Brady",,,,1,2,,,,3,3,5,6,5,4,29.0
"Hunt, Jayden",2,4,5,7,3,8,5,7,2,5,9,6,-,2,65.0
"Hurn, Shannon",4,6,3,2,,,3,5,,,10,1,,,34.0
"Jamieson, Callum",2,,,,,,,,1,1,,3,,,7.0
"Jones, Jamaine",4,1,3,3,4,4,4,7,1,2,,,,,33.0
"Kelly, Tim",4,6,5,6,1,1,4,3,1,2,4,4,1,4,46.0
"Long, Noah",1,-,2,3,4,,,,,2,3,3,-,1,19.0
"Maric, Ryan",,,,,,,,,,,,,3,1,4.0
"McGovern, Jeremy",10,7,5,,,,,,,,,,,,22.0
"ONeill, Xavier",1,,,,2,,1,4,2,2,4,5,1,,22.0
"Petrevski-Seton, Sam",,5,6,4,2,3,1,,,,,,1,2,24.0
"Petruccelle, Jack",-,,,,-,4,1,2,1,3,3,5,5,4,28.0
"Rotham, Josh",,,,1,4,4,2,7,6,8,2,6,,,40.0
"Ryan, Liam",7,6,2,,,,,,,,,,,,15.0
"Sheed, Dom",3,4,3,,,,,7,3,8,6,9,5,5,53.0
"Shuey, Luke",4,1,-,,,2,,,,,,,1,5,13.0
"Trew, Zane",,,,,,-,,1,,,,,2,,3.0
"Waterman, Jake",,8,3,4,7,10,5,6,3,9,10,6,,,71.0
"West, Connor",,,,2,1,2,2,4,1,1,3,-,,,16.0
"Williams, Bailey",-,1,2,2,1,2,-,2,-,3,2,2,2,2,21.0
"Williams, Jack",,,,,,,,,,,,,,-,
"Witherden, Alex",5,2,1,,5,5,3,4,6,10,4,7,4,3,59.0
"Yeo, Elliot",,,,5,-,,,,,,3,5,2,3,18.0
Totals,97,84,84,75,71,89,57,97,75,83,116,107,51,64,1150.0
Opponent,NM,GW,FR,ME,GE,PA,CA,RI,GC,HW,ES,CW,AD,SY,
