Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R15,Tot
"Allen, Oscar",-,-,-,-,-,-,-,-,-,-,-,-,-,1,1.0
"Barrass, Tom",-,2,1,1,1,-,1,-,-,,-,,,2,8.0
"Bazzo, Rhett",,,,,,1,-,,,1,1,1,3,1,8.0
"Chesser, Campbell",-,-,2,,,,,,,-,,,1,1,4.0
"Clark, Greg",,,,1,2,-,1,-,3,1,-,-,3,,11.0
"Cole, Tom",2,2,1,3,,,,,,,,,,,8.0
"Cripps, Jamie",-,2,-,,,,,,,,,,,,2.0
"Culley, Jai",,,,1,3,-,-,-,,,,,,,4.0
"Darling, Jack",-,1,-,1,1,1,-,4,1,,,,1,-,10.0
"Duggan, Liam",-,-,-,3,-,-,-,4,1,-,-,-,,1,9.0
"Edwards, Harry",,,,,,,,,1,1,,,,,2.0
"Edwards, Luke",,,,-,-,1,2,1,-,,1,,-,-,5.0
"Foley, Luke",,,,,,1,-,1,1,-,1,2,-,,6.0
"Gaff, Andrew",-,-,2,2,1,-,2,1,1,-,1,-,4,-,14.0
"Ginbey, Reuben",1,1,-,1,1,1,1,-,-,4,1,2,3,1,17.0
"Hewett, Elijah",,1,-,1,,,,,,,,-,,1,3.0
"Hough, Brady",,,,1,-,,,,-,-,-,-,-,-,1.0
"Hunt, Jayden",-,1,-,-,-,-,-,-,-,1,2,1,-,-,5.0
"Hurn, Shannon",3,-,1,-,,,-,-,,,-,-,,,4.0
"Jamieson, Callum",-,,,,,,,,1,1,,2,,,4.0
"Jones, Jamaine",-,-,1,1,-,-,1,-,-,1,,,,,4.0
"Kelly, Tim",3,-,3,-,-,2,-,1,-,1,2,-,-,2,14.0
"Long, Noah",3,-,-,-,-,,,,,-,-,-,-,1,4.0
"Maric, Ryan",,,,,,,,,,,,,-,-,
"McGovern, Jeremy",-,1,1,,,,,,,,,,,,2.0
"ONeill, Xavier",2,,,,1,,1,1,2,1,-,2,1,,11.0
"Petrevski-Seton, Sam",,-,-,-,-,-,1,,,,,,-,-,1.0
"Petruccelle, Jack",1,,,,-,2,-,-,-,-,-,1,-,1,5.0
"Rotham, Josh",,,,-,2,4,1,-,1,-,1,4,,,13.0
"Ryan, Liam",1,2,-,,,,,,,,,,,,3.0
"Sheed, Dom",2,2,2,,,,,1,-,1,2,3,2,1,16.0
"Shuey, Luke",2,2,3,,,-,,,,,,,4,1,12.0
"Trew, Zane",,,,,,1,,-,,,,,2,,3.0
"Waterman, Jake",,-,-,2,-,2,-,2,-,1,1,2,,,10.0
"West, Connor",,,,3,-,2,-,-,-,-,-,-,,,5.0
"Williams, Bailey",3,1,-,1,1,3,3,-,1,1,1,2,1,1,19.0
"Williams, Jack",,,,,,,,,,,,,,-,
"Witherden, Alex",1,2,-,,-,-,-,1,1,-,2,-,3,1,11.0
"Yeo, Elliot",,,,-,1,,,,,,-,-,-,2,3.0
Totals,24,20,17,22,14,21,14,17,14,15,16,22,28,18,262.0
Opponent,NM,GW,FR,ME,GE,PA,CA,RI,GC,HW,ES,CW,AD,SY,
