Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R13,R14,R15,R16,Tot
"Battle, Josh",89,86,95,88,95,88,92,94,87,93,84,93,95,95,21,86.2/1573:31
"Butler, Dan",55,68,73,86,74,70,76,80,84,85,83,76,73,81,86,76.8/1401:47
"Byrnes, Ryan",88,64,96,76,84,89,78,79,80,83,75,77,86,59,68,78.9/1439:14
"Bytel, Jack",79,,,7,12,,,21,30,,,,,,,29.6/178:06
"Caminiti, Anthony",84,82,70,76,76,,,,86,83,83,66,59,76,77,76.5/1129:49
"Clark, Hunter",59,69,66,72,76,77,62,74,70,67,7,,,,,63.5/846:59
"Cordy, Zaine",79,87,30,70,46,59,50,,,,,,,,,60.0/506:55
"Crouch, Brad",78,82,78,76,88,76,73,82,76,76,77,80,69,75,84,77.9/1422:41
"Gresham, Jade",89,85,88,84,80,81,87,63,,84,89,80,82,66,86,81.9/1389:50
"Higgins, Jack",72,71,78,82,81,85,84,79,86,79,80,73,84,75,82,79.5/1450:36
"Hill, Bradley",87,90,95,90,89,88,87,94,82,85,88,82,87,84,79,87.1/1588:07
"Howard, Dougal",97,92,94,97,98,96,100,94,88,88,100,100,66,87,100,93.0/1697:10
"King, Max",,,,,,,,,,85,82,82,87,88,90,85.7/636:60
"Marshall, Rowan",85,78,88,71,85,84,84,67,78,90,88,87,88,90,85,83.3/1520:35
"Membrey, Tim",,,,,,82,84,83,59,,,,,,,76.5/364:23
"Owens, Mitch",81,88,87,90,91,86,83,88,91,35,,83,85,79,86,82.2/1400:37
"Paton, Ben",30,79,33,74,68,75,87,69,79,37,88,,,74,,65.9/954:60
"Phillipou, Mattaes",74,80,88,82,85,68,72,75,84,83,75,81,76,83,71,78.5/1433:53
"Ross, Sebastian",,71,81,78,83,69,84,73,70,67,76,65,75,,68,73.8/1173:31
"Sharman, Cooper",,,,,,,,72,70,,55,20,32,35,56,48.3/411:13
"Sinclair, Jack",87,86,90,77,78,88,76,83,84,84,85,78,83,84,81,82.9/1513:42
"Steele, Jack",83,79,,,,75,82,79,66,77,75,80,77,68,76,76.4/1111:32
"Stocker, Liam",77,78,67,78,79,82,82,80,76,77,74,67,77,80,78,76.7/1400:34
"Wanganeen-Milera, Nasiah",87,80,81,87,82,81,67,82,84,86,82,87,80,83,80,82.0/1496:33
"Webster, Jimmy",50,,58,,,,,,,74,74,74,66,80,82,69.8/688:04
"Wilkie, Callum",97,100,100,100,100,94,94,100,100,100,100,100,100,100,100,99.0/1806:23
"Windhager, Marcus",,17,85,66,56,12,28,,,,,81,86,73,78,58.8/716:44
"Wood, Mason",92,89,80,94,93,95,86,87,87,82,80,89,86,83,85,87.2/1590:01
Totals,,,,,,,,,,,,,,,,
Opponent,FR,WB,ES,GC,CW,CA,PA,NM,AD,GW,HW,SY,RI,BL,WC,
