Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R13,R14,R15,R16,R17,Tot
"Battle, Josh",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
"Billings, Jack",,,,,,,,,,,,,,,,1,1.0
"Butler, Dan",1,-,-,-,-,1,-,1,2,1,2,1,-,1,1,-,11.0
"Byrnes, Ryan",-,-,1,1,1,-,-,-,-,1,-,-,-,-,-,-,4.0
"Bytel, Jack",-,,,-,-,,,1,-,,,,,,,,1.0
"Caminiti, Anthony",1,1,1,1,-,,,,2,-,-,-,-,-,1,-,7.0
"Clark, Hunter",1,-,-,-,-,-,-,-,-,1,-,,,,,,2.0
"Cordy, Zaine",-,-,-,-,-,-,-,,,,,,,,,-,
"Crouch, Brad",-,-,-,-,-,-,1,-,-,-,-,-,1,-,1,1,4.0
"Gresham, Jade",-,-,1,1,-,1,1,-,,2,1,2,-,-,1,-,10.0
"Higgins, Jack",-,1,-,1,1,-,1,2,-,-,1,-,-,2,4,,13.0
"Hill, Bradley",-,-,-,-,2,-,-,-,-,-,-,1,-,-,-,,3.0
"Howard, Dougal",-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1.0
"Jones, Zak",,,,,,,,,,,,,,,,-,
"King, Max",,,,,,,,,,1,-,1,2,2,-,-,6.0
"Marshall, Rowan",-,-,1,-,-,1,1,1,1,-,-,-,1,-,-,-,6.0
"Membrey, Tim",,,,,,2,1,1,1,,,,,,,,5.0
"Owens, Mitch",-,2,2,2,2,-,-,1,-,1,,2,-,1,-,-,13.0
"Paton, Ben",-,-,-,-,-,-,-,-,-,-,-,,,-,,,
"Phillipou, Mattaes",-,-,1,-,1,-,-,1,1,1,-,-,-,-,-,2,7.0
"Ross, Sebastian",,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,
"Sharman, Cooper",,,,,,,,2,-,,-,-,-,-,-,1,3.0
"Sinclair, Jack",-,-,-,-,-,-,1,-,-,-,-,-,-,1,-,1,3.0
"Steele, Jack",-,-,,,,-,1,-,-,-,-,-,-,-,1,-,2.0
"Stocker, Liam",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1.0
"Wanganeen-Milera, Nasiah",1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,2.0
"Webster, Jimmy",-,,-,,,,,,,-,-,-,-,-,-,-,
"Wilkie, Callum",-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1.0
"Windhager, Marcus",,-,-,1,1,1,-,,,,,-,-,-,-,-,3.0
"Wood, Mason",1,2,-,-,2,-,-,-,-,-,-,-,-,-,1,2,8.0
Totals,5,6,7,7,10,7,7,10,8,8,4,7,4,7,11,9,117.0
Opponent,FR,WB,ES,GC,CW,CA,PA,NM,AD,GW,HW,SY,RI,BL,WC,ME,
