Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R13,R14,R15,Tot
"Battle, Josh",16,15,14,15,24,13,8,15,13,18,12,10,15,19,207.0
"Butler, Dan",8,12,13,16,8,13,6,10,10,11,14,10,13,10,154.0
"Byrnes, Ryan",27,8,23,21,22,20,17,24,13,18,17,19,10,7,246.0
"Bytel, Jack",16,,,3,6,,,4,7,,,,,,36.0
"Caminiti, Anthony",9,13,8,9,5,,,,10,10,7,5,6,8,90.0
"Clark, Hunter",18,26,21,27,26,20,23,22,25,18,1,,,,227.0
"Cordy, Zaine",6,13,1,9,6,7,1,,,,,,,,43.0
"Crouch, Brad",30,26,32,34,33,18,24,23,30,19,26,33,33,25,386.0
"Gresham, Jade",17,18,23,18,7,20,21,10,,17,15,18,16,11,211.0
"Higgins, Jack",9,8,18,22,14,11,14,16,18,12,13,11,11,11,188.0
"Hill, Bradley",21,22,23,22,19,21,18,26,13,20,19,19,31,25,299.0
"Howard, Dougal",13,17,13,18,12,11,10,8,9,15,16,13,14,12,181.0
"King, Max",,,,,,,,,,11,10,10,10,7,48.0
"Marshall, Rowan",16,20,19,21,25,17,26,21,10,24,17,16,17,13,262.0
"Membrey, Tim",,,,,,12,12,9,11,,,,,,44.0
"Owens, Mitch",15,17,14,27,14,16,15,16,13,7,,21,7,13,195.0
"Paton, Ben",6,21,6,14,17,13,18,12,15,7,19,,,14,162.0
"Phillipou, Mattaes",16,7,14,18,19,13,12,13,18,13,11,10,18,12,194.0
"Ross, Sebastian",,24,24,30,26,24,27,12,19,12,16,14,25,,253.0
"Sharman, Cooper",,,,,,,,18,7,,7,5,3,4,44.0
"Sinclair, Jack",26,33,26,31,27,27,33,23,23,37,18,32,31,36,403.0
"Steele, Jack",28,29,,,,19,28,20,21,25,14,24,21,21,250.0
"Stocker, Liam",20,18,17,26,17,16,15,25,15,24,23,13,13,18,260.0
"Wanganeen-Milera, Nasiah",18,19,19,24,21,15,20,28,16,29,25,30,22,24,310.0
"Webster, Jimmy",14,,16,,,,,,,14,16,19,13,15,107.0
"Wilkie, Callum",24,17,19,24,24,8,22,28,15,22,21,23,17,15,279.0
"Windhager, Marcus",,4,14,14,13,4,4,,,,,15,20,12,100.0
"Wood, Mason",20,24,27,24,23,22,18,17,18,21,18,16,18,24,290.0
Totals,393,411,404,467,408,360,392,400,349,404,355,386,384,356,5469.0
Opponent,FR,WB,ES,GC,CW,CA,PA,NM,AD,GW,HW,SY,RI,BL,
