Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,Tot
"Armstrong, Les",-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Bendle, Bill",,,,,,,,,,,-,-,,,
"Brady, Tom",-,-,-,1,2,3,-,-,2,1,1,2,2,-,14.0
"Brownlees, Tom",1,1,-,-,1,1,-,-,1,-,-,-,-,-,5.0
"Collins, Basil",-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Craven, Harold",-,-,-,-,1,,,-,-,-,-,-,-,1,2.0
"Davie, Bert",-,-,-,-,-,-,-,-,-,-,,,-,-,
"Ellingsen, Percy",1,1,2,,,,,,,,,2,2,2,10.0
"Everett, Ern",,,,,,,,,,-,,,,,
"Gliddon, Bill",,,,,,,,,,,-,,,,
"Gray, Jack",,,,-,1,-,,,,,-,-,-,-,1.0
"Hagger, Lloyd",2,1,-,1,-,-,1,2,1,1,-,3,-,1,13.0
"Hodgins, Frank",-,-,,,,,,,,,,,,,
"Hope, George",-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Johns, Alwyn",,,,2,-,1,-,1,-,1,1,1,-,-,7.0
"Kearney, Jim",-,-,-,-,-,-,1,-,-,1,-,1,-,-,3.0
"MacKay, Norm",,-,-,-,-,,2,-,-,,,,,,2.0
"Maguire, Vin",-,,,,-,-,,,-,-,1,1,1,-,3.0
"Maher, Ambrose",,-,-,3,,-,-,-,-,-,-,-,,,3.0
"Marsham, Harry",-,,-,1,,1,-,-,-,-,-,-,1,1,4.0
"Martini, Percy",,2,2,,1,1,1,4,2,1,2,,4,4,24.0
"Moodie, Duncan",-,-,-,-,-,-,-,,,-,-,-,-,-,
"Moulden, Bill",-,,-,-,-,-,,-,-,,,,,,
"Peck, Eric",-,-,,,,,,-,,,,,,,
"Peterson, Tommy",,,,,,,-,,,,,,,,
"Rankin, Bert",-,-,2,-,-,-,-,-,1,-,-,-,-,1,4.0
"Sheridan, Jack",,,,,,,-,,,,,,,,
"Thomas, Stan",-,-,-,-,-,-,-,-,-,-,,-,-,-,
Totals,4,5,6,8,6,7,5,7,7,5,5,10,10,10,95.0
Opponent,SM,CW,ES,FI,RI,CA,SK,SM,CW,ES,FI,RI,CA,SK,
