Player,R1,R2,R3,R5,R6,R7,R8,R9,R10,R11,R12,R13,R15,R16,R17,R18,Tot
"Allison, Bobby",,,,1,-,1,3,4,2,1,2,-,1,4,1,2,22.0
"Belcher, Vic",-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,
"Brereton, Harry",-,,,,,,,,,,,,,,,,
"Carpenter, Fred",2,1,,,,,,,,,,,,,,,3.0
"Doherty, Jock",1,-,1,2,-,2,1,-,-,1,-,-,2,,,,10.0
"Fleiter, Fred",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Hiskins, Arthur",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,
"Hiskins, Stan",,,-,-,-,-,,-,-,-,-,2,-,-,-,-,2.0
"Hynes, Tammy",1,,-,-,,1,,,,-,-,-,-,,,,2.0
"Laird, Chris",,,2,-,,,,,,,,,,3,-,4,9.0
"Lakin, Harry",,,,,-,,,,,,,,,,,-,
"Lanigan, Vernon",,,,,,,,,,,,,,,,-,
"Lugg, Norm",-,-,-,-,,,,,2,2,1,1,,,-,-,6.0
"OHalloran, Tom",-,-,-,1,-,3,-,-,1,-,1,-,-,-,-,-,6.0
"Pearson, Bill",1,-,,,,,,,-,-,-,-,,,,2,3.0
"Power, Gladstone",,1,1,2,2,-,2,-,1,1,-,-,2,2,,1,15.0
"Rademacher, Arthur",-,-,,,,,-,,,,,,,,,,
"Reardon, Roy",,,,,,,4,1,-,1,1,1,-,-,1,-,9.0
"Robertson, Harold",,3,1,,1,1,1,2,1,-,,,-,1,1,,12.0
"Sampson, Reg",-,-,,,,,,,,,,,,-,-,-,
"Scanlan, Paddy",,,,,-,2,1,-,-,-,1,1,1,-,-,,6.0
"Seedsman, Reg",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Smith, Vic",,-,1,-,-,1,-,-,-,-,-,-,-,,,,2.0
"Stewart, Jim",1,,1,-,1,-,1,1,,,,,,,,,5.0
"Tandy, Mark",-,-,1,-,-,-,-,-,-,-,-,-,-,-,1,-,2.0
"Turner, Chip",-,-,-,-,-,-,-,-,-,,,,-,-,-,-,
"Willis, Carl",,,,,,,,,,,,,,1,1,2,4.0
"Wood, Artie",-,-,-,-,1,1,1,-,-,-,-,-,1,-,-,,4.0
"Wootton, Stan",2,1,1,2,-,1,2,1,5,2,2,2,2,-,3,2,28.0
Totals,8,6,9,8,5,13,16,9,12,8,8,7,9,11,8,13,150.0
Opponent,ME,FI,ES,CA,RI,SK,GE,CW,ME,FI,ES,CA,RI,SK,GE,CW,
