Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,Tot
"Amon, Karl",-,-,-,-,-,-,-,1,-,-,1,-,-,2.0
"Blanck, James",-,-,,,,,,,-,-,-,-,-,
"Bramble, Lachlan",-,-,-,,,,,-,-,-,-,1,1,2.0
"Breust, Luke",1,2,2,1,-,2,1,,-,1,2,3,-,15.0
"Brockman, Tyler",,,1,1,-,-,-,1,,-,-,-,1,4.0
"Butler, Sam",,-,,,,,,,1,1,-,-,-,2.0
"Day, Will",-,-,1,-,,,-,-,-,-,-,-,-,1.0
"Frost, Sam",-,-,-,-,-,-,-,-,-,-,-,1,,1.0
"Grainger-Barras, Denver",,,,,-,-,,,,,,,,
"Greene, Fergus",-,4,2,-,-,-,-,-,,,,,,6.0
"Hardwick, Blake",-,-,-,-,-,-,-,-,-,-,-,1,-,1.0
"Impey, Jarman",-,-,-,-,1,-,-,-,-,-,1,-,-,2.0
"Jiath, Changkuoth",-,-,-,-,-,-,-,,-,,,,,
"Koschitzke, Jacob",1,1,,,,,,,1,1,2,1,-,7.0
"Lewis, Mitch",,,,,,,4,-,1,2,2,2,1,12.0
"Long, Ned",,,,,-,1,,,,,,,,1.0
"Lynch, Max",,,,,,-,,,,,,,,
"Macdonald, Bailey",,,,,,,,,,,,-,,
"Macdonald, Connor",-,1,-,3,1,1,,1,,-,-,-,-,7.0
"Mackenzie, Cam",-,1,1,1,-,-,,,-,1,-,1,-,5.0
"Maginness, Finn",-,-,-,1,,,,,,,,,,1.0
"Meek, Lloyd",-,1,-,-,1,,,-,-,-,-,-,-,2.0
"Mitchell, Seamus",,,,,-,1,-,-,-,-,-,,-,1.0
"Moore, Dylan",-,1,1,-,1,2,1,1,-,1,3,-,2,13.0
"Morrison, Harry",,,1,-,-,-,1,-,-,,,,,2.0
"Nash, Conor",-,-,2,-,-,1,-,-,-,-,1,-,-,4.0
"Newcombe, Jai",-,1,1,-,-,1,1,-,1,-,1,-,-,6.0
"Ramsden, Max",,,,,,,-,,,,,,,
"Reeves, Ned",-,-,-,-,-,-,-,1,,-,-,-,-,1.0
"Scrimshaw, Jack",,,-,-,,-,-,-,,,,-,-,
"Sicily, James",1,-,-,-,1,-,-,-,-,-,1,,-,3.0
"Ward, Josh",1,1,-,1,-,,-,-,,,,,,3.0
"Weddle, Josh",,,,,,,-,-,-,-,-,-,-,
"Wingard, Chad",2,,,-,2,-,1,-,-,,,,,5.0
"Worpel, James",2,-,1,-,-,-,-,-,-,-,-,-,-,3.0
Totals,8,13,13,8,7,9,9,5,4,7,14,10,5,112.0
Opponent,ES,SY,NM,GE,GW,AD,WB,FR,ME,WC,SK,PA,BL,
