Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,SF,GF,Tot
"Abbott, Paul",,,,,,,,,,,,,1,6,,,,,,,,,,,,7.0
"Allender, Stephen",3,,,,,,,2,,,,,,,,,,,,,,,,,,5.0
"Ayres, Gary",11,24,16,19,10,,14,21,23,16,22,19,13,35,25,18,15,23,21,,,20,,8,17,390.0
"Bennett, James",,,,,,,,,,,,,,,1,,,,,,,,,,,1.0
"Brereton, Dermott",19,20,17,14,14,11,14,19,18,11,12,16,4,23,11,20,11,16,8,15,20,11,11,13,14,362.0
"Buckenara, Gary",,,,,,,,,,,,,,,,,,,,,,19,,,,19.0
"Byrne, Michael",20,8,13,17,15,12,19,7,27,28,12,11,16,10,15,12,10,28,6,9,24,10,25,12,10,376.0
"Curran, Peter",,9,12,11,11,8,8,15,10,7,,3,5,12,14,24,10,17,8,21,18,15,16,8,3,265.0
"DiPierdomenico, Robert",12,20,21,20,27,29,20,24,20,31,23,21,21,17,,21,9,13,23,25,26,22,19,24,13,501.0
"Eade, Rodney",18,22,16,18,,17,8,11,28,17,19,22,17,13,18,25,12,24,12,18,,,4,13,8,360.0
"Fowler, Grant",,,,,,10,,,,,,,,,,,,,,,,,,,,10.0
"Greene, Russell",25,24,26,23,20,29,16,26,27,32,27,22,19,32,23,38,26,34,15,38,27,34,34,12,22,651.0
"Judge, Ken",23,14,18,14,23,13,23,7,18,5,9,9,14,12,6,2,,16,10,15,18,23,12,13,13,330.0
"Kennedy, John",19,21,23,19,22,26,14,24,22,20,21,11,17,27,18,18,9,23,26,24,-,,,,,404.0
"Knights, Peter",9,7,,23,,,,,7,,,,,,,,,,,,,,,,,46.0
"Langford, Chris",23,9,11,11,8,,,12,5,8,13,1,9,11,12,16,22,10,9,9,7,15,20,6,,247.0
"Lester-Smith, Rod",,,9,10,,14,,,,,,,,,11,7,13,7,19,21,16,28,18,23,13,209.0
"Loveridge, Richard",,,,,,,,,,,,,20,20,20,28,16,25,23,26,21,37,24,16,22,298.0
"Matthews, Leigh",17,16,19,29,24,16,24,16,12,21,22,10,12,37,22,16,10,14,23,16,,16,22,15,16,445.0
"McCarthy, Michael",15,11,20,5,14,7,5,,,3,8,7,16,17,10,17,17,18,12,25,21,20,5,7,7,287.0
"McGrath, Shane",,,,,,,,,,,,,,,,,,,,,4,,,,,4.0
"Mew, Chris",21,20,15,18,16,,8,20,17,20,17,21,10,18,6,24,10,14,,13,15,16,18,12,13,362.0
"Moore, Kelvin",,,,,25,4,,,3,3,,10,,,,,,,-,,13,8,,,,66.0
"Morris, Russell",6,,,,13,18,8,20,15,11,8,19,16,16,11,11,,3,19,14,21,20,14,,,263.0
"Morrissey, James",,,,,,,,,,,,,,,,,,,3,,,,,,,3.0
"OHalloran, David",15,23,12,9,,4,12,12,15,5,,,,,,,11,16,4,11,,,9,12,9,179.0
"Paton, Ian",,4,,,8,,,,,,5,,,,,,,,,13,9,14,2,,13,68.0
"Polkinghorne, David",,8,13,5,27,18,1,,,,17,17,13,9,,,5,,,,,,11,,,144.0
"Robertson, Colin",10,,15,21,22,22,18,20,21,22,20,14,15,22,19,17,18,19,,19,28,24,22,26,12,446.0
"Russo, Peter",,,,,,,12,14,23,31,9,,,,13,19,12,12,18,37,16,,,26,18,260.0
"Schwab, Peter",22,11,7,21,20,24,17,15,27,25,13,22,23,24,15,20,20,22,14,21,17,11,16,16,15,458.0
"Shields, Russell",,,,,,,,,,,13,,,,,,,,,,,,,,,13.0
"Tuck, Michael",18,11,19,25,31,26,19,17,13,26,18,23,22,16,32,20,,,,,,13,14,17,8,388.0
"Wallace, Terry",33,28,3,,33,24,16,27,,,,19,,,,,9,,,,29,,,21,26,268.0
Totals,339,310,305,332,383,332,276,329,351,342,308,297,283,377,302,373,265,354,273,390,350,376,316,300,272,8135.0
Opponent,SY,ES,ME,SK,FO,RI,FI,CA,NM,GE,CW,ES,ME,SK,FO,RI,FI,CA,NM,SY,CW,GE,CA,ES,ES,
