Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R15,R16,R17,R18,R19,R20,R21,R22,R23,EF,SF,PF,Tot
"Adams, Marcus",20,16,17,12,16,7,9,19,17,,15,11,17,5,16,11,,17,6,2,,,,,,233.0
"Ah Chee, Callum",13,6,20,13,13,8,16,19,8,12,13,3,,5,20,,15,14,15,6,,,7,10,8,244.0
"Andrews, Harris",11,11,14,16,16,14,17,18,12,12,12,6,9,18,16,,12,14,6,11,11,13,11,12,9,301.0
"Answerth, Noah",16,15,20,13,16,14,18,17,18,11,15,13,14,14,13,,15,13,10,9,14,16,,9,10,323.0
"Bailey, Zac",23,15,17,15,19,17,12,21,19,13,20,22,12,,10,17,17,24,9,19,12,20,24,16,19,412.0
"Berry, Jarrod",18,14,21,21,20,17,17,14,7,13,33,15,25,18,23,,,13,14,22,17,11,14,26,19,412.0
"Berry, Tom",,,,,,,,10,-,,,,,8,,,,,,,,,,,,18.0
"Cameron, Charlie",11,14,17,16,14,14,9,10,8,6,13,15,10,13,12,12,12,13,11,11,10,10,11,5,8,285.0
"Cockatoo, Nakia",10,7,16,9,-,,,,,,,,,,,10,15,,9,,,,,,,76.0
"Coleman, Keidean",,,,,,15,15,13,16,26,16,15,19,19,24,,25,,30,14,13,17,16,19,14,326.0
"Daniher, Joe",11,15,15,12,12,9,3,,,,,,10,9,12,10,11,10,13,7,9,12,14,,14,208.0
"Fort, Darcy",6,14,11,15,6,9,16,12,13,11,5,8,3,,,11,19,-,5,,,,,12,,176.0
"Fullarton, Tom",,,,7,,,,,,12,,,,,,9,-,,,,,,,10,,38.0
"Gardiner, Darcy",13,15,14,10,15,14,14,,9,11,17,7,7,,,,13,14,15,14,7,17,8,11,16,261.0
"Hipwood, Eric",,,,,,,,,11,8,10,12,10,8,10,10,11,9,10,13,9,6,11,17,9,174.0
"Lester, Ryan",,,,,,,,11,,,,,,,,14,,,,,-,,,,,25.0
"Lohmann, Kai",,,,,9,4,,,,,,,,,,,,,,,,,,,,13.0
"Lyons, Jarryd",23,24,28,21,21,30,20,23,24,32,17,24,29,14,24,17,18,21,21,20,17,19,,,,487.0
"Madden, James",,,,,,,4,,,,,,,,,10,,,,,,,,,,14.0
"Mathieson, Rhys",,,,,,,,,,,,,,,,-,23,18,19,24,13,23,14,-,13,147.0
"McCarthy, Lincoln",14,10,15,14,16,22,13,12,9,10,12,11,13,10,13,13,11,9,13,17,12,8,10,11,11,309.0
"McCluggage, Hugh",14,19,29,22,27,22,28,26,22,20,,24,33,27,26,29,29,25,26,28,24,24,26,25,17,592.0
"McInerney, Oscar",13,13,12,,11,9,16,11,11,9,13,10,9,23,10,15,,7,10,19,16,12,1,,10,260.0
"McStay, Daniel",8,11,14,14,11,10,16,2,,,14,13,11,13,7,,15,11,15,16,8,10,23,12,10,264.0
"Michael, Carter",,,,,,,,,,,,,,,,8,,,,,,,,,,8.0
"Neale, Lachie",31,41,27,30,33,25,37,29,36,25,39,31,37,22,33,21,26,32,31,32,16,29,39,27,20,749.0
"Payne, Jack",,,,,,,,12,6,12,,,,13,11,9,12,,,,9,13,11,13,11,132.0
"Prior, Jaxon",,-,,,,6,9,9,16,12,17,12,,,17,,,,,,14,14,12,,,138.0
"Rayner, Cam",13,12,16,13,12,20,11,11,14,21,25,20,14,14,9,12,19,10,16,16,18,17,,12,8,353.0
"Rich, Daniel",18,29,21,24,25,26,20,28,26,33,13,32,26,33,10,,,14,,18,26,22,17,30,17,508.0
"Robertson, Deven",,,,-,,,,,,,17,13,14,8,,,,,,,,,12,14,17,95.0
"Robinson, Mitch",18,,12,17,20,,,,,2,-,,12,10,,19,21,15,14,13,,5,10,,,188.0
"Sharp, Harry",3,5,-,,,,,,,,,,,,,7,10,,,,,,,,,25.0
"Starcevich, Brandon",9,12,14,10,15,19,13,18,15,15,13,17,17,19,16,26,18,14,,15,13,12,13,12,13,358.0
"Tunstill, James",,,,,,,,,,,,,,9,11,11,,,,,,,,,,31.0
"Wilmot, Darcy",,,,,,,,,,,,,,,,,,,,,,,11,15,12,38.0
"Zorko, Dayne",13,33,28,11,28,13,22,26,26,23,14,21,17,,1,,,20,25,22,22,18,21,22,11,437.0
Totals,329,351,398,335,375,344,355,371,343,349,363,355,368,332,344,301,367,337,343,368,310,348,336,340,296,8658.0
Opponent,PA,ES,NM,GE,CW,GC,SY,WC,AD,HW,GW,FR,SK,ME,WB,ES,GW,GC,RI,CA,SK,ME,RI,ME,GE,
