Player,R2,R3,R4,R5,R6,R7,R8,R9,R11,R12,R13,R14,R15,R16,R17,R18,Tot
"Britter, Harry",,,,,-,,,,,,,,,,,,
"Brushfield, Nick",,,,-,-,1,-,-,-,,,2,2,-,-,1,6.0
"Chambers, Jack",,,-,,,,,,,,-,-,-,,,2,2.0
"Coghlan, Arthur",-,-,-,-,-,-,-,-,-,-,-,,,,-,,
"Craven, Harold",,,,,,,,,,,,,,,-,-,
"Ferguson, Dave",,,,,,,-,-,-,-,-,-,-,-,,,
"Fleming, Eric",2,2,-,1,-,-,1,,-,1,1,3,2,-,,,13.0
"Greeves, Edward",-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,
"Hagger, Lloyd",3,4,5,6,3,5,-,2,2,2,4,4,1,1,,,42.0
"Hall, Syd",-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,-,3.0
"Hudd, Bill",-,-,,-,-,-,1,-,-,1,-,-,-,-,-,-,2.0
"Jones, Jockie",1,-,1,,,,,,,,,,,,,,2.0
"Jorgensen, Frank",-,1,,,1,-,,-,,,,,,,,,2.0
"Kroger, Max",,,-,,,,,,,,,,,,,,
"Mathieson, Jim",-,-,-,-,-,1,-,2,,-,1,1,-,-,-,-,5.0
"McCarter, Billy",-,-,-,-,-,-,-,-,-,-,1,-,1,-,,-,2.0
"Murrells, Frank",,,,,,,,,,,,,,,-,-,
"Nicolson, Ken",1,-,1,1,2,-,-,-,2,,,,,,-,-,7.0
"Paterson, Jack",,,,,,,,,,1,-,2,-,2,-,-,5.0
"Pink, Arthur",-,1,-,2,1,-,3,1,-,-,-,1,1,2,1,1,14.0
"Plane, Charlie",-,-,,-,,,-,-,-,-,-,-,-,-,-,-,
"Profitt, Vic",1,,,-,,,,,,-,,,,,,,1.0
"Rankin, Cliff",2,1,-,1,2,4,4,1,3,1,1,3,,2,3,3,31.0
"Rayson, Arthur",,,,,,,,,,,,,,,1,2,3.0
"Sharland, Wallace",-,1,1,-,-,-,-,1,1,3,-,1,-,-,-,,8.0
"Smith, Les",,-,-,-,-,-,-,,1,,,,-,1,-,-,2.0
"Stevenson, Edward",,,-,-,-,-,-,-,-,-,-,-,-,1,,,1.0
"Thomas, Stan",-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,
"Todd, George",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
Totals,10,10,8,11,9,11,9,7,9,9,8,18,8,9,6,9,151.0
Opponent,RI,FI,ES,SK,ME,CW,CA,SM,RI,FI,ES,SK,ME,CW,CA,SM,
