Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,QF,SF,PF,Tot
"Aitken, Ian",3,,,,,,,2,,1,,,,,1,1,1,3,6,3,-,2,7,2,2,34.0
"Alvin, Tom",,,,6,6,2,2,-,3,,,1,6,-,3,-,4,2,4,3,1,2,1,1,-,47.0
"Blackwell, Wayne",7,7,1,11,6,2,10,6,5,8,10,8,8,9,,12,8,6,1,9,6,1,10,7,6,164.0
"Bradley, Craig",2,2,5,5,5,2,10,6,6,5,3,3,6,5,6,4,2,4,6,19,3,1,8,4,5,127.0
"Buckley, Jim",,2,3,,,,,-,2,4,5,1,1,4,-,9,5,,,,,,,,,36.0
"Butts, Gerard",,,,,,-,,,,,,,,,,,,,,,,,,,,
"Da Rui, Steven",-,5,-,6,4,1,9,3,2,3,1,,3,,,,5,2,2,-,-,,-,1,1,48.0
"Dean, Peter",6,7,4,,,,,,,,,,,,,,,,,,,,,,,17.0
"Dennis, Richard",5,7,12,8,,,,8,5,,7,7,1,5,,,,,,,,,,,,65.0
"Dorotich, Jon",-,,,4,4,2,6,3,2,5,-,-,3,10,6,6,2,2,4,5,7,2,3,-,2,78.0
"Dunlop, Jamie",4,6,1,,,,,,1,,,,,,,,,,,,,3,3,-,3,21.0
"Evans, Bernie",,,,4,2,-,,,,,,6,5,3,,,,,,,,,3,4,,27.0
"Garvey, Michael",,,,,,3,3,,,,,,,,,,,,,,,,,,,6.0
"Glascott, David",11,,8,8,10,4,5,8,6,5,10,7,10,12,10,9,,4,12,8,8,4,4,,4,167.0
"Gleeson, Adrian",6,4,8,13,6,3,4,5,6,6,6,6,9,4,6,3,2,5,4,7,4,5,,,6,128.0
"Hanna, Mil",2,2,4,1,5,2,-,,,,8,2,,-,,,,4,-,,,1,4,2,1,38.0
"Harmes, Wayne",2,3,,6,2,,,4,5,1,2,,,,1,4,4,,,,,,,,,34.0
"Herman, Ian",,5,,,,4,5,6,7,4,1,,,,7,14,7,2,7,10,7,3,,1,6,96.0
"Hunter, Ken",1,1,4,9,2,-,4,6,9,9,-,1,-,,2,,,-,,,3,-,,,,51.0
"Johnston, Wayne",,,5,9,2,,4,3,9,6,2,4,3,3,8,,,,1,5,3,1,5,-,,73.0
"Kennedy, Michael",2,,,,,3,4,-,,,,,,,,4,3,2,3,1,1,1,2,2,1,29.0
"Kernahan, David",3,5,5,2,5,,,,,,,-,,,,,,,,,,,,,,20.0
"Kernahan, Stephen",1,1,4,7,5,-,5,5,1,1,,,4,5,7,4,2,1,2,3,3,2,3,2,3,71.0
"Madden, Justin",,1,4,1,9,3,13,,,4,8,3,2,6,1,5,11,3,9,7,6,2,7,-,2,107.0
"McKenzie, Warren",,,,,,,6,6,2,2,3,8,7,2,,,,,,,,,,,,36.0
"Meldrum, Paul",,,,,,,,4,2,4,14,7,1,8,7,9,5,7,8,9,7,2,8,8,2,112.0
"Murphy, Fraser",9,5,1,,,3,3,12,7,1,7,3,-,3,7,1,7,6,5,2,5,7,8,1,5,108.0
"Naley, Mark",8,3,5,13,7,,7,,,3,6,8,3,9,2,8,,6,9,4,4,7,6,1,2,121.0
"OSullivan, Luke",,,,,,,,,,,,,,,,,,,,1,,,,,,1.0
"Poursanidis, Phillip",,,,,,2,3,,,,,,,,,,,,,,,,,,,5.0
"Rhys-Jones, David",,13,7,5,7,,,,6,8,1,4,5,2,5,11,5,,,5,2,7,12,2,4,111.0
"Robertson, Shane",,,,,,,,,,,,,,,7,6,6,2,4,,,,,,,25.0
"Sartori, Peter",,,,,,,,,,,,,,2,1,3,5,2,4,3,6,2,2,-,3,33.0
"Shine, Brad",4,4,5,4,4,4,,,,,,,,,,,,,,,,,,,,25.0
"Silvagni, Stephen",1,5,2,3,9,3,4,3,2,2,7,1,6,7,11,5,3,4,6,2,2,,4,-,7,99.0
"Williams, Mark",,,,,2,,,,,,,,,,,,4,,,,,,,,,6.0
Totals,77,88,88,125,102,43,107,90,88,82,101,80,83,99,98,118,91,67,97,106,78,55,100,38,65,2166.0
Opponent,HW,BB,ES,SY,CW,SK,GE,NM,WC,FO,FI,RI,ME,CW,SK,GE,RI,FI,SY,NM,BB,ME,CW,HW,ME,
