Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R16,Tot
"Aliir, Aliir",9,7,7,11,7,8,7,5,6,5,10,11,11,14,7,125.0
"Bergman, Miles",18,9,13,10,9,7,15,12,16,6,7,12,7,3,5,149.0
"Boak, Travis",,5,6,11,10,9,15,9,6,5,,,10,9,2,97.0
"Bonner, Riley",,,11,,,,4,13,9,11,10,11,-,8,10,87.0
"Burgoyne, Jase",,5,,,,,4,,,,,,,,1,10.0
"Burton, Ryan",21,9,,,12,13,15,17,6,8,6,9,,10,11,137.0
"Butters, Zak",13,9,9,14,19,9,9,16,17,22,20,17,17,9,14,214.0
"Byrne-Jones, Darcy",12,10,14,5,7,12,11,11,,10,11,9,4,8,6,130.0
"Clurey, Tom",,,2,,,,,,,,,,,,,2.0
"Dixon, Charlie",11,8,10,3,11,,4,7,,,,,7,3,10,74.0
"Drew, Willem",4,9,10,6,4,12,5,10,8,11,6,8,6,6,9,114.0
"Duursma, Xavier",9,8,4,13,6,12,3,,,,,,,,,55.0
"Evans, Francis",1,,,,,,,3,6,2,2,,,,,14.0
"Fantasia, Orazio",5,6,2,,,,,,,,,,,,,13.0
"Farrell, Kane",15,10,13,15,10,8,,,7,11,15,12,17,10,16,159.0
"Finlayson, Jeremy",,,4,14,8,10,12,13,15,7,15,15,5,10,8,136.0
"Georgiades, Mitch",8,10,,,,,,,,,,,,,,18.0
"Horne-Francis, Jason",17,8,12,8,15,5,14,17,11,13,15,11,10,9,7,172.0
"Houston, Dan",10,13,17,11,19,14,14,20,11,24,17,14,12,19,20,235.0
"Jonas, Tom",8,2,4,4,,7,,1,4,4,,,,,,34.0
"Jones, Lachie",7,3,6,,,,,,,,6,6,10,,,38.0
"Lord, Ollie",,,,,,5,3,,5,4,2,1,,,,20.0
"Lycett, Scott",1,2,3,6,-,,,,,6,7,5,2,6,,38.0
"Marshall, Todd",8,10,3,5,8,-,,11,-,,,12,9,13,6,85.0
"McEntee, Jed",,,,6,4,5,6,5,5,1,10,6,6,2,2,58.0
"McKenzie, Trent",7,,,8,14,15,10,5,7,7,9,10,8,8,8,116.0
"Mead, Jackson",,,,5,5,,,,5,1,7,,,,,23.0
"Narkle, Quinton",,,,,,,,,,,,,,7,7,14.0
"Powell-Pepper, Sam",13,11,10,9,5,6,10,2,7,12,6,7,6,7,6,117.0
"Rioli, Junior",9,6,1,5,6,6,7,9,,,7,9,5,,,70.0
"Rozee, Connor",12,11,18,9,17,20,12,11,14,22,17,22,12,14,17,228.0
"Sinn, Josh",,,,,,,,,,,,4,4,2,,10.0
"Teakle, Brynn",,,,,,6,-,2,8,,,,,,,16.0
"Visentini, Dante",,,,,,,,,,,,,,,-,
"Williams, Dylan",,,,13,8,7,14,17,10,18,12,12,13,14,16,154.0
"Wines, Ollie",12,8,9,6,13,7,8,5,8,8,7,7,10,10,7,125.0
Totals,230,179,188,197,217,203,202,221,191,218,224,230,191,201,195,3087.0
Opponent,BL,CW,AD,SY,WB,WC,SK,ES,NM,ME,RI,HW,WB,GE,ES,
