Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R16,R17,Tot
"Aliir, Aliir",95,98,100,96,98,91,96,100,95,100,96,94,100,100,100,100,97.4/1961:01
"Bergman, Miles",81,79,82,78,88,80,83,86,81,79,77,82,80,82,85,81,81.5/1640:20
"Boak, Travis",,35,76,82,75,80,79,81,80,49,,,84,80,84,81,74.3/1207:00
"Bonner, Riley",,,68,,,,60,82,82,72,75,84,16,31,69,,64.1/803:16
"Burgoyne, Jase",,41,,,,,84,,,,,,,,27,,50.5/183:01
"Burton, Ryan",84,88,,,78,78,84,80,77,91,90,81,,78,79,90,82.9/1353:46
"Butters, Zak",77,72,77,79,74,82,74,71,82,87,79,83,85,80,80,85,79.2/1595:30
"Byrne-Jones, Darcy",78,74,78,15,86,90,89,85,,83,79,84,74,84,75,85,77.2/1456:55
"Clurey, Tom",,,93,,,,,,,,,,,,,,93.0/122:16
"Dixon, Charlie",90,93,91,96,89,,100,100,,,,,100,93,92,96,94.5/1297:01
"Drew, Willem",73,71,84,69,74,73,75,67,65,76,75,77,83,75,76,84,74.8/1507:38
"Duursma, Xavier",83,78,52,77,78,88,20,,,,,,,,,,68.4/605:07
"Evans, Francis",23,,,,,,,30,75,61,22,,,,,,42.2/267:23
"Fantasia, Orazio",58,69,29,,,,,,,,,,,,,,51.7/200:25
"Farrell, Kane",79,84,83,81,82,82,,,87,68,82,85,82,79,86,87,81.9/1451:06
"Finlayson, Jeremy",,,65,80,86,84,86,73,92,87,86,82,78,87,93,90,83.4/1466:40
"Georgiades, Mitch",79,82,,,,,,,,,,,,,,,80.4/206:18
"Hayes, Sam",,,,,,,,,,,,,,,,68,68.0/86:01
"Horne-Francis, Jason",84,80,76,68,83,69,74,78,79,80,77,76,77,76,80,64,76.3/1536:59
"Houston, Dan",82,79,82,83,80,80,77,84,76,85,82,82,79,83,87,79,81.2/1636:55
"Jonas, Tom",95,97,94,95,,91,,53,98,96,,,,,,,90.0/920:12
"Jones, Lachie",70,83,86,,,,,,,,81,86,87,,,83,82.2/736:58
"Lord, Ollie",,,,,,82,77,,77,84,85,76,,,,,80.1/609:11
"Lycett, Scott",82,74,71,66,41,,,,,82,85,49,76,77,,,70.3/890:42
"Marshall, Todd",87,83,86,94,83,28,,82,21,,,80,83,84,89,79,75.1/1236:41
"McEntee, Jed",,,,83,84,73,76,77,79,84,71,79,79,64,78,71,76.7/1248:37
"McKenzie, Trent",87,,,92,96,93,95,91,92,70,94,95,95,96,90,18,85.9/1512:39
"Mead, Jackson",,,,74,28,,,,56,36,63,,,,,,51.7/322:09
"Narkle, Quinton",,,,,,,,,,,,,,73,72,53,65.9/245:54
"Powell-Pepper, Sam",80,93,83,87,84,83,86,82,85,91,89,86,82,86,84,87,85.5/1721:54
"Rioli, Junior",78,87,84,66,86,81,74,82,,,71,79,72,,,74,77.8/1179:19
"Rozee, Connor",84,80,83,91,77,84,86,85,85,84,85,83,84,85,87,83,84.1/1694:59
"Sinn, Josh",,,,,,,,,,,,33,48,50,,,43.4/166:55
"Teakle, Brynn",,,,,,88,80,81,79,,,,,,,,82.1/412:59
"Visentini, Dante",,,,,,,,,,,,,,,41,,41.0/49:14
"Williams, Dylan",,,,75,78,53,82,79,76,86,84,74,78,81,73,83,77.0/1251:02
"Wines, Ollie",70,81,75,75,71,65,65,71,79,70,74,71,80,73,75,81,73.5/1480:45
Totals,,,,,,,,,,,,,,,,,
Opponent,BL,CW,AD,SY,WB,WC,SK,ES,NM,ME,RI,HW,WB,GE,ES,GC,
