Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R16,Tot
"Aliir, Aliir",1,3,1,1,-,2,1,2,1,1,1,-,3,1,2,20.0
"Bergman, Miles",1,4,-,1,1,-,-,-,-,-,2,-,2,1,-,12.0
"Boak, Travis",,1,-,-,-,-,-,-,-,-,,,-,2,-,3.0
"Bonner, Riley",,,1,,,,1,-,-,1,-,1,1,-,-,5.0
"Burgoyne, Jase",,-,,,,,-,,,,,,,,-,
"Burton, Ryan",-,1,,,-,-,2,1,1,-,1,3,,1,3,13.0
"Butters, Zak",-,-,1,2,-,2,2,1,-,1,2,-,1,1,2,15.0
"Byrne-Jones, Darcy",2,1,-,-,1,-,1,-,,-,1,-,-,-,-,6.0
"Clurey, Tom",,,1,,,,,,,,,,,,,1.0
"Dixon, Charlie",4,-,1,2,3,,2,-,,,,,-,1,1,14.0
"Drew, Willem",1,4,2,1,2,1,2,-,-,-,1,2,-,-,1,17.0
"Duursma, Xavier",-,2,-,2,1,2,-,,,,,,,,,7.0
"Evans, Francis",-,,,,,,,-,-,-,-,,,,,
"Fantasia, Orazio",-,-,-,,,,,,,,,,,,,
"Farrell, Kane",-,-,-,2,1,1,,,1,-,1,-,2,1,-,9.0
"Finlayson, Jeremy",,,2,1,1,-,2,-,2,1,-,2,-,-,1,12.0
"Georgiades, Mitch",1,3,,,,,,,,,,,,,,4.0
"Horne-Francis, Jason",1,6,2,-,1,4,3,1,2,1,1,1,1,4,1,29.0
"Houston, Dan",2,2,1,1,-,-,1,1,1,2,1,1,2,1,-,16.0
"Jonas, Tom",-,1,3,1,,1,,-,-,-,,,,,,6.0
"Jones, Lachie",-,1,-,,,,,,,,-,-,-,,,1.0
"Lord, Ollie",,,,,,2,1,,1,3,-,-,,,,7.0
"Lycett, Scott",2,1,4,4,2,,,,,3,-,1,-,1,,18.0
"Marshall, Todd",1,2,-,-,2,-,,-,-,,,2,-,-,1,8.0
"McEntee, Jed",,,,3,1,-,2,-,1,1,2,1,1,1,2,15.0
"McKenzie, Trent",1,,,2,1,1,1,-,-,-,-,1,-,1,-,8.0
"Mead, Jackson",,,,1,-,,,,-,-,-,,,,,1.0
"Narkle, Quinton",,,,,,,,,,,,,,1,1,2.0
"Powell-Pepper, Sam",1,1,1,-,3,1,2,2,-,2,1,1,2,-,2,19.0
"Rioli, Junior",1,-,-,1,2,-,1,1,,,-,1,3,,,10.0
"Rozee, Connor",2,-,-,2,-,2,2,2,1,2,-,-,1,1,-,15.0
"Sinn, Josh",,,,,,,,,,,,-,-,1,,1.0
"Teakle, Brynn",,,,,,3,1,1,5,,,,,,,10.0
"Visentini, Dante",,,,,,,,,,,,,,,2,2.0
"Williams, Dylan",,,,2,-,1,-,-,-,-,-,-,-,-,-,3.0
"Wines, Ollie",4,1,2,3,2,-,1,-,1,1,-,-,-,-,2,17.0
Totals,25,34,22,32,24,23,28,12,17,19,14,17,19,19,21,326.0
Opponent,BL,CW,AD,SY,WB,WC,SK,ES,NM,ME,RI,HW,WB,GE,ES,
