Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R16,R17,Tot
"Acres, Blake",6,10,7,,6,16,14,15,9,18,11,5,9,11,8,13,158.0
"Boyd, Jordan",,,,,,,,,,3,5,1,3,3,4,3,22.0
"Carroll, Jack",,,,3,,,,,,,,,,,,,3.0
"Cerra, Adam",7,11,16,7,13,17,11,15,13,18,16,17,21,13,16,8,219.0
"Cincotta, Alex",,,,,,18,8,9,6,,,4,11,5,6,4,71.0
"Cottrell, Matthew",,,,,,,,,4,4,5,5,9,4,,9,40.0
"Cowan, Lachlan",2,5,1,3,1,3,,,,,,,,,,,15.0
"Cripps, Patrick",16,18,25,24,13,20,27,10,10,15,10,16,15,18,18,24,279.0
"Cuningham, David",,,,,,,,,,,,,,5,11,6,22.0
"Curnow, Charlie",2,2,6,-,-,3,3,4,4,2,3,3,5,5,4,5,51.0
"Curnow, Ed",2,10,3,8,6,1,6,6,-,10,5,,4,,9,,70.0
"De Koning, Tom",6,5,8,7,5,,,,,,7,2,7,5,,,52.0
"Docherty, Sam",2,6,17,10,,,9,11,13,9,14,13,15,12,9,10,150.0
"Dow, Paddy",,,,,,,,,,,,5,4,3,,,12.0
"Durdin, Corey",,1,2,5,3,1,4,3,2,4,2,,,,,,27.0
"Fisher, Zac",2,5,7,19,11,7,8,,,,,10,,,,,69.0
"Fogarty, Lachie",,,,,,,,,,,,,,5,10,10,25.0
"Hewett, George",18,,12,9,13,24,18,17,12,9,4,,,,6,4,146.0
"Hollands, Oliver",6,6,5,3,2,7,3,8,5,5,8,,,,,,58.0
"Honey, Josh",,,,-,2,6,4,3,,,,,,,,,15.0
"Kemp, Brodie",,,,,,,4,5,,,4,3,5,9,6,5,41.0
"Kennedy, Matthew",9,14,,,7,7,3,4,11,11,9,12,11,10,7,10,125.0
"Martin, Jack",3,,,,,,,,,,,,3,5,-,9,20.0
"McGovern, Mitch",4,-,4,8,,6,2,8,3,2,4,5,7,-,3,1,57.0
"McKay, Harry",2,1,2,1,2,1,4,-,3,1,2,1,6,2,3,6,37.0
"Motlop, Jesse",5,6,5,3,1,4,,1,2,4,7,3,6,,,,47.0
"Newman, Nic",5,7,7,3,9,7,8,5,9,9,1,,,6,6,4,86.0
"OBrien, Lochie",1,1,3,5,,1,,,,,,2,,,,,13.0
"Owies, Matthew",5,2,2,,,,,,2,1,6,2,2,2,5,4,33.0
"Pittonet, Marc",,6,8,3,-,6,6,5,3,4,7,,,6,,,54.0
"Plowman, Lachie",,,,,3,,,,,,,,,,,,3.0
"Saad, Adam",5,9,8,8,3,,12,9,7,8,7,4,10,5,6,5,106.0
"Silvagni, Jack",3,4,6,6,8,2,6,5,6,5,,1,6,,9,7,74.0
"Walsh, Sam",,,,,19,19,18,17,10,19,12,14,20,16,15,21,200.0
"Weitering, Jacob",3,3,4,2,1,6,7,3,2,2,2,4,4,7,2,2,54.0
"Young, Lewis",6,3,4,4,9,8,6,6,6,7,,6,4,,5,9,83.0
Totals,120,135,162,141,137,190,191,169,142,170,151,138,187,157,168,179,2537.0
Opponent,RI,GE,GW,NM,AD,SK,WC,BL,WB,CW,SY,ME,ES,GC,HW,FR,
