Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R16,Tot
"Acres, Blake",10,16,14,,17,20,20,14,8,7,11,13,12,6,14,182.0
"Boyd, Jordan",,,,,,,,,,8,9,8,11,8,10,54.0
"Carroll, Jack",,,,1,,,,,,,,,,,,1.0
"Cerra, Adam",14,14,12,11,10,22,19,18,7,15,8,13,10,14,11,198.0
"Cincotta, Alex",,,,,,6,9,11,3,,,6,7,6,5,53.0
"Cottrell, Matthew",,,,,,,,,12,7,18,7,6,14,,64.0
"Cowan, Lachlan",6,7,10,6,8,8,,,,,,,,,,45.0
"Cripps, Patrick",9,9,17,6,6,14,6,7,16,11,9,7,4,9,10,140.0
"Cuningham, David",,,,,,,,,,,,,,6,5,11.0
"Curnow, Charlie",8,9,11,16,9,12,15,6,9,14,15,8,12,10,9,163.0
"Curnow, Ed",12,16,10,9,17,4,10,11,2,11,9,,9,,7,127.0
"De Koning, Tom",7,6,4,4,4,,,,,,6,6,5,6,,48.0
"Docherty, Sam",23,15,22,9,,,15,18,13,25,11,13,12,20,17,213.0
"Dow, Paddy",,,,,,,,,,,,4,3,5,,12.0
"Durdin, Corey",,7,6,6,5,6,6,5,8,5,7,,,,,61.0
"Fisher, Zac",5,14,10,9,3,15,13,,,,,4,,,,73.0
"Fogarty, Lachie",,,,,,,,,,,,,,5,8,13.0
"Hewett, George",10,,8,6,3,5,14,9,8,2,2,,,,-,67.0
"Hollands, Oliver",5,14,8,12,10,15,9,13,8,5,6,,,,,105.0
"Honey, Josh",,,,9,3,4,4,5,,,,,,,,25.0
"Kemp, Brodie",,,,,,,18,9,,,12,11,12,11,13,86.0
"Kennedy, Matthew",13,12,,,9,14,4,9,16,11,7,8,10,17,9,139.0
"Martin, Jack",3,,,,,,,,,,,,5,3,12,23.0
"McGovern, Mitch",17,10,11,19,,10,6,12,11,6,15,15,9,16,17,174.0
"McKay, Harry",11,9,5,15,8,16,9,6,12,7,6,11,8,8,16,147.0
"Motlop, Jesse",5,6,12,10,6,2,,4,6,5,6,8,8,,,78.0
"Newman, Nic",9,17,17,15,11,21,26,14,14,10,5,,,13,11,183.0
"OBrien, Lochie",3,2,4,10,,4,,,,,,7,,,,30.0
"Owies, Matthew",5,11,2,,,,,,6,7,6,3,8,7,4,59.0
"Pittonet, Marc",,4,4,8,1,4,7,7,5,9,4,,,2,,55.0
"Plowman, Lachie",,,,,9,,,,,,,,,,,9.0
"Saad, Adam",13,20,15,17,14,,13,14,16,8,11,10,12,13,18,194.0
"Silvagni, Jack",2,9,13,10,10,11,11,8,6,7,,3,8,,8,106.0
"Walsh, Sam",,,,,6,19,12,11,19,10,19,8,15,13,10,142.0
"Weitering, Jacob",17,9,13,13,10,16,10,9,11,6,16,12,11,9,15,177.0
"Young, Lewis",14,11,7,18,4,8,5,6,9,8,,5,4,,8,107.0
Totals,221,247,235,239,183,256,261,226,225,204,218,190,201,221,237,3364.0
Opponent,RI,GE,GW,NM,AD,SK,WC,BL,WB,CW,SY,ME,ES,GC,HW,
