Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R16,R17,Tot
"Acres, Blake",2,1,-,,-,-,-,2,1,-,-,1,1,-,1,1,10.0
"Boyd, Jordan",,,,,,,,,,1,2,-,-,-,-,-,3.0
"Carroll, Jack",,,,-,,,,,,,,,,,,,
"Cerra, Adam",3,2,4,2,2,2,2,3,-,-,3,4,2,5,-,1,35.0
"Cincotta, Alex",,,,,,-,1,1,-,,,2,-,-,-,-,4.0
"Cottrell, Matthew",,,,,,,,,1,2,-,2,-,-,,-,5.0
"Cowan, Lachlan",1,-,-,1,2,1,,,,,,,,,,,5.0
"Cripps, Patrick",-,2,1,1,1,4,3,2,1,1,2,1,1,1,1,2,24.0
"Cuningham, David",,,,,,,,,,,,,,1,-,1,2.0
"Curnow, Charlie",-,-,-,4,1,4,1,-,1,6,1,-,2,2,2,-,24.0
"Curnow, Ed",-,-,-,-,-,-,-,1,-,1,1,,-,,-,,3.0
"De Koning, Tom",3,2,-,-,2,,,,,,2,2,-,4,,,15.0
"Docherty, Sam",2,1,-,2,,,-,1,2,-,1,1,-,-,-,1,11.0
"Dow, Paddy",,,,,,,,,,,,-,-,-,,,
"Durdin, Corey",,-,1,1,-,-,-,-,1,1,1,,,,,,5.0
"Fisher, Zac",-,-,1,1,-,-,-,,,,,2,,,,,4.0
"Fogarty, Lachie",,,,,,,,,,,,,,-,-,-,
"Hewett, George",2,,1,-,2,-,2,-,-,-,-,,,,-,-,7.0
"Hollands, Oliver",1,2,-,2,1,1,-,2,1,1,-,,,,,,11.0
"Honey, Josh",,,,-,1,-,-,-,,,,,,,,,1.0
"Kemp, Brodie",,,,,,,-,-,,,-,-,-,1,-,-,1.0
"Kennedy, Matthew",1,1,,,-,1,-,-,-,-,-,2,-,2,4,-,11.0
"Martin, Jack",1,,,,,,,,,,,,1,-,1,3,6.0
"McGovern, Mitch",-,-,-,1,,1,2,1,-,-,-,-,-,1,-,-,6.0
"McKay, Harry",-,3,2,-,2,1,-,1,4,1,-,2,4,-,4,2,26.0
"Motlop, Jesse",1,1,2,1,3,-,,-,2,1,1,-,-,,,,12.0
"Newman, Nic",1,3,2,-,2,-,1,-,1,-,-,,,1,1,1,13.0
"OBrien, Lochie",1,-,-,-,,-,,,,,,-,,,,,1.0
"Owies, Matthew",1,2,-,,,,,,-,1,-,-,-,2,2,-,8.0
"Pittonet, Marc",,1,1,1,-,1,2,-,3,2,2,,,-,,,13.0
"Plowman, Lachie",,,,,2,,,,,,,,,,,,2.0
"Saad, Adam",2,-,-,-,-,,-,1,-,-,-,-,1,1,-,1,6.0
"Silvagni, Jack",1,1,1,1,1,3,-,-,1,-,,1,2,,2,1,15.0
"Walsh, Sam",,,,,-,-,-,1,-,2,2,1,3,-,2,2,13.0
"Weitering, Jacob",1,2,-,1,-,1,-,3,-,1,-,1,1,-,1,-,12.0
"Young, Lewis",1,-,1,2,-,-,-,2,-,1,,-,-,,-,-,7.0
Totals,25,24,17,21,22,20,14,21,19,22,18,22,18,21,21,16,321.0
Opponent,RI,GE,GW,NM,AD,SK,WC,BL,WB,CW,SY,ME,ES,GC,HW,FR,
