Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R13,R14,Tot
"Battle, Josh",6,6,10,10,13,8,3,7,7,6,3,3,1,83.0
"Butler, Dan",1,1,2,3,3,6,3,-,1,3,3,1,-,27.0
"Byrnes, Ryan",5,2,6,3,4,2,5,4,2,4,5,3,2,47.0
"Bytel, Jack",4,,,2,1,,,2,1,,,,,10.0
"Caminiti, Anthony",2,9,2,3,4,,,,6,4,2,-,2,34.0
"Clark, Hunter",1,7,2,7,1,4,4,3,-,3,-,,,32.0
"Cordy, Zaine",-,6,1,1,1,5,1,,,,,,,15.0
"Crouch, Brad",4,4,6,6,5,4,1,5,3,1,7,4,4,54.0
"Gresham, Jade",4,7,7,3,2,3,7,1,,3,2,3,1,43.0
"Higgins, Jack",4,2,4,5,4,2,3,4,8,5,5,2,2,50.0
"Hill, Bradley",4,8,4,6,4,2,6,5,3,3,6,3,3,57.0
"Howard, Dougal",2,9,7,9,6,6,3,3,3,5,7,5,3,68.0
"King, Max",,,,,,,,,,8,3,3,5,19.0
"Marshall, Rowan",2,4,8,6,7,4,6,3,1,3,6,2,3,55.0
"Membrey, Tim",,,,,,7,5,3,3,,,,,18.0
"Owens, Mitch",6,3,3,5,4,5,3,5,3,1,,8,1,47.0
"Paton, Ben",2,7,1,4,6,6,7,4,5,3,2,,,47.0
"Phillipou, Mattaes",3,3,2,1,3,4,2,6,3,4,6,2,4,43.0
"Ross, Sebastian",,5,5,2,2,4,1,2,-,1,4,2,2,30.0
"Sharman, Cooper",,,,,,,,8,3,,4,1,-,16.0
"Sinclair, Jack",4,5,5,3,6,6,3,2,2,8,4,3,4,55.0
"Steele, Jack",5,5,,,,5,5,3,2,5,3,2,-,35.0
"Stocker, Liam",9,8,4,7,5,4,7,16,5,10,6,5,3,89.0
"Wanganeen-Milera, Nasiah",5,6,7,8,3,4,8,11,2,10,3,9,1,77.0
"Webster, Jimmy",5,,4,,,,,,,7,4,5,6,31.0
"Wilkie, Callum",3,9,13,11,11,4,9,9,4,9,7,8,4,101.0
"Windhager, Marcus",,1,5,3,-,1,1,,,,,4,1,16.0
"Wood, Mason",6,7,11,9,8,5,2,3,11,7,8,5,1,83.0
Totals,87,124,119,117,103,101,95,109,78,113,100,83,53,1282.0
Opponent,FR,WB,ES,GC,CW,CA,PA,NM,AD,GW,HW,SY,RI,
