Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R13,R14,Tot
"Ah Chee, Callum",,,,,,,,,,25,,,11,18.0/46:30
"Andrews, Harris",100,100,94,98,100,96,93,98,100,96,100,94,96,97.3/1615:05
"Answerth, Noah",,,28,,,,21,69,11,,,,,32.5/160:14
"Ashcroft, Will",81,81,78,79,67,76,83,73,71,73,70,77,80,76.1/1262:28
"Bailey, Zac",82,87,83,80,81,78,84,80,80,80,82,80,77,81.1/1345:11
"Berry, Jarrod",72,81,81,84,60,76,77,77,81,72,74,86,77,76.7/1273:52
"Cameron, Charlie",83,67,84,84,80,75,82,87,76,87,80,86,83,81.0/1345:35
"Coleman, Keidean",68,,75,76,80,79,80,62,82,67,74,9,80,69.4/1061:43
"Daniher, Joe",86,88,81,81,88,89,89,88,84,93,92,90,91,87.8/1456:55
"Dunkley, Josh",82,69,82,80,86,83,85,86,81,86,80,79,85,81.8/1357:20
"Fletcher, Jaspa",,,,,,,,,,,,,63,63.0/82:08
"Fort, Darcy",,82,47,,81,,,,,,,,70,70.4/356:37
"Gardiner, Darcy",,,,,,,,,,,88,86,,87.0/227:45
"Gunston, Jack",81,68,87,75,,83,81,79,84,74,62,80,,77.4/1087:58
"Hipwood, Eric",82,95,85,76,74,74,87,91,86,83,82,85,83,83.3/1382:49
"Joyce, Darragh",,93,93,90,86,60,,,,,,,,84.3/533:24
"Lester, Ryan",,,,,,,80,82,79,86,93,,89,85.0/654:37
"Lohmann, Kai",,,,,,,,,,,,,71,71.0/93:34
"Lyons, Jarryd",,,,,22,24,,18,,,,,,21.3/81:09
"Madden, James",,,,,,,,,,,14,,,14.0/19:05
"McCarthy, Lincoln",84,84,75,80,83,81,73,76,80,85,79,77,82,80.0/1327:02
"McCluggage, Hugh",79,83,75,88,80,77,82,77,76,79,81,65,,78.6/1201:27
"McInerney, Oscar",85,75,79,82,81,78,85,82,79,91,84,88,81,82.3/1366:53
"McKenna, Conor",80,84,87,73,85,82,85,82,84,87,88,75,79,82.4/1367:39
"Neale, Lachie",86,84,88,84,88,82,87,84,87,85,89,87,90,86.2/1431:32
"Payne, Jack",95,94,91,91,89,88,96,95,93,88,,96,83,91.6/1394:15
"Prior, Jaxon",23,,,83,,,,,,,,69,,57.8/224:44
"Rayner, Cam",78,73,72,81,86,80,76,72,78,75,85,85,88,79.2/1314:11
"Rich, Daniel",87,67,,,70,82,68,,,,70,61,,72.3/653:17
"Robertson, Deven",72,31,,9,,,,,,,,67,71,50.0/324:55
"Sharp, Harry",,,,,,,,78,73,52,,,,67.5/254:12
"Starcevich, Brandon",86,89,84,89,90,98,88,86,82,82,88,87,88,87.5/1452:47
"Tunstill, James",52,,,,,,,,,,,,,52.0/69:17
"Wilmot, Darcy",77,70,73,64,65,72,70,76,80,81,70,77,81,73.5/1220:44
"Zorko, Dayne",,54,79,74,78,85,49,,70,71,77,,,70.8/810:06
Totals,,,,,,,,,,,,,,
Opponent,PA,ME,WB,CW,NM,GW,FR,CA,ES,GC,AD,HW,SY,
