Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,Tot
"Armstrong, Les",-,,-,-,-,-,-,-,-,-,1,-,-,-,-,1.0
"Baker, Jack",1,-,-,-,-,-,1,-,-,-,1,-,-,-,,3.0
"Brady, Tom",,-,-,,,,,,,,,,,,,
"Brownlees, Tom",-,1,1,1,1,-,1,-,-,-,-,-,-,-,-,5.0
"Collins, Basil",-,-,-,-,-,-,,-,-,-,-,-,1,-,-,1.0
"Craven, Harold",-,1,-,1,-,-,-,-,-,-,-,1,1,-,-,4.0
"Davie, Bert",,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Ellingsen, Percy",-,,,,,1,4,6,1,2,-,2,-,1,1,18.0
"Gray, Jack",-,-,,-,-,,-,1,-,-,-,-,,-,,1.0
"Hagger, Lloyd",,,,,,,,,,,1,2,2,1,1,7.0
"Hodgins, Frank",-,,-,,,-,,,,-,1,,,,1,2.0
"Hope, George",,,-,-,-,,,,,,,,-,,-,
"Johns, Alwyn",-,-,,-,-,,-,-,-,-,-,-,-,-,-,
"Kearney, Jim",-,-,-,-,-,1,-,-,-,-,-,-,1,1,-,3.0
"MacKay, Norm",-,1,-,-,1,-,-,1,-,-,,-,-,-,-,3.0
"Maguire, Vin",-,-,-,1,-,-,-,-,-,-,-,1,-,,1,3.0
"Marsham, Harry",-,1,-,-,1,1,-,-,-,-,-,2,-,1,-,6.0
"Martini, Percy",1,1,2,1,2,1,2,2,2,-,2,2,-,1,4,23.0
"McLennan, Gus",,-,,,,,,,,,,,,,,
"Moulden, Bill",,,,,,-,-,1,-,,-,-,-,-,-,1.0
"Peck, Eric",,1,1,2,1,1,-,-,-,-,,,2,-,,8.0
"Rankin, Bert",-,-,2,-,-,-,1,-,-,-,-,-,-,-,-,3.0
"Stokes, Dick",-,,,,,-,-,,,,,,,,,
"Tasker, Leo",2,-,-,-,-,,,,,,,,,,,2.0
"Thomas, Stan",-,-,-,-,-,1,-,-,-,-,-,-,,-,-,1.0
Totals,4,6,6,6,6,6,9,11,3,2,6,10,7,5,8,95.0
Opponent,SM,FI,RI,CA,CW,SM,FI,RI,CA,CW,SM,FI,RI,CA,CW,
