Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,SF,GF,Tot
"Anderson, Fred",,,,,,,,,,-,,,,,,,,,,,
"Armstrong, Lou",-,2,-,1,-,1,-,-,1,1,-,-,,1,1,2,1,3,-,,14.0
"Belcher, Allan",-,2,-,-,-,-,-,,,,,-,-,-,1,-,,1,1,-,5.0
"Bowe, Len",,,-,-,-,-,-,-,-,-,-,-,,,,,-,-,-,-,
"Busbridge, Bill",-,-,-,-,-,-,-,,,,,-,-,-,1,-,-,-,1,-,2.0
"Cameron, Ernie",1,1,1,-,,,,,,,,,,,-,-,-,-,-,-,3.0
"Campbell, Jim",,,,,,,,,-,,,,,,,,,,,,
"Clough, Dick",,,,,,,-,,,,,,,,,,,,,,
"Crow, Tommy",-,,,,-,-,-,,,,,,,,,,,,,,
"Davies, Bill",,,,,,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,2.0
"Daykin, Bert",,,,,,,,,,,,,1,-,-,-,-,-,,-,1.0
"Farnsworth, Harry",,,,,-,2,-,-,2,1,-,-,2,1,1,-,-,,3,-,12.0
"French, Bill",,,,,,,,,,-,-,,,,,,,,,,
"George, Alf",,-,-,-,,,,,,,,,,,,,,,,,
"Griffith, Billy",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,
"Heaphy, Bill",,,,,,,,,,,,,,,,,,2,,-,2.0
"Irwin, Alan",,,,,,,1,-,-,-,-,,-,,,,,1,,,2.0
"Johnson, Bill",-,,,-,-,,,-,,,,-,-,-,-,-,-,-,-,-,
"Landmann, Otto",2,1,,1,-,1,-,7,1,-,2,3,-,,1,2,,1,-,,22.0
"Legge, Arthur",2,1,-,1,1,-,,-,-,-,-,-,-,-,-,,-,,,1,6.0
"Londerigan, Mike",1,-,-,1,,-,1,1,1,-,-,-,1,,-,1,-,,-,,7.0
"Martin, Jim",-,2,1,1,3,1,5,,,,,-,-,-,1,-,-,2,-,1,17.0
"Minto, Les",-,-,-,1,-,-,-,-,-,,-,-,-,-,-,-,1,1,2,-,5.0
"Parkinson, Fred",1,1,-,-,1,-,2,-,-,2,1,-,1,1,,7,-,1,-,,18.0
"Prout, Harry",,,,,,,,,,,,,,,,,,,,-,
"Ryan, Bert",-,-,2,-,1,-,-,-,-,-,-,-,-,-,,,-,,,,3.0
"Sevior, Tom",,,-,,,,,,,,,,,,,,,,,,
"Sewart, Bill",-,1,-,,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,1.0
"Shea, Mark",-,-,-,,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,
"Shea, Paddy",4,-,-,4,1,-,1,-,1,1,1,2,-,-,1,3,-,,-,1,20.0
"Sloss, Bruce",,-,,,,,,,,,,,,,,,,,,,
"Smith, Dave",3,1,-,1,3,,,-,1,1,1,1,3,5,-,2,1,1,2,-,26.0
"Smith, Lon",,,,-,,,,-,-,1,-,,,-,,,,,,,1.0
"Snell, Archie",,,,,,-,,,,,,,,,,,,,,,
Totals,14,12,4,11,10,5,10,8,7,7,5,6,9,8,8,17,3,13,9,3,169.0
Opponent,UN,SK,CA,RI,CW,FI,ME,SM,GE,UN,SK,CA,RI,CW,FI,ME,SM,GE,CW,CA,
