Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R14,Tot
"Atkins, Tom",3,1,2,2,-,4,-,2,-,1,-,2,1,18.0
"Bews, Jed",-,-,-,-,,,-,-,-,-,-,1,-,1.0
"Blicavs, Mark",2,-,-,3,-,3,1,1,1,1,1,3,1,17.0
"Bowes, Jack",,1,-,1,-,1,-,,,,,,-,3.0
"Bruhn, Tanner",-,1,-,,,,-,-,-,2,3,-,1,7.0
"Cameron, Jeremy",-,-,1,3,2,1,1,1,-,1,2,1,-,13.0
"Ceglar, Jonathon",,,-,,,,,2,1,1,1,1,,6.0
"Clark, Jhye",,,,,,,,,-,,,,,
"Close, Brad",1,-,1,2,1,1,1,1,,-,1,1,-,10.0
"Dangerfield, Patrick",-,2,3,2,3,-,1,1,,,,,2,14.0
"De Koning, Sam",-,1,-,,-,-,1,,,,-,-,-,2.0
"Dempsey, Oliver",,,,,,,,-,1,-,,,,1.0
"Duncan, Mitch",,,,1,-,1,1,1,-,,,,-,4.0
"Guthrie, Cameron",1,1,-,2,-,-,,,,,,,,4.0
"Guthrie, Zach",-,1,1,1,1,1,1,1,-,-,1,-,-,8.0
"Hawkins, Tom",1,-,-,1,1,1,-,1,-,-,-,1,-,6.0
"Henry, Jack",,,,,,,,,,-,-,-,1,1.0
"Henry, Oliver",4,1,1,1,-,1,2,-,-,,1,-,1,12.0
"Holmes, Max",1,2,-,-,-,-,2,2,2,1,,,5,15.0
"Knevitt, Mitch",,,,,,-,-,-,-,2,-,2,,4.0
"Kolodjashnij, Jake",,,,1,-,1,-,-,1,-,1,1,-,5.0
"Miers, Gryan",2,-,1,2,-,1,-,1,2,-,-,-,1,10.0
"Mullin, Oisin",,,,,,,,,,,1,-,,1.0
"OConnor, Mark",2,1,3,-,1,-,3,1,-,2,-,1,1,15.0
"Parfitt, Brandan",-,,,,1,,,,2,1,-,,,4.0
"Ratugolea, Esava",-,-,-,-,-,1,2,3,1,1,-,,,8.0
"Rohan, Gary",-,-,1,-,,2,-,,,,,1,-,4.0
"Simpson, Sam",,,,,,2,-,-,-,-,,-,,2.0
"Smith, Isaac",1,-,-,-,-,1,-,1,-,1,-,1,-,5.0
"Stanley, Rhys",2,2,,2,1,,,,,,,,,7.0
"Stengle, Tyson",-,-,-,-,1,,,,,1,-,1,1,4.0
"Stewart, Tom",1,,-,1,-,2,-,1,2,-,-,1,3,11.0
"Tuohy, Zach",-,1,-,1,2,1,,-,1,-,-,-,1,7.0
"Whyte, Cooper",,-,,,,,,,,,,,,
Totals,21,15,14,26,14,25,16,20,14,15,12,18,19,229.0
Opponent,CW,CA,GC,HW,WC,SY,ES,AD,RI,FR,GW,WB,PA,
