Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R14,Tot
"Atkins, Tom",2,2,2,2,3,3,4,3,2,5,2,4,4,38.0
"Bews, Jed",-,4,3,1,,,2,2,2,-,2,4,1,21.0
"Blicavs, Mark",3,4,3,5,-,2,5,3,4,5,2,2,1,39.0
"Bowes, Jack",,4,6,-,4,1,1,,,,,,1,17.0
"Bruhn, Tanner",3,2,2,,,,1,2,4,9,1,6,1,31.0
"Cameron, Jeremy",1,7,6,1,4,7,3,7,8,1,4,3,2,54.0
"Ceglar, Jonathon",,,6,,,,,4,3,3,2,-,,18.0
"Clark, Jhye",,,,,,,,,3,,,,,3.0
"Close, Brad",1,-,3,4,1,2,3,3,,1,2,3,2,25.0
"Dangerfield, Patrick",10,3,5,4,2,3,4,3,,,,,4,38.0
"De Koning, Sam",-,5,-,,2,2,1,,,,1,2,1,14.0
"Dempsey, Oliver",,,,,,,,-,-,1,,,,1.0
"Duncan, Mitch",,,,5,4,3,2,2,1,,,,1,18.0
"Guthrie, Cameron",3,8,4,6,7,4,,,,,,,,32.0
"Guthrie, Zach",-,1,3,-,2,2,1,1,4,1,3,1,3,22.0
"Hawkins, Tom",2,3,2,3,1,2,-,1,5,1,2,3,2,27.0
"Henry, Jack",,,,,,,,,,2,2,-,2,6.0
"Henry, Oliver",2,3,4,-,3,1,1,-,2,,-,3,4,23.0
"Holmes, Max",2,2,4,2,3,4,4,2,4,5,,,10,42.0
"Knevitt, Mitch",,,,,,-,3,2,3,1,2,1,,12.0
"Kolodjashnij, Jake",,,,2,1,1,1,-,2,1,3,-,-,11.0
"Miers, Gryan",6,5,4,2,4,3,2,-,1,3,1,5,3,39.0
"Mullin, Oisin",,,,,,,,,,,3,1,,4.0
"OConnor, Mark",-,-,2,1,1,3,-,1,5,1,4,1,2,21.0
"Parfitt, Brandan",2,,,,4,,,,5,2,3,,,16.0
"Ratugolea, Esava",4,4,4,-,3,-,2,1,2,3,3,,,26.0
"Rohan, Gary",3,1,1,3,,3,2,,,,,-,2,15.0
"Simpson, Sam",,,,,,1,2,1,1,1,,-,,6.0
"Smith, Isaac",2,2,1,4,3,5,1,1,3,1,4,3,2,32.0
"Stanley, Rhys",7,5,,3,5,,,,,,,,,20.0
"Stengle, Tyson",2,5,3,6,2,,,,,3,1,2,1,25.0
"Stewart, Tom",-,,1,3,2,1,4,4,3,2,2,2,2,26.0
"Tuohy, Zach",5,2,-,3,3,4,,1,7,-,-,-,2,27.0
"Whyte, Cooper",,-,,,,,,,,,,,,
Totals,60,72,69,60,64,57,49,44,74,52,49,46,53,749.0
Opponent,CW,CA,GC,HW,WC,SY,ES,AD,RI,FR,GW,WB,PA,
