Player,R1,R2,R3,R4,R5,R6,R7,R9,R10,R11,R12,R13,R14,R15,R16,R18,Tot
"Archer, Tim",,1,-,-,,-,-,1,-,-,-,-,-,-,,,2.0
"Bannister, Horrie",,,,1,,,-,1,-,,-,,,,,,2.0
"Cameron, Wally",,,,,,,,,,,,,,,,-,
"Carlyon, Tom",,,,,-,-,,,,,,,,,,,
"Carr, Barney",-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,
"Cubbins, Bill",-,3,,-,-,-,-,-,-,-,-,,-,-,-,-,3.0
"De Garis, Rex",1,-,-,-,-,-,,-,,1,-,1,-,,1,1,5.0
"Donaldson, Eric",,,-,,,,,,,,,,,,,,
"Eicke, Wels",-,,,,-,,-,-,-,-,-,-,-,2,4,-,6.0
"Gambetta, Cyril",-,-,-,-,,,-,-,-,-,-,-,-,-,-,-,
"Gunnyon, Wal",,,,,,,,,-,-,-,-,1,-,1,1,3.0
"Harper, Ray",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"James, Jack",-,2,2,2,1,-,,,,,,2,2,2,1,2,16.0
"Jenkins, Jimmy",2,1,-,1,-,-,-,-,-,1,-,-,-,-,-,-,5.0
"Lamplough, Orville",-,2,1,,,1,2,,,,,,,,,,6.0
"Lenne, Bert",-,-,,,-,-,-,-,-,-,-,-,-,-,-,,
"MacKenzie, Aubrey",2,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,4.0
"Mason, Horrie",-,-,-,-,-,-,-,-,-,1,,1,-,-,-,-,2.0
"McNamara, Dave",1,-,2,1,3,-,,3,1,-,1,3,4,1,1,-,21.0
"Milne, Jimmy",-,-,1,-,-,-,,-,-,-,-,-,-,-,-,,1.0
"Moodie, Duncan",,,,,,,,,,,,1,2,-,,-,3.0
"Morden, Jim",,,,,,,-,,,,,,,,,,
"Moyes, Harry",1,3,2,,,4,2,2,3,1,2,-,2,3,1,3,29.0
"ORourke, Jack",,,,,,,-,,,,,,,,,,
"Officer, Bert",,,,2,1,,,,,,,,,,,,3.0
"Pennicott, George",,,,,,,,,-,,,,,,,,
"Reynolds, Les",-,,,-,2,-,,,,2,1,,,,-,-,5.0
"Sullivan, Gene",,-,-,-,1,-,-,,,,,,,,,,1.0
"Thomson, Alan",,,-,,,-,-,-,-,-,-,-,-,-,-,-,
"Tymms, Bill",1,,,,,,,,,,,,,,,,1.0
"Ward, Bill",,1,2,1,-,,,-,,,,,,,,,4.0
"Watson, Colin",-,-,-,-,-,,-,-,1,1,-,-,-,1,-,-,3.0
Totals,8,14,10,8,8,6,4,7,5,7,4,8,11,9,9,7,125.0
Opponent,ES,CA,CW,RI,ME,GE,FI,SM,ES,CA,CW,RI,ME,GE,FI,SM,
