Player,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R15,R16,R17,Tot
"Berry, Sam",-,-,-,,,,,,,-,,,,,,,
"Brown, Tyler",-,,,,,,,,,,,,,,,,
"Butts, Jordon",-,,-,-,-,-,-,-,-,-,-,-,-,-,-,,
"Crouch, Matt",,,,,,,,-,,,,,,,,,
"Dawson, Jordan",-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,2.0
"Doedee, Tom",-,-,-,-,-,-,-,-,-,,-,-,,,,,
"Fogarty, Darcy",2,3,,,7,3,-,1,1,2,2,2,2,1,2,1,29.0
"Gollant, Lachlan",,,-,2,,,,,,1,,,,,,,3.0
"Himmelberg, Elliott",-,-,,,,,,,,-,,,,,,,
"Hinge, Mitch",-,-,-,-,-,-,-,-,-,-,,-,1,-,-,-,1.0
"Jones, Chayce",,,1,-,1,-,-,-,-,-,-,1,-,-,-,1,4.0
"Keays, Ben",1,-,-,2,-,-,-,-,-,1,-,2,1,1,3,1,12.0
"Laird, Rory",-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-,2.0
"McAdam, Shane",2,,,,,,,,,,,,,,,,2.0
"McHenry, Ned",,,,-,1,-,,,1,,-,-,-,-,1,-,3.0
"Michalanney, Max",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Milera, Wayne",-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
"Murphy, Lachlan",,-,2,-,1,1,-,1,-,-,-,-,1,-,-,-,6.0
"Murray, Nick",-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,
"OBrien, Reilly",1,-,-,-,-,-,-,2,-,-,-,-,-,1,1,-,5.0
"Parnell, Patrick",,-,,,,,,,-,-,-,,,,,,
"Pedlar, Luke",1,2,1,,2,1,3,2,2,-,-,-,1,2,1,-,18.0
"Rachele, Josh",1,1,2,-,1,1,2,-,3,1,-,2,-,2,2,-,18.0
"Rankine, Izak",5,2,1,6,-,2,2,2,1,-,1,-,1,3,4,1,31.0
"Schoenberg, Harry",-,-,,-,,,-,,,,,,,,,-,
"Sholl, Lachlan",,-,-,-,-,-,-,1,-,-,-,-,1,2,1,-,5.0
"Sloane, Rory",-,-,-,-,1,-,-,1,-,-,-,-,1,-,-,1,4.0
"Smith, Brodie",-,-,-,-,-,-,-,1,-,-,,-,-,-,-,-,1.0
"Soligo, Jake",1,-,1,1,-,2,1,-,1,-,1,-,1,-,-,-,9.0
"Thilthorpe, Riley",,-,3,-,-,-,1,-,-,,2,-,2,1,2,1,12.0
"Walker, Taylor",1,4,1,1,5,3,-,2,3,,2,2,6,3,4,2,39.0
"Worrell, Josh",,,,,,,,,,,-,,-,-,-,-,
Totals,15,12,13,12,20,14,9,13,12,5,8,10,18,16,21,8,206.0
Opponent,GW,RI,PA,FR,CA,HW,CW,GE,SK,WB,BL,GC,WC,CW,NM,ES,
